"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00450845","1971","48.98333","-117.35","793.1","BOUNDARY DAM 1 W, WA US","","","","","       151","0","        85","0","         1","0","      147","","        47","0","","","","","","","","","","","","","   914"," ,0,0115, ","   356"," ,0,1214, ","  27.9"," ,0,1020, ","","","","","","","","","","","","","","","","","","","","","","","    667.0"," ,0","     3448"," ,0","","","","","",""
"USC00450845","1972","48.98333","-117.35","793.1","BOUNDARY DAM 1 W, WA US","","","","","       141","0","        74","0","         0","0","      124","","        31","0","","","","","","","","","","","","","   762"," ,0,0112,+","   152"," ,0,1217,+","  24.1"," ,0,0713, ","","","","","","","","","","","","","","","","","","","","","","","    623.2"," ,0","     2045"," ,0","","","","","",""
"USC00450845","1973","48.98333","-117.35","793.1","BOUNDARY DAM 1 W, WA US","    151.0","","     151.0","0","       130","0","        79","0","         1","0","","","        24","0","         9","0","       163","0","        26","0","       112","0","        29","0","  -25.6","0,0108, ","","","   203"," ,0,0112, ","  45.0"," ,0,1116, ","   36.7","0,0804,+","-0.6","0,0915","-2.2","0,0916","-6.1","0,1102","-7.2","0,1103","-12.2","0,1230","0.0","0,0512","-3.3","0,0408","-4.4","0,0407","-7.8","0,0318","-9.4","0,0222","    725.8"," ,0","     1554"," ,0","      7.39","0","     13.85","0","      0.94","0"
