"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES"
"KSW00043247","1953","38.03333","127.36667","146.3","CHOKHYON DONG TEAM 8, KS","       157"," ","        13"," ","","","",""
"KSW00043247","1954","38.03333","127.36667","146.3","CHOKHYON DONG TEAM 8, KS","       155"," ","         6"," ","    2985.1","1","    2985.1","X"
