"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00241794","1906","48.3","-109.5","1018.0","CLEAR CREEK, MT US","    122.7","","     122.7","6","","","","","","","        31","6","       153","6","        46","6","       100","6","         5","6","         2"," ","  -25.0","6,1208, ","","","   36.7","6,0801, ","-1.7","6,0912","-2.8","6,1009","-5.6","6,1021","-8.3","6,1109","-12.2","6,1116","0.0","6,0530","-2.8","6,0505","-5.6","6,0413","-10.0","6,0403","-10.0","6,0403","","","      6.68","6","     13.26","6","      0.11","6"
"USC00241794","1909","48.3","-109.5","1018.0","CLEAR CREEK, MT US","    101.1","","     101.1","6","","","","","","","        45","6","       180","6","        61","6","       105","6","         4","6","","","  -36.7","6,0108,+","","","   33.9","6,0820, ","0.0","6,0923","-7.8","6,1011","-7.8","6,1011","-7.8","6,1011","-9.4","6,1012","0.0","6,0519","-2.8","6,0508","-4.4","6,0501","-12.8","6,0430","-12.8","6,0430","","","      4.99","6","     11.80","6","     -1.83","6"
"USC00241794","1910","48.3","-109.5","1018.0","CLEAR CREEK, MT US","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00241794","1911","48.3","-109.5","1018.0","CLEAR CREEK, MT US","","","","","        69","6","        55","6","         3","6","","","","","","","","","","","","","","","  61.7"," ,6,0904, ","","","","","","","","","","","","","","","","","","","","","","","    628.0"," ,6","","","","","",""
"USC00241794","1915","48.3","-109.5","1018.0","CLEAR CREEK, MT US","","","","","","","","","","","","","","","","","","","","","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00241794","1917","48.3","-109.5","1018.0","CLEAR CREEK, MT US","","","","","        36","6","        25","6","         2","6","","","","","","","","","","","","","","","  50.0"," ,6,0924, ","","","","","","","","","","","","","","","","","","","","","","","    281.1"," ,6","","","","","",""
"USC00241794","1918","48.3","-109.5","1018.0","CLEAR CREEK, MT US","    192.0","","     192.0","6","        36","6","        26","6","         0","6","        35","6","       157","6","        57","6","       111","6","        18","6","","","  -38.9","6,0220, ","  16.8"," ,6,1017, ","   36.1","6,0801,+","-0.6","6,0917","-2.8","6,1022","-11.1","6,1105","-11.1","6,1105","-11.1","6,1105","0.0","6,0531","-5.6","6,0526","-5.6","6,0526","-6.7","6,0509","-11.1","6,0426","    220.1"," ,6","      6.21","6","     12.74","6","     -0.33","6"
