"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"FMW00040308","1991","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","       3.9","X","   3033.0","","    3033.0","0","       237","0","       157","0","        33","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         8","0","","","        23"," ","   20.0","0,0328,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 124.5"," ,0,1029, ","   32.8","0,0527, ","    1795.9","0","       0.0","0","       0.0","0","","","","","   2768.8"," ,0","","","        0"," ,0","     26.64","0","     30.51","0","     22.78","0","   136959","X","       250","X","","","","","        45","X","","","     40695","0","      10.3","X","","","","","      20.0","X","",""
"FMW00040308","1992","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","       3.7","X","   3163.9","","    3163.9","0","       224","0","       135","0","        24","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","        48","0","","","        17"," ","   19.4","0,0304,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 125.0"," ,0,1014, ","   33.3","0,0604, ","    1942.9","0","       0.0","0","       0.0","0","","","","","   2286.4"," ,0","","","        0"," ,0","     26.98","0","     30.81","0","     23.14","0","   128088","X","       280","X","","","","","       135","X","","","     31975","0","       9.4","X","","","","","      17.5","X","",""
"FMW00040308","1993","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","       3.5","X","   3046.8","","    3046.8","0","       253","0","       158","0","        35","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","        27","0","","","        22"," ","   17.8","0,0319, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 150.4"," ,0,0721, ","   32.8","0,0609,+","    1809.7","0","       0.0","0","       0.0","0","     22.72","0","     34.68","0","   3018.8"," ,0","","","        0"," ,0","     26.68","0","     30.62","0","     22.73","0","    95629","X","       280","X","","","","","       270","X","","","     27251","0","      15.6","X","","","","","      24.2","X","",""
"FMW00040308","1994","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","       3.5","X","   3154.9","","    3154.9","0","       265","0","       173","0","        35","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","        24","0","","","        31"," ","   20.0","0,0122,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  84.1"," ,0,1218, ","   32.2","0,1125,+","","","       0.0","0","       0.0","0","","","","","   2763.7"," ,0","","","        0"," ,0","     26.97","0","     30.80","0","     23.15","0","   137960","X","       220","X","","","","","       315","X","","","","","      11.2","X","","","","","      21.6","X","",""
"FMW00040308","1995","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","       3.4","X","   3159.0","","    3159.0","0","       275","0","       183","0","        31","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","        53","0","","","        26"," ","   19.4","0,1025, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  91.2"," ,0,1109, ","   32.8","0,0509, ","    1860.2","0","       0.0","0","       0.0","0","     22.19","0","     33.35","0","   2881.5"," ,0","","","        0"," ,0","     26.98","0","     30.99","0","     22.99","0","   127112","X","        90","X","","","","","        90","X","","","","","      10.3","X","","","","","      17.5","X","",""
"FMW00040308","1996","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","       3.3","X","   3179.6","","    3179.6","0","       285","0","       204","0","        49","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","        76","0","","","        30"," ","   17.2","0,1108, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 144.0"," ,0,1224, ","   32.8","0,1022,+","    1789.6","0","       0.0","0","       0.0","0","     21.52","0","     32.47","0","   4172.8"," ,0","","","        0"," ,0","     27.02","0","     30.97","0","     23.07","0","   134084","X","","","","","","","       270","X","","","     28942","0","","","","","","","      33.1","X","",""
"FMW00040308","1997","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","       3.8","X","   3205.3","","    3205.3","0","       241","0","       155","0","        38","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","        61","0","","","        22"," ","   20.0","0,1101,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  85.3"," ,0,0718, ","   33.3","0,0604,+","    1971.1","0","       0.0","0","       0.0","0","     20.53","0","     31.67","0","   2813.3"," ,0","","","        0"," ,0","     27.11","0","     31.01","0","     23.21","0","   179148","X","","","","","","","       360","X","","","","","","","","","","","      17.9","X","",""
"FMW00040308","1998","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","       3.8","X","   3223.7","","    3223.7","0","       222","0","       147","0","        32","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","       131","0","","","        18"," ","   18.3","0,0825, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  93.5"," ,0,1011, ","   33.9","0,0531,+","","","       0.0","0","       0.0","0","","","","","   2561.0"," ,0","","","        0"," ,0","     27.17","0","     31.43","0","     22.90","0","   176195","X","","","       160","X","","","        90","X","","","","","","","      11.6","X","","","      18.3","X","",""
"FMW00040308","1999","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","       3.3","X","   2993.9","","    2993.9","0","       279","0","       187","0","        38","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","        99","0","","","        26"," ","   17.2","0,1111, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 117.1"," ,0,0801, ","   33.3","0,1108,+","    1933.5","0","       0.0","0","       0.0","0","","","","","   3524.0"," ,0","","","        0"," ,0","     26.54","0","     31.33","0","     21.74","0","   188003","X","","","        60","X","         0","W","        90","X","","","     21915","0","","","       9.4","X","      20.1","W","      20.1","X","",""
"FMW00040308","2000","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","       3.1","X","   3130.3","","    3130.3","0","       279","0","       185","0","        44","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","        89","0","","","        23"," ","   18.9","0,1019,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 137.2"," ,0,0527, ","   33.3","0,0804, ","","","       0.0","0","       0.0","0","","","","","   3650.1"," ,0","","","        0"," ,0","     26.89","0","     31.29","0","     22.49","0","   166857","X","","","        80","X","","","       140","X","","","","","","","      64.4","X","","","      17.4","X","",""
"FMW00040308","2001","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","       3.2","X","   3185.9","","    3185.9","0","       256","0","       166","0","        37","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","       125","0","","","        10"," ","   18.9","0,0717,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 104.6"," ,0,0630, ","   33.3","0,1006, ","    1898.1","0","       0.0","0","       0.0","0","     24.47","0","     37.41","0","   3061.6"," ,0","","","        0"," ,0","     27.06","0","     31.44","0","     22.68","0","   128902","X","","","       250","X","       180","W","       180","X","","","     17884","0","","","      11.2","X","      23.1","W","      23.2","X","",""
"FMW00040308","2002","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","       3.6","X","   3048.7","","    3048.7","0","       251","0","       169","0","        37","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","       117","0","","","        22"," ","   18.9","0,0406, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 187.7"," ,0,0719, ","   32.8","0,1004,+","    2028.3","0","       0.0","0","       0.0","0","","","","","   3558.2"," ,0","","","        0"," ,0","     26.69","0","     31.35","0","     22.02","0","   120211","X","","","       120","X","","","        50","X","","","     20259","0","","","      17.4","X","","","      37.5","X","",""
"FMW00040308","2003","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","","","   3128.2","","    3128.2","0","       260","0","       172","0","        50","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","       103","0","","","        36"," ","   18.9","0,0208, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 223.3"," ,0,0718, ","   33.3","0,0417, ","","","       0.0","0","       0.0","0","","","","","   4012.1"," ,0","","","        0"," ,0","     26.90","0","     31.27","0","     22.53","0","","","","","","","","","       240","X","","","","","","","","","","","      27.7","X","",""
"FMW00040308","2004","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","       3.7","X","   3294.0","","    3294.0","0","       244","0","       169","0","        39","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","        51","0","","","        14"," ","   18.9","0,0409, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 178.6"," ,0,1130, ","   32.8","0,1030,+","    2239.3","0","       0.0","0","       0.0","0","","","","","   3480.5"," ,0","","","        0"," ,0","     27.33","0","     31.03","0","     23.64","0","    96219","X","","","","","","","       140","X","","","     40236","0","","","","","","","      50.1","X","",""
"FMW00040308","2005","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","       4.2","X","   3168.7","","    3168.7","0","       247","0","       177","0","        33","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","        58","0","","","        27"," ","   19.4","0,0730, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 148.6"," ,0,0414, ","   32.8","0,1225,+","    2582.9","0","       0.0","0","       0.0","0","","","","","   2963.3"," ,0","","","        0"," ,0","     27.02","0","     31.08","0","     22.95","0","    80786","X","","","","","","","       240","X","","","     39283","0","","","","","","","      21.5","X","",""
"FMW00040308","2006","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","       4.5","W","   3123.9","","    3123.9","0","       252","0","       165","0","        32","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","        22","0","","","        28"," ","   20.0","0,1207,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 161.8"," ,0,1227, ","   32.8","0,0605,+","    2601.5","0","       0.0","0","       0.0","0","","","","","   2951.1"," ,0","","","        0"," ,0","     26.89","0","     30.95","0","     22.84","0","","","","","       130","X","       140","X","","","","","     39285","0","","","      17.9","X","      27.3","X","","","",""
"FMW00040308","2007","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","       4.2","W","   3143.8","","    3143.8","0","       276","0","       180","0","        43","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","        30","0","","","        13"," ","   21.1","0,1127,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 133.6"," ,0,1006, ","   32.2","0,1124,+","    2346.0","0","       0.0","0","       0.0","0","","","","","   3493.6"," ,0","","","        0"," ,0","     26.94","0","     30.93","0","     22.96","0","","","","","       220","X","        90","X","","","","","     30796","0","","","      13.4","X","      21.5","X","","","",""
"FMW00040308","2008","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","       4.1","W","   3356.6","","    3356.6","0","       261","0","       170","0","        23","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","         2","0","         6"," ","         8"," ","   20.6","0,0306, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 104.4"," ,0,0229, ","   32.2","0,0328,+","    2369.5","0","       0.0","0","       0.0","0","","","","","   2711.0"," ,0","","","        0"," ,0","     27.50","0","     30.36","0","     24.65","0","","","","","       100","X","        50","X","","","","","     20388","0","","","       9.8","X","      16.5","X","","","",""
"FMW00040308","2009","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","       4.3","W","   3609.9","","    3609.9","0","       259","0","       172","0","        34","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","        65","0","        13"," ","        15"," ","   23.3","0,1006,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 209.8"," ,0,0727, ","   34.4","0,1030,+","    2374.3","0","       0.0","0","       0.0","0","","","","","   3056.0"," ,0","","","        0"," ,0","     28.22","0","     30.86","0","     25.58","0","","","","","        50","X","       230","X","","","","","      6159","0","","","      10.3","X","      21.0","X","","","",""
"FMW00040308","2010","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","       4.0","W","   3749.9","","    3749.9","0","       255","0","       173","0","        33","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","       169","0","        12"," ","        15"," ","   23.3","0,1023,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 102.9"," ,0,0722, ","   35.6","0,0924, ","    2614.0","K","       0.0","0","       0.0","0","","","","","   2792.9"," ,0","","","        0"," ,0","     28.60","0","     31.76","0","     25.44","0","","","","","        70","X","       180","X","","","","","","","","","      10.3","X","      18.3","X","","","",""
"FMW00040308","2011","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","       3.8","W","   3658.0","","    3658.0","X","       288","X","       207","X","        45","X","        0","","         0","W","         0","X","         0","X","         0","X","       365","X","       127","X","","","        17"," ","   22.2","X,1115, ","     0"," ,W,1231,+","     0"," ,W,1231,+"," 149.1"," ,X,0522, ","   35.6","X,1023,+","    2403.9","K","       0.0","0","       0.0","X","","","","","   4006.6"," ,X","","","        0"," ,W","     28.36","X","     31.37","X","     25.35","X","","","","","       130","X","       140","X","","","","","","","","","      11.2","X","      21.5","X","","","",""
"FMW00040308","2012","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","       4.0","X","   3713.1","","    3713.1","X","       272","X","       178","X","        42","X","        0","","         0","W","         0","X","         0","X","         0","X","       365","X","       146","X","","","        14"," ","   23.3","X,0819,+","     0"," ,W,1231,+","     0"," ,W,1231,+"," 174.2"," ,X,0912, ","   35.0","X,1014, ","","","       0.0","0","       0.0","X","","","","","   3525.1"," ,X","","","        0"," ,W","     28.50","X","     31.56","X","     25.44","X","","","","","        50","X","       270","X","","","","","","","","","      10.3","X","      20.6","X","","","",""
"FMW00040308","2013","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","       3.9","W","   3764.7","","    3764.7","W","       250","W","       168","W","        38","W","        0","","","","         0","W","         0","W","         0","W","       365","W","       160","W","","","","","   22.8","W,1006, ","     0"," ,W,1231,+","",""," 116.1"," ,W,1006, ","   34.8","W,0829, ","","","       0.0","0","       0.0","W","","","","","   2946.6"," ,W","","","","","     28.64","W","     31.79","W","     25.49","W","","","","","        80","W","        90","W","","","","","","","","","      11.3","W","      24.7","W","","","",""
"FMW00040308","2014","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","       3.2","W","   3648.4","","    3648.4","W","       263","W","       190","W","        42","W","","","","","         0","W","         0","W","         0","W","       365","W","        93","W","","","","","   23.0","W,0321, ","","","",""," 145.0"," ,W,0120, ","   35.9","W,0608, ","","","       0.0","0","       0.0","W","","","","","   3399.2"," ,W","","","","","     28.33","W","     31.26","W","     25.40","W","","","","","        90","W","        50","W","","","","","","","","","      12.4","W","      25.2","W","","","",""
"FMW00040308","2015","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","       3.4","W","   3490.6","","    3490.6","W","       242","W","       156","W","        23","W","","","","","         0","W","         0","W","         0","W","       365","W","        14","W","","","","","   22.5","W,0223, ","","","",""," 227.1"," ,W,0505, ","   34.5","W,0530,+","","","       0.0","0","       0.0","W","","","","","   2771.4"," ,W","","","","","     27.89","W","     30.34","W","     25.45","W","","","","","       300","W","        50","W","","","","","","","","","      17.0","W","      32.4","W","","","",""
"FMW00040308","2016","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","       3.2","W","   3798.6","","    3798.6","W","       251","W","       145","W","        28","W","","","","","         0","W","         0","W","         0","W","       366","W","       163","W","","","","","   22.2","W,0321, ","","","",""," 165.1"," ,W,1016, ","   35.3","W,0722, ","","","       0.0","0","       0.0","W","","","","","   2488.9"," ,W","","","","","     28.71","W","     31.87","W","     25.56","W","","","","","       220","W","       230","W","","","","","","","","","      11.8","W","      23.2","W","","","",""
"FMW00040308","2017","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","       2.9","W","   3515.2","","    3515.2","W","       267","W","       182","W","        42","W","        0","","         0","W","         0","W","         0","W","         0","W","       365","W","         5","W","","","","","   22.8","W,1025, ","     0"," ,W,1231,+","     0"," ,W,1231,+"," 101.1"," ,W,1016, ","   34.0","W,0308, ","","","       0.0","0","       0.0","W","","","","","   3548.7"," ,W","","","        0"," ,W","     27.96","W","     30.39","W","     25.53","W","","","","","       200","W","       270","W","","","","","","","","","       9.8","W","      19.6","W","","","",""
"FMW00040308","2018","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","       2.8","W","   3633.6","","    3633.6","W","       251","W","       187","W","        39","W","        0","","         0","W","         0","W","         0","W","         0","W","       365","W","        14","W","","","","","   22.8","W,0325, ","     0"," ,W,1231,+","     0"," ,W,1231,+"," 110.2"," ,W,0325, ","   32.7","W,0527,+","","","       0.0","0","       0.0","W","","","","","   3270.9"," ,W","","","        0"," ,W","     28.28","W","     30.75","W","     25.82","W","","","","","       100","W","","","","","","","","","","","      11.3","W","","","","","",""
"FMW00040308","2019","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","       3.0","W","   3681.5","","    3681.5","W","       226","W","       153","W","        28","W","","","","","         0","W","         0","W","         0","W","       365","W","        35","W","","","","","   23.1","W,0829, ","","","",""," 231.1"," ,W,0118, ","   32.9","W,0527, ","","","       0.0","0","       0.0","W","","","","","   2691.2"," ,W","","","","","     28.42","W","     30.90","W","     25.95","W","","","","","       300","W","","","","","","","","","","","      10.8","W","","","","","",""
"FMW00040308","2020","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","       3.0","W","   3577.0","","    3577.0","W","       253","W","       169","W","        28","W","        0","","         0","W","         0","W","         0","W","         0","W","       366","W","        12","W","","","","","   23.5","W,1031, ","     0"," ,W,1231,+","     0"," ,W,1231,+"," 129.3"," ,W,1228, ","   33.9","W,0204, ","","","       0.0","0","       0.0","W","","","","","   2880.7"," ,W","","","        0"," ,W","     28.11","W","     30.65","W","     25.57","W","","","","","        20","W","","","","","","","","","","","      10.3","W","","","","","",""
"FMW00040308","2021","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","       2.4","W","   3441.3","","    3441.3","W","       259","W","       179","W","        36","W","        0","","         0","W","         0","W","         0","W","         0","W","       365","W","         1","W","","","","","   22.5","W,1214,+","     0"," ,W,1231,+","     0"," ,W,1231,+"," 125.7"," ,W,0412, ","   32.2","W,0503, ","","","       0.0","0","       0.0","W","","","","","   3352.5"," ,W","","","        0"," ,W","     27.76","W","     30.26","W","     25.27","W","","","","","        90","W","","","","","","","","","","","       9.3","W","","","","","",""
"FMW00040308","2022","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","       2.3","W","   3424.5","","    3424.5","W","       270","W","       195","W","        38","W","        0","","         0","W","         0","W","         0","W","         0","W","       365","W","         0","W","","","","","   22.8","W,1013, ","     0"," ,W,1231,+","     0"," ,W,1231,+"," 128.3"," ,W,1024, ","   32.1","W,0918, ","","","       0.0","0","       0.0","W","","","","","   3482.3"," ,W","","","        0"," ,W","     27.72","W","     30.11","W","     25.33","W","","","","","       220","W","","","","","","","","","","","      10.3","W","","","","","",""
"FMW00040308","2023","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","       2.8","W","   3526.6","","    3526.6","W","       262","W","       192","W","        39","W","        0","","         0","W","         0","W","         0","W","         0","W","       365","W","         0","W","","","","","   22.6","W,1028, ","     0"," ,W,1231,+","     0"," ,W,1231,+"," 133.1"," ,W,0726, ","   32.0","W,0525, ","","","       0.0","0","       0.0","W","","","","","   3278.1"," ,W","","","        0"," ,W","     28.00","W","     30.31","W","     25.68","W","","","","","        60","W","","","","","","","","","","","       9.8","W","","","","","",""
"FMW00040308","2024","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","","","   3680.7","","    3680.7","7","       243","7","       156","7","        32","7","","","","","         0","7","         0","7","         0","7","       366","7","        29","7","","","","","   23.3","7,1103, ","","","",""," 111.3"," ,7,0916, ","   33.3","7,0415, ","","","       0.0","0","       0.0","7","","","","","   2873.0"," ,7","","","","","     28.39","7","     30.90","7","     25.88","7","","","","","","","","","","","","","","","","","","","","","","","",""
