"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00094017","1999","48.09417","-105.57836","604.7","WOLF POINT INTERNATIONAL AIRPORT, MT US","       3.8","W","    178.2","","     178.2","W","        89","W","        35","W","         0","W","","","        24","W","       208","W","        53","W","       119","W","        22","W","","","","","","","  -32.8","W,0104, ","","","  22.9"," ,W,0815, ","   38.9","W,0728, ","0.0","W,0909","-2.8","W,0914","-4.4","W,0928","-8.3","W,1002","-13.3","W,1003","-1.7","W,0517","-2.8","W,0507","-6.1","W,0423","-8.3","W,0417","-9.4","W,0310","","","","","    284.2"," ,W","      6.29","W","     13.99","W","     -1.42","W","       290","W","       290","W","      23.2","W","      30.0","W"
"USW00094017","2000","48.09417","-105.57836","604.7","WOLF POINT INTERNATIONAL AIRPORT, MT US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    4454.3","3","    4454.3","W","","","","","","","","","","","","","","","",""
"USW00094017","2001","48.09417","-105.57836","604.7","WOLF POINT INTERNATIONAL AIRPORT, MT US","       3.5","W","    274.5","","     274.5","W","        81","W","        32","W","         2","W","","","        43","W","       202","W","        78","W","       132","W","        28","W","","","","","","","  -35.0","W,0227, ","","","  36.6"," ,W,0529, ","   38.3","W,0803, ","-1.1","W,1003","-3.3","W,1004","-6.7","W,1006","-6.7","W,1006","-10.6","W,1026","-1.1","W,0524","-2.2","W,0504","-5.6","W,0423","-7.2","W,0422","-10.6","W,0416","","","","","    281.2"," ,W","      5.84","W","     13.91","W","     -2.23","W","       310","W","       320","W","      18.3","W","      23.7","W"
"USW00094017","2002","48.09417","-105.57836","604.7","WOLF POINT INTERNATIONAL AIRPORT, MT US","       3.8","W","    229.5","","     229.5","W","        80","W","        33","W","         2","W","","","        41","W","       228","W","        74","W","       111","W","        22","W","","","","","","","  -35.6","W,0309, ","","","  72.4"," ,W,0807, ","   37.2","W,0712, ","-0.6","W,0921","-5.0","W,0922","-5.0","W,0922","-7.8","W,1002","-13.3","W,1021","-2.8","W,0524","-2.8","W,0524","-5.0","W,0517","-8.9","W,0504","-8.9","W,0504","    5023.0","0","    5023.0","W","    330.6"," ,W","      4.74","W","     12.39","W","     -2.92","W","        80","W","        80","W","      29.5","W","      34.9","W"
"USW00094017","2003","48.09417","-105.57836","604.7","WOLF POINT INTERNATIONAL AIRPORT, MT US","       3.6","W","    377.2","","     377.2","W","        94","W","        23","W","         1","W","","","        56","W","       194","W","       102","W","       135","W","        45","W","","","","","","","  -35.6","W,0122, ","","","  27.9"," ,W,0505, ","   40.6","W,0814, ","-1.7","W,0914","-2.2","W,0919","-7.2","W,0930","-7.2","W,0930","-18.9","W,1031","-5.0","W,0520","-5.0","W,0520","-5.0","W,0520","-10.0","W,0404","-10.0","W,0404","    4932.1","1","    4932.1","W","    254.2"," ,W","      5.17","W","     12.88","W","     -2.56","W","       310","W","       300","W","      19.7","W","      23.7","W"
"USW00094017","2004","48.09417","-105.57836","604.7","WOLF POINT INTERNATIONAL AIRPORT, MT US","       3.8","W","    114.1","","     114.1","W","        88","W","        31","W","         1","W","","","        33","W","       217","W","        73","W","       122","W","         9","W","","","","","","","  -37.2","W,0203, ","","","  31.2"," ,W,0610, ","   38.3","W,0901, ","0.0","W,0907","-4.4","W,0921","-4.4","W,0921","-8.9","W,1001","-8.9","W,1001","0.0","W,0624","-2.2","W,0525","-5.6","W,0502","-7.8","W,0412","-9.4","W,0411","    5421.8","8","    5421.8","W","    254.5"," ,W","      4.46","W","     12.04","W","     -3.13","W","       310","W","       320","W","      21.9","W","      26.8","W"
"USW00094017","2005","48.09417","-105.57836","604.7","WOLF POINT INTERNATIONAL AIRPORT, MT US","       3.6","B","    221.1","","     221.1","B","        79","B","        30","B","         2","B","","","        33","B","       194","B","        60","B","       130","B","        28","B","","","","","","","  -38.3","B,0114,+","","","  40.6"," ,B,0608, ","   38.9","B,0807, ","-3.9","B,0928","-3.9","B,0928","-5.0","B,1005","-6.7","B,1022","-8.9","B,1023","-3.9","W,0514","-3.9","W,0514","-12.2","W,0503","-12.2","W,0503","-12.2","W,0503","    4732.6","6","    4732.6","B","    332.5"," ,B","      6.08","B","     13.80","B","     -1.64","B","       310","B","       240","B","      20.6","B","      24.6","B"
"USW00094017","2006","48.09417","-105.57836","604.7","WOLF POINT INTERNATIONAL AIRPORT, MT US","       3.7","W","    319.2","","     319.2","W","        78","W","        23","W","         1","W","","","        19","W","       191","W","        55","W","       137","W","        39","W","       110"," ","        23"," ","        33"," ","  -28.2","W,0217, ","","","  27.9"," ,W,0614, ","   40.0","W,0727, ","-0.5","W,0919","-3.8","W,1009","-4.9","W,1010","-8.2","W,1011","-9.9","W,1013","-3.8","W,0511","-3.8","W,0511","-5.5","W,0505","-12.7","W,0323","-12.7","W,0323","    4353.1","1","    4353.1","W","    255.3"," ,W","      6.85","W","     14.55","W","     -0.84","W","       290","W","       340","W","      19.2","W","      25.9","W"
"USW00094017","2007","48.09417","-105.57836","604.7","WOLF POINT INTERNATIONAL AIRPORT, MT US","       3.5","W","    370.9","","     370.9","W","        65","W","        32","W","         3","W","","","        38","W","       189","W","        64","W","       132","W","        35","W","        95"," ","        13"," ","        16"," ","  -33.2","W,0215,+","","","  26.9"," ,W,0531, ","   43.9","W,0724, ","-2.7","W,0913","-2.7","W,0913","-5.5","W,0914","-11.0","W,1027","-11.0","W,1027","0.0","W,0526","-2.7","W,0422","-6.6","W,0413","-7.1","W,0412","-11.6","W,0408","    4692.6","6","    4692.6","W","    354.3"," ,W","      6.59","W","     14.57","W","     -1.40","W","       340","W","       260","W","      21.0","W","      27.7","W"
"USW00094017","2008","48.09417","-105.57836","604.7","WOLF POINT INTERNATIONAL AIRPORT, MT US","       3.6","W","    234.9","","     234.9","W","        93","W","        30","W","         1","W","","","        46","W","       208","W","        59","W","       127","W","        28","W","        97"," ","        20"," ","        23"," ","  -33.2","W,1215, ","","","  26.4"," ,W,0501, ","   38.9","W,0825,+","0.0","W,0924","-2.7","W,1007","-5.5","W,1013","-9.3","W,1026","-9.3","W,1026","0.0","W,0527","-3.8","W,0503","-6.0","W,0428","-8.8","W,0425","-11.0","W,0423","    4910.8","8","    4910.8","W","    287.6"," ,W","      5.06","W","     13.31","W","     -3.19","W","       330","W","       320","W","      25.0","W","      30.4","W"
"USW00094017","2009","48.09417","-105.57836","604.7","WOLF POINT INTERNATIONAL AIRPORT, MT US","       3.5","W","    176.1","","     176.1","W","        79","W","        21","W","         1","W","","","        57","W","       205","W","        86","W","       126","W","        27","W","       109"," ","        19"," ","        33"," ","  -36.0","W,1215, ","","","  32.0"," ,W,0814, ","   37.8","W,0723,+","0.0","W,0922","-3.8","W,1008","-7.7","W,1009","-7.7","W,1009","-9.3","W,1109","-0.5","W,0610","-4.9","W,0516","-4.9","W,0516","-8.8","W,0425","-9.9","W,0406","    5233.8","8","    5233.8","W","    222.7"," ,W","      4.32","W","     12.11","W","     -3.46","W","       320","W","       280","W","      20.1","W","      26.8","W"
"USW00094017","2010","48.09417","-105.57836","604.7","WOLF POINT INTERNATIONAL AIRPORT, MT US","       3.4","W","    202.4","","     202.4","W","        94","W","        34","W","         1","W","","","        45","W","       189","W","        99","W","       130","W","        22","W","       157"," ","        35"," ","        36"," ","  -35.5","W,0107, ","","","  26.2"," ,W,0830, ","   38.3","W,0821, ","-1.6","W,0918","-2.7","W,1014","-6.6","W,1018","-8.2","W,1027","-11.6","W,1028","-1.6","W,0511","-3.2","W,0510","-7.1","W,0427","-7.1","W,0427","-9.3","W,0405","    5087.2","2","    5087.2","W","    338.4"," ,W","      4.80","W","     11.92","W","     -2.33","W","       290","W","       290","W","      20.6","W","      25.9","W"
"USW00094017","2011","48.09417","-105.57836","604.7","WOLF POINT INTERNATIONAL AIRPORT, MT US","       3.5","W","    240.0","","     240.0","W","       105","W","        36","W","         4","W","","","        45","W","       199","W","        80","W","       120","W","        22","W","       136"," ","        19"," ","        30"," ","  -39.9","W,0202, ","","","  36.6"," ,W,0617,+","   36.7","W,0719, ","-1.6","W,0914","-3.2","W,1016","-5.5","W,1026","-8.2","W,1028","-9.9","W,1102","0.0","W,0514","-4.9","W,0502","-4.9","W,0502","-7.1","W,0404","-9.9","W,0325","    5431.5","5","    5431.5","W","    479.6"," ,W","      4.91","W","     12.00","W","     -2.20","W","       320","W","       320","W","      21.0","W","      25.9","W"
