"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CYE00115566","1901","34.7167","32.4831","10.0","PAFOS, CY","    572.3","","     572.3","E","        38","E","        38","E","         3","E","         0","E","         0","E","         0","E","       332","E","        92","E","    1.1","E,0305,+","  45.7"," ,E,0518, ","   38.9","E,0803, ","","","","","","","","","","","    378.4"," ,E","     18.25","E","     27.95","E","      8.55","E"
"CYE00115566","1902","34.7167","32.4831","10.0","PAFOS, CY","","","","","        61","E","        61","E","         3","E","         0","E","         0","E","","","","","","","    1.7","E,0316, ","  25.4"," ,E,1225,+","","","","","","","","","","","","","    517.8"," ,E","","","","","     11.97","E"
"CYE00115566","1903","34.7167","32.4831","10.0","PAFOS, CY","    648.9","","     648.9","E","        53","E","        53","E","         5","E","         0","E","         1","E","         0","E","       222","E","        15","E","    0.0","E,0121, ","  73.7"," ,E,1211, ","   35.3","E,0516, ","","","0.0","E,0121","","","     955.9","9","     955.9","E","    525.4"," ,E","     17.46","E","     23.21","E","     11.71","E"
"CYE00115566","1904","34.7167","32.4831","10.0","PAFOS, CY","","","","","        66","E","        66","E","         8","E","         0","E","         0","E","","","","","","","    0.3","E,1223, ","  78.7"," ,E,1206, ","","","","","","","","","     947.3","3","     947.3","E","    743.8"," ,E","","","","","     11.82","E"
"CYE00115566","1905","34.7167","32.4831","10.0","PAFOS, CY","","","","","        58","E","        58","E","         4","E","         0","E","         3","E","","","","","","","   -1.1","E,1223,+","  40.6"," ,E,1019, ","","","-1.1","E,1221","","","","","","","","","    491.9"," ,E","","","","","     11.56","E"
"CYE00115566","1906","34.7167","32.4831","10.0","PAFOS, CY","","","","","        58","E","        58","E","         5","E","         0","E","         1","E","","","","","","","    0.0","E,0104, ","  55.9"," ,E,1130, ","","","","","0.0","E,0104","","","","","","","    522.5"," ,E","","","","","     11.09","E"
"CYE00115566","1907","34.7167","32.4831","10.0","PAFOS, CY","","","","","        61","E","        61","E","         2","E","         0","E","         4","E","","","","","","","   -3.9","E,0125, ","  35.6"," ,E,0121, ","","","","","-1.7","E,0126","-3.9","E,0125","","","","","    476.7"," ,E","","","","","     10.74","E"
"CYE00115566","1908","34.7167","32.4831","10.0","PAFOS, CY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     946.8","8","     946.8","E","","","","","","","",""
"CYE00115566","1909","34.7167","32.4831","10.0","PAFOS, CY","","","","","        62","E","        62","E","         2","E","","","","","","","","","","","","","  27.9"," ,E,0130, ","","","","","","","","","","","","","    454.0"," ,E","","","","","",""
"CYE00115566","1910","34.7167","32.4831","10.0","PAFOS, CY","","","","","        60","E","        60","E","         3","E","","","","","","","","","","","","","  30.5"," ,E,1203, ","","","","","","","","","","","","","    490.0"," ,E","","","","","",""
