"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"GME00124954","2002","48.0767","10.9144","621.0","LANDSBERG FLUGPLATZ, GM","       168","E","       102","E","         5","E","       21","","   130"," ,E,0101, "," 109.0"," ,E,0518, ","   1272.2"," ,E"
"GME00124954","2003","48.0767","10.9144","621.0","LANDSBERG FLUGPLATZ, GM","       128","E","        75","E","         1","E","       53","","   270"," ,E,0208, ","  44.5"," ,E,1005, ","    700.8"," ,E"
"GME00124954","2004","48.0767","10.9144","621.0","LANDSBERG FLUGPLATZ, GM","       168","E","        94","E","         3","E","       61","","   280"," ,E,0130, ","  34.8"," ,E,0724, ","    855.9"," ,E"
"GME00124954","2005","48.0767","10.9144","621.0","LANDSBERG FLUGPLATZ, GM","       153","E","        97","E","         2","E","       85","","   350"," ,E,0203, ","  49.9"," ,E,0822, ","    882.0"," ,E"
"GME00124954","2006","48.0767","10.9144","621.0","LANDSBERG FLUGPLATZ, GM","       149","E","        78","E","         6","E","       39","","   650"," ,E,0305, ","  35.2"," ,E,0621, ","    863.4"," ,E"
"GME00124954","2007","48.0767","10.9144","621.0","LANDSBERG FLUGPLATZ, GM","       158","E","        98","E","         5","E","       28","","   170"," ,E,0125, ","  54.7"," ,E,0721, ","    993.6"," ,E"
"GME00124954","2008","48.0767","10.9144","621.0","LANDSBERG FLUGPLATZ, GM","       150","E","        79","E","         5","E","       22","","   120"," ,E,1213, ","  41.1"," ,E,0629, ","    778.8"," ,E"
"GME00124954","2009","48.0767","10.9144","621.0","LANDSBERG FLUGPLATZ, GM","       161","E","        95","E","         5","E","       37","","   230"," ,E,0221, ","  43.8"," ,E,0526, ","    908.9"," ,E"
"GME00124954","2010","48.0767","10.9144","621.0","LANDSBERG FLUGPLATZ, GM","       180","E","        99","E","         8","E","       80","","   240"," ,E,1218, ","  68.4"," ,E,0722, ","   1067.5"," ,E"
"GME00124954","2011","48.0767","10.9144","621.0","LANDSBERG FLUGPLATZ, GM","       144","E","        88","E","         5","E","       33","","   130"," ,E,0103, ","  66.4"," ,E,0719, ","    937.7"," ,E"
"GME00124954","2012","48.0767","10.9144","621.0","LANDSBERG FLUGPLATZ, GM","       167","E","       101","E","         3","E","       51","","   240"," ,E,1212, ","  32.5"," ,E,0802, ","    949.7"," ,E"
"GME00124954","2013","48.0767","10.9144","621.0","LANDSBERG FLUGPLATZ, GM","       151","E","        81","E","        10","E","","","","","  50.2"," ,E,0825, ","    986.7"," ,E"
"GME00124954","2014","48.0767","10.9144","621.0","LANDSBERG FLUGPLATZ, GM","       159","E","        83","E","         2","E","","","","","  32.4"," ,E,1020, ","    784.8"," ,E"
"GME00124954","2016","48.0767","10.9144","621.0","LANDSBERG FLUGPLATZ, GM","       167","E","        92","E","         5","E","       20","","   170"," ,E,0301,+","  47.5"," ,E,0529, ","   1005.5"," ,E"
