"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00053423","1957","40.15","-106.46667","2318.0","GORE PASS RANCH, CO US","","","","","","","","","         5"," ","        45"," ","","","","","","","","","","","",""
"USC00053423","1958","40.15","-106.46667","2318.0","GORE PASS RANCH, CO US","        88","0","        25","0","         0","0","        19","0","         8"," ","        48"," ","   114"," ,0,0129, ","  10.2"," ,0,1212, ","    5331.0","0","    5331.0"," ","    176.2"," ,0","     1138"," ,0"
"USC00053423","1959","40.15","-106.46667","2318.0","GORE PASS RANCH, CO US","        88","0","        47","0","         0","0","","","         7"," ","        58"," ","","","  22.6"," ,0,0522, ","","","","","    403.2"," ,0","",""
"USC00053423","1960","40.15","-106.46667","2318.0","GORE PASS RANCH, CO US","        94","0","        33","0","         0","0","","","        11"," ","        38"," ","","","  12.7"," ,0,1014, ","","","","","    247.9"," ,0","",""
"USC00053423","1961","40.15","-106.46667","2318.0","GORE PASS RANCH, CO US","","","","","","","","","         9"," ","        52"," ","","","","","","","","","","","",""
"USC00053423","1962","40.15","-106.46667","2318.0","GORE PASS RANCH, CO US","        76","0","        33","0","         0","0","        36","0","        10"," ","        35"," ","   152"," ,0,0225,+","  13.7"," ,0,0620, ","","","","","    244.7"," ,0","     2383"," ,0"
"USC00053423","1963","40.15","-106.46667","2318.0","GORE PASS RANCH, CO US","","","","","","","","","        10"," ","        38"," ","","","","","","","","","","","",""
