"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"RMC00914487","1986","6.0833","171.7333","3.0","MILI, MH RM","","","","","","","","","","","","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","","","","","","","","","","","        0"," ,0","","","","","",""
"RMC00914487","1987","6.0833","171.7333","3.0","MILI, MH RM","","","","","       191","0","       148","0","        35","0","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 118.9"," ,0,0702, ","","","","","","","   2922.4"," ,0","        0"," ,0","","","","","",""
"RMC00914487","1989","6.0833","171.7333","3.0","MILI, MH RM","","","","","       240","0","       195","0","        35","0","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 126.5"," ,0,0927, ","","","","","","","   3464.6"," ,0","        0"," ,0","","","","","",""
"RMC00914487","1990","6.0833","171.7333","3.0","MILI, MH RM","","","","","       167","0","       125","0","        21","0","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 116.8"," ,0,0709, ","","","","","","","   2076.1"," ,0","        0"," ,0","","","","","",""
"RMC00914487","1994","6.0833","171.7333","3.0","MILI, MH RM","","","","","       225","0","       175","0","        42","0","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 169.4"," ,0,0512, ","","","","","","","   3599.3"," ,0","        0"," ,0","","","","","",""
"RMC00914487","1996","6.0833","171.7333","3.0","MILI, MH RM","","","","","       257","0","       199","0","        48","0","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 104.1"," ,0,1004, ","","","","","","","   3735.1"," ,0","        0"," ,0","","","","","",""
"RMC00914487","1997","6.0833","171.7333","3.0","MILI, MH RM","","","","","       225","0","       179","0","        54","0","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 112.5"," ,0,1211, ","","","","","","","   4240.8"," ,0","        0"," ,0","","","","","",""
"RMC00914487","2014","6.0833","171.7333","3.0","MILI, MH RM","   3659.3","","    3659.3","7","       228","7","       202","7","        50","7","","","","","         0","7","         0","7","         0","7","       361","7","       124","7","   21.1","7,1018,+","","","",""," 170.4"," ,7,1018, ","   33.9","7,0919, ","","","","","   4287.2"," ,7","","","     28.45","7","     31.14","7","     25.76","7"
"RMC00914487","2015","6.0833","171.7333","3.0","MILI, MH RM","   3681.8","","    3681.8","7","       168","7","       155","7","        36","7","","","","","         0","7","         0","7","         0","7","       360","7","       158","7","   21.1","7,1115,+","","","",""," 131.8"," ,7,0516, ","   33.3","7,1123,+","       0.0","0","       0.0","7","   3130.5"," ,7","","","     28.54","7","     31.32","7","     25.76","7"
"RMC00914487","2020","6.0833","171.7333","3.0","MILI, MH RM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","       0.0","0","       0.0","7","","","","","","","","","",""
"RMC00914487","2021","6.0833","171.7333","3.0","MILI, MH RM","   3557.3","","    3557.3","7","       223","7","       207","7","        67","7","","","","","         0","7","         0","7","         0","7","       355","7","       121","7","   21.1","7,1206,+","","","",""," 119.9"," ,7,1204, ","   33.3","7,1021,+","","","","","   4725.9"," ,7","","","     28.31","7","     31.09","7","     25.53","7"
"RMC00914487","2022","6.0833","171.7333","3.0","MILI, MH RM","   3579.4","","    3579.4","7","       235","7","       219","7","        76","7","","","","","         0","7","         0","7","         0","7","       361","7","       125","7","   21.1","7,1122,+","","","",""," 102.9"," ,7,0411, ","   32.2","7,1228,+","       0.0","0","       0.0","7","   5273.3"," ,7","","","     28.24","7","     30.99","7","     25.49","7"
"RMC00914487","2023","6.0833","171.7333","3.0","MILI, MH RM","   3587.2","","    3587.2","7","       210","7","       190","7","        73","7","","","","","         0","7","         0","7","         0","7","       358","7","       101","7","   21.1","7,1130,+","","","",""," 145.8"," ,7,1107, ","   32.2","7,1230,+","       0.0","0","       0.0","7","   5203.4"," ,7","","","     28.32","7","     31.08","7","     25.55","7"
