"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES"
"NLE00109255","1995","52.5167","4.95","-3.0","PURMEREND, NL","       10","","    40"," ,E,1231,+"
"NLE00109255","1996","52.5167","4.95","-3.0","PURMEREND, NL","        4","","    80"," ,E,0220, "
"NLE00109255","1997","52.5167","4.95","-3.0","PURMEREND, NL","        0","","     0"," ,E,1231,+"
"NLE00109255","1998","52.5167","4.95","-3.0","PURMEREND, NL","        1","","    40"," ,E,1206, "
"NLE00109255","1999","52.5167","4.95","-3.0","PURMEREND, NL","        7","","    80"," ,E,0212,+"
"NLE00109255","2000","52.5167","4.95","-3.0","PURMEREND, NL","        1","","    40"," ,E,1230, "
"NLE00109255","2001","52.5167","4.95","-3.0","PURMEREND, NL","        5","","    40"," ,E,1231,+"
"NLE00109255","2002","52.5167","4.95","-3.0","PURMEREND, NL","        6","","    40"," ,E,0106,+"
"NLE00109255","2003","52.5167","4.95","-3.0","PURMEREND, NL","        0","","    20"," ,E,0202,+"
"NLE00109255","2004","52.5167","4.95","-3.0","PURMEREND, NL","        1","","    30"," ,E,0226, "
"NLE00109255","2005","52.5167","4.95","-3.0","PURMEREND, NL","        7","","   260"," ,E,0303, "
"NLE00109255","2006","52.5167","4.95","-3.0","PURMEREND, NL","        1","","    40"," ,E,0302, "
"NLE00109255","2007","52.5167","4.95","-3.0","PURMEREND, NL","        0","","     0"," ,E,1231,+"
"NLE00109255","2008","52.5167","4.95","-3.0","PURMEREND, NL","        0","","    10"," ,E,1122,+"
"NLE00109255","2010","52.5167","4.95","-3.0","PURMEREND, NL","       39","","   120"," ,E,1219, "
"NLE00109255","2011","52.5167","4.95","-3.0","PURMEREND, NL","        0","","    10"," ,E,0104, "
"NLE00109255","2012","52.5167","4.95","-3.0","PURMEREND, NL","       10","","    60"," ,E,0204, "
"NLE00109255","2013","52.5167","4.95","-3.0","PURMEREND, NL","        9","","    50"," ,E,0125,+"
"NLE00109255","2014","52.5167","4.95","-3.0","PURMEREND, NL","        0","","     0"," ,E,1231,+"
"NLE00109255","2017","52.5167","4.95","-3.0","PURMEREND, NL","        2","","   140"," ,E,1212, "
"NLE00109255","2018","52.5167","4.95","-3.0","PURMEREND, NL","        0","","    10"," ,E,1216, "
"NLE00109255","2019","52.5167","4.95","-3.0","PURMEREND, NL","        0","","    10"," ,E,0201,+"
"NLE00109255","2020","52.5167","4.95","-3.0","PURMEREND, NL","        0","","     0"," ,E,1231,+"
"NLE00109255","2022","52.5167","4.95","-3.0","PURMEREND, NL","        1","","    30"," ,E,0401, "
"NLE00109255","2023","52.5167","4.95","-3.0","PURMEREND, NL","        2","","    50"," ,E,0308, "
