"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYTS","DYTS_ATTRIBUTES"
"USC00427565","1966","41.21667","-112.48333","1289.9","SALINE, UT US","         3"," "
"USC00427565","1968","41.21667","-112.48333","1289.9","SALINE, UT US","         4"," "
