"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"AR000087270","1961","-29.183","-59.7","53.0","RECONQUISTA AERO, AR","","","","","         0","G","         3","G","         0","G","       304","G","        67","G","   -1.0","G,0614, ","   39.6","G,0116,+","-1.0","G,0614","","","","","","","","","     385.7","7","     385.7","G","     21.13","G","     26.81","G","     15.44","G"
"AR000087270","1962","-29.183","-59.7","53.0","RECONQUISTA AERO, AR","   1272.4","","    1272.4","G","         0","G","         5","G","         0","G","       271","G","        84","G","   -2.5","G,0725, ","   41.9","G,1128, ","-2.2","G,0716","-2.2","G,0716","","","-0.2","G,0823","","","     716.8","8","     716.8","G","     19.81","G","     26.31","G","     13.31","G"
"AR000087270","1963","-29.183","-59.7","53.0","RECONQUISTA AERO, AR","   1416.1","","    1416.1","G","         0","G","         4","G","         0","G","       297","G","        63","G","   -3.7","G,0805, ","   43.9","G,0103, ","0.0","G,0617","","","","","-1.3","G,0806","-3.7","G,0805","     430.7","7","     430.7","G","     21.08","G","     26.62","G","     15.55","G"
"AR000087270","1964","-29.183","-59.7","53.0","RECONQUISTA AERO, AR","   1338.2","","    1338.2","G","         0","G","         7","G","         0","G","       287","G","        57","G","   -1.4","G,0802,+","   40.6","G,0125, ","0.0","G,0625","","","","","-0.6","G,0902","","","     643.7","7","     643.7","G","     19.82","G","     26.36","G","     13.28","G"
"AR000087270","1965","-29.183","-59.7","53.0","RECONQUISTA AERO, AR","   1161.8","","    1161.8","G","         0","G","         4","G","         0","G","       279","G","        71","G","   -1.9","G,0711, ","   38.8","G,1129, ","-1.9","G,0711","","","","","0.0","G,0821","","","     506.9","9","     506.9","G","     20.47","G","     26.11","G","     14.83","G"
"AR000087270","1966","-29.183","-59.7","53.0","RECONQUISTA AERO, AR","   1199.5","","    1199.5","G","         0","G","         3","G","         0","G","       296","G","        33","G","   -1.1","G,0805, ","   38.4","G,1106, ","","","","","","","0.0","G,0903","","","     512.8","8","     512.8","G","     20.08","G","     25.65","G","     14.50","G"
"AR000087270","1967","-29.183","-59.7","53.0","RECONQUISTA AERO, AR","   1236.5","","    1236.5","G","         0","G","         2","G","         0","G","       282","G","        81","G","   -2.0","G,0614, ","   39.7","G,1230, ","-1.5","G,0613","","","","","","","","","     536.1","1","     536.1","G","     20.62","G","     26.59","G","     14.66","G"
"AR000087270","1968","-29.183","-59.7","53.0","RECONQUISTA AERO, AR","","","","","         0","G","         1","G","","","","","","","   -0.4","G,0516, ","","","-0.4","G,0516","","","","","","","","","","","","","","","","","     14.22","G"
"AR000087270","1969","-29.183","-59.7","53.0","RECONQUISTA AERO, AR","   1279.6","","    1279.6","G","         0","G","         3","G","         0","G","       290","G","        64","G","   -2.6","G,0618, ","   39.3","G,0131, ","-2.6","G,0618","-2.6","G,0618","","","","","","","     562.6","6","     562.6","G","     20.34","G","     26.43","G","     14.25","G"
"AR000087270","1970","-29.183","-59.7","53.0","RECONQUISTA AERO, AR","   1390.2","","    1390.2","G","         0","G","         4","G","         0","G","       291","G","        77","G","   -0.8","G,0702, ","   40.8","G,1217, ","-0.4","G,0624","","","","","","","","","     550.1","1","     550.1","G","     20.53","G","     26.72","G","     14.35","G"
"AR000087270","1971","-29.183","-59.7","53.0","RECONQUISTA AERO, AR","   1139.5","","    1139.5","G","         0","G","         4","G","         0","G","       277","G","        67","G","   -0.8","G,0616, ","   42.7","G,1219, ","-0.7","G,0611","","","","","-0.6","G,0814","","","     666.7","7","     666.7","G","     20.02","G","     26.19","G","     13.85","G"
"AR000087270","1972","-29.183","-59.7","53.0","RECONQUISTA AERO, AR","   1380.9","","    1380.9","G","         0","G","         5","G","         0","G","       275","G","        45","G","   -1.2","G,0804,+","   39.4","G,1228, ","-1.2","G,0708","","","","","-0.6","G,0805","","","     557.8","8","     557.8","G","     20.08","G","     25.30","G","     14.85","G"
"AR000087270","1973","-29.183","-59.7","53.0","RECONQUISTA AERO, AR","   1184.9","","    1184.9","G","         0","G","         1","G","         0","G","       279","G","        39","G","   -1.0","G,0718, ","   38.8","G,0112, ","-1.0","G,0718","","","","","","","","","     609.9","9","     609.9","G","     19.66","G","     25.04","G","     14.28","G"
"AR000087270","1974","-29.183","-59.7","53.0","RECONQUISTA AERO, AR","   1016.0","","    1016.0","G","         0","G","         3","G","         0","G","       277","G","        36","G","   -0.6","G,0901, ","   37.4","G,1118, ","","","","","","","-0.6","G,0901","","","     571.5","5","     571.5","G","     19.73","G","     25.50","G","     13.95","G"
"AR000087270","1975","-29.183","-59.7","53.0","RECONQUISTA AERO, AR","   1123.9","","    1123.9","G","         0","G","         6","G","         0","G","       290","G","        58","G","   -2.8","G,0717, ","   40.1","G,0214, ","-2.8","G,0717","-2.8","G,0717","","","","","","","     543.9","9","     543.9","G","     19.90","G","     25.82","G","     13.98","G"
"AR000087270","1976","-29.183","-59.7","53.0","RECONQUISTA AERO, AR","    993.0","","     993.0","G","         0","G","         8","G","         0","G","       270","G","        47","G","   -3.6","G,0710, ","   38.2","G,0229, ","-0.1","G,0607","-3.6","G,0710","","","-0.6","G,0910","","","     725.6","6","     725.6","G","     19.27","G","     25.46","G","     13.07","G"
"AR000087270","1977","-29.183","-59.7","53.0","RECONQUISTA AERO, AR","   1128.4","","    1128.4","G","         0","G","         3","G","         0","G","       285","G","        52","G","   -1.5","G,0625, ","   37.3","G,1031, ","-0.2","G,0622","","","","","","","","","     570.9","9","     570.9","G","     20.08","G","     25.73","G","     14.44","G"
"AR000087270","1981","-29.183","-59.7","53.0","RECONQUISTA AERO, AR","   1184.8","","    1184.8","G","         0","G","         4","G","         0","G","       277","G","        39","G","   -2.8","G,0620, ","   36.6","G,1230, ","-2.2","G,0618","-2.2","G,0618","","","","","","","     569.8","8","     569.8","G","     20.26","G","     25.64","G","     14.87","G"
"AR000087270","1984","-29.183","-59.7","53.0","RECONQUISTA AERO, AR","   1322.0","","    1322.0","G","         0","G","         3","G","         0","G","       259","G","        41","G","   -0.6","G,0628, ","   37.0","G,0107, ","-0.4","G,0627","","","","","-0.4","G,0825","","","     667.1","1","     667.1","G","     19.90","G","     24.74","G","     15.05","G"
"AR000087270","1985","-29.183","-59.7","53.0","RECONQUISTA AERO, AR","   1186.8","","    1186.8","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AR000087270","1986","-29.183","-59.7","53.0","RECONQUISTA AERO, AR","","","","","         0","G","         0","G","         0","G","       280","G","        66","G","    2.5","G,0818, ","   40.8","G,0127, ","","","","","","","","","","","     398.8","8","     398.8","G","     21.14","G","     26.37","G","     15.91","G"
"AR000087270","1987","-29.183","-59.7","53.0","RECONQUISTA AERO, AR","   1310.9","","    1310.9","G","         0","G","         2","G","         0","G","       273","G","        51","G","   -0.5","G,0624, ","   39.4","G,1201, ","-0.4","G,0615","","","","","","","","","     624.6","6","     624.6","G","     19.99","G","     25.62","G","     14.36","G"
"AR000087270","1988","-29.183","-59.7","53.0","RECONQUISTA AERO, AR","   1211.6","","    1211.6","G","         0","G","        10","G","         0","G","       268","G","        89","G","   -4.6","G,0711, ","   42.5","G,1111, ","-1.8","G,0531","-2.7","G,0614","-4.6","G,0711","","","","","     786.6","6","     786.6","G","     19.70","G","     26.15","G","     13.26","G"
"AR000087270","1989","-29.183","-59.7","53.0","RECONQUISTA AERO, AR","   1288.2","","    1288.2","G","         0","G","         4","G","         0","G","       273","G","        75","G","   -1.4","G,0705, ","   40.2","G,0118, ","-0.9","G,0703","","","","","","","","","     582.6","6","     582.6","G","     20.22","G","     26.14","G","     14.30","G"
"AR000087270","1990","-29.183","-59.7","53.0","RECONQUISTA AERO, AR","   1221.7","","    1221.7","G","         0","G","         1","G","         0","G","       276","G","        42","G","   -0.8","G,0722, ","   38.3","G,0128, ","-0.8","G,0722","","","","","","","","","     622.1","1","     622.1","G","     20.19","G","     25.33","G","     15.06","G"
"AR000087270","1991","-29.183","-59.7","53.0","RECONQUISTA AERO, AR","   1389.7","","    1389.7","G","         0","G","         3","G","         0","G","       285","G","        63","G","   -3.0","G,0802, ","   38.2","G,0120, ","","","","","","","-1.0","G,0803","-3.0","G,0802","     522.9","9","     522.9","G","     20.63","G","     26.11","G","     15.15","G"
"AR000087270","1992","-29.183","-59.7","53.0","RECONQUISTA AERO, AR","   1292.9","","    1292.9","G","         0","G","         1","G","         0","G","       280","G","        48","G","   -0.6","G,0804, ","   39.3","G,0208, ","","","","","","","-0.6","G,0804","","","     636.1","1","     636.1","G","     19.93","G","     25.05","G","     14.82","G"
