"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES"
"US1IDID0010","2019","45.927003","-116.116778","1030.2","GRANGEVILLE 0.2 ENE, ID US","    667.1"," ,N"
"US1IDID0010","2021","45.927003","-116.116778","1030.2","GRANGEVILLE 0.2 ENE, ID US","    550.1"," ,N"
