"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00063420","2007","41.7676","-72.0531","149.4","HAMPTON, CT US","","","","","       113","0","        81","0","        13","0","","","        11","0","","","","","","","","","","","","","","","","","   241"," ,0,1214, ","  98.3"," ,0,0416, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1168.0"," ,0","      922"," ,0","","","","","",""
"USC00063420","2009","41.7676","-72.0531","149.4","HAMPTON, CT US","    160.5","","     160.5","0","       151","0","        96","0","         9","0","","","        12","0","         5","0","       140","0","        43","0","       108","0","         0","0","","","  -21.7","0,0118,+","","","   457"," ,0,1220, ","  70.1"," ,0,0702, ","   31.1","0,0816,+","0.0","0,1012","-4.4","0,1107","-4.4","0,1107","-7.8","0,1211","-10.6","0,1212","-1.7","0,0418","-2.2","0,0413","-4.4","0,0327","-6.7","0,0321","-10.0","0,0306","    3692.2","2","    3692.2","0","   1312.0"," ,0","     1460"," ,0","      8.54","0","     14.11","0","      2.97","0"
"USC00063420","2010","41.7676","-72.0531","149.4","HAMPTON, CT US","    320.6","","     320.6","0","       125","0","        80","0","        19","0","","","        11","0","         2","0","       128","0","        32","0","       141","0","         7","0","","","  -17.8","0,0131,+","","","   140"," ,0,1227, ","  77.0"," ,0,0330, ","   33.9","0,0707, ","0.0","0,1010","-2.8","0,1101","-4.4","0,1103","-10.0","0,1209","-10.0","0,1209","-1.1","0,0511","-3.3","0,0329","-5.6","0,0328","-7.8","0,0214","-8.9","0,0213","    3347.0","0","    3347.0","0","   1352.7"," ,0","      729"," ,0","     10.02","0","     15.64","0","      4.41","0"
"USC00063420","2011","41.7676","-72.0531","149.4","HAMPTON, CT US","    284.4","","     284.4","K","       128","K","        90","K","        24","K","","","","","         4","K","       137","K","        28","K","       125","K","         1","K","","","  -21.7","K,0125, ","","","","","  96.8"," ,K,0816, ","   34.4","K,0723, ","-1.7","K,1028","-3.9","K,1031","-5.0","K,1106","-8.9","K,1218","-8.9","K,1218","-1.1","K,0423","-2.2","K,0409","-4.4","K,0331","-6.7","K,0326","-10.0","K,0315","    3644.9","9","    3644.9","K","   1789.0"," ,K","","","      9.76","K","     15.39","K","      4.13","K"
"USC00063420","2012","41.7676","-72.0531","149.4","HAMPTON, CT US","    273.7","","     273.7","7","       135","7","        81","7","        12","7","","","","","         0","7","       129","7","         8","7","       134","7","         1","7","","","  -12.8","7,0105,+","","","","","  82.3"," ,7,0423, ","   32.8","7,0719, ","-2.8","7,1013","-2.8","7,1013","-5.6","7,1106","-6.7","7,1207","-11.7","7,1231","0.0","7,0501","-4.4","7,0328","-4.4","7,0328","-8.3","7,0307","-10.0","7,0213","    2944.8","8","    2944.8","7","   1113.2"," ,7","","","     10.58","7","     16.20","7","      4.95","7"
"USC00063420","2013","41.7676","-72.0531","149.4","HAMPTON, CT US","    275.7","","     275.7","7","       136","7","        75","7","        11","7","       60","","        12","7","         2","7","       151","7","        34","7","       124","7","         2","7","","","  -17.8","7,0125,+","   610"," ,7,0210,+","   610"," ,7,0209, "," 103.6"," ,7,0608, ","   34.4","7,0708, ","0.0","7,1021","-3.9","7,1026","-4.4","7,1105","-7.8","7,1113","-10.0","7,1126","-1.1","7,0515","-2.8","7,0408","-4.4","7,0407","-8.9","7,0319","-8.9","7,0319","    3409.0","0","    3409.0","7","   1194.3"," ,7","     1418"," ,7","      9.10","7","     14.64","7","      3.57","7"
"USC00063420","2014","41.7676","-72.0531","149.4","HAMPTON, CT US","    148.9","","     148.9","7","       135","7","        81","7","        14","7","","","        15","7","         5","7","       153","7","        43","7","       120","7","         0","7","","","  -22.8","7,0105,+","","","   203"," ,7,0214, ","  78.2"," ,7,0330, ","   30.6","7,0703, ","-2.8","7,1020","-2.8","7,1020","-6.7","7,1104","-6.7","7,1104","-12.2","7,1117","-1.1","7,0422","-2.2","7,0421","-7.8","7,0328","-7.8","7,0328","-11.1","7,0326","    3820.1","1","    3820.1","7","   1265.1"," ,7","     1203"," ,7","      8.21","7","     13.93","7","      2.48","7"
"USC00063420","2015","41.7676","-72.0531","149.4","HAMPTON, CT US","    252.6","","     252.6","7","       114","7","        70","7","        11","7","","","        21","7","        21","7","       139","7","        48","7","       140","7","         2","7","         2"," ","  -24.4","7,0225,+","","","   508"," ,7,0127, ","  72.1"," ,7,1029, ","   32.8","7,0909,+","0.0","7,1017","-3.3","7,1018","-5.6","7,1019","-7.8","7,1124","","","-1.1","7,0426","-2.2","7,0425","-5.0","7,0402","-7.2","7,0325","-8.9","7,0323","    3980.8","8","    3980.8","7","   1053.9"," ,7","     1921"," ,7","      8.84","7","     14.88","7","      2.81","7"
"USC00063420","2016","41.7676","-72.0531","149.4","HAMPTON, CT US","    311.9","","     311.9","7","       132","7","        73","7","        10","7","       28","","        11","7","         3","7","       148","7","        23","7","       136","7","         3","7","         1"," ","  -25.6","7,0215,+","   254"," ,7,0206, ","   254"," ,7,0206, ","  51.3"," ,7,1022, ","   33.9","7,0814, ","0.0","7,1011","-2.8","7,1027","-7.8","7,1210","-7.8","7,1210","-12.2","7,1211","-0.6","7,0510","-2.2","7,0413","-7.8","7,0407","-7.8","7,0407","-9.4","7,0228","    3136.0","0","    3136.0","7","   1070.8"," ,7","      990"," ,7","     10.03","7","     16.08","7","      3.98","7"
"USC00063420","2017","41.7676","-72.0531","149.4","HAMPTON, CT US","    263.2","","     263.2","7","       139","7","        78","7","        19","7","       49","","        14","7","         2","7","       132","7","        28","7","       136","7","         3","7","","","  -17.8","7,1230,+","   381"," ,7,0213,+","   330"," ,7,0210, ","  74.2"," ,7,1030, ","   33.3","7,0519, ","-0.6","7,1101","-4.4","7,1109","-4.4","7,1109","-8.3","7,1111","-14.4","7,1215","0.0","7,0416","-2.8","7,0331","-10.6","7,0324","-10.6","7,0324","-10.6","7,0324","    3356.9","9","    3356.9","7","   1325.7"," ,7","     1334"," ,7","      9.67","7","     15.19","7","      4.16","7"
