"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN023550800","1901","25.3","83.017","90.0","VARANASI, IN","        69","I","        50","I","         7","I","","","","","","","  82.8"," ,I,0807, ","    814.3"," ,I","",""
"IN023550800","1902","25.3","83.017","90.0","VARANASI, IN","        64","I","        40","I","         9","I","","","","","","","  71.6"," ,I,0726, ","    719.4"," ,I","",""
"IN023550800","1903","25.3","83.017","90.0","VARANASI, IN","        75","I","        53","I","        18","I","","","","","",""," 101.6"," ,I,1002, ","   1258.6"," ,I","",""
"IN023550800","1904","25.3","83.017","90.0","VARANASI, IN","        77","I","        51","I","        12","I","","","","","","","  84.6"," ,I,0716, ","    991.8"," ,I","",""
"IN023550800","1905","25.3","83.017","90.0","VARANASI, IN","        80","I","        52","I","        15","I","","","","","",""," 116.3"," ,I,0915, ","   1196.2"," ,I","",""
"IN023550800","1906","25.3","83.017","90.0","VARANASI, IN","        74","I","        55","I","        14","I","","","","","","","  81.3"," ,I,0728, ","   1036.4"," ,I","",""
"IN023550800","1907","25.3","83.017","90.0","VARANASI, IN","        67","I","        50","I","        13","I","","","","","","","  72.9"," ,I,0818, ","    965.8"," ,I","",""
"IN023550800","1908","25.3","83.017","90.0","VARANASI, IN","        70","I","        47","I","         9","I","","","","","","","  72.1"," ,I,0721, ","    723.9"," ,I","",""
"IN023550800","1909","25.3","83.017","90.0","VARANASI, IN","        80","I","        59","I","        15","I","","","","","","","  78.7"," ,I,0723, ","   1060.4"," ,I","",""
"IN023550800","1910","25.3","83.017","90.0","VARANASI, IN","        70","I","        48","I","        11","I","","","","","","","  84.3"," ,I,0814, ","    786.1"," ,I","",""
"IN023550800","1911","25.3","83.017","90.0","VARANASI, IN","        81","I","        60","I","        11","I","","","","","","","  88.9"," ,I,0822, ","    990.8"," ,I","",""
"IN023550800","1912","25.3","83.017","90.0","VARANASI, IN","        53","I","        37","I","        13","I","","","","","","","  85.1"," ,I,0815, ","    834.6"," ,I","",""
"IN023550800","1913","25.3","83.017","90.0","VARANASI, IN","        68","I","        51","I","        12","I","","","","","",""," 131.6"," ,I,0904, ","   1137.2"," ,I","",""
"IN023550800","1914","25.3","83.017","90.0","VARANASI, IN","        67","I","        47","I","        12","I","","","","","",""," 288.3"," ,I,0707, ","   1072.1"," ,I","",""
"IN023550800","1915","25.3","83.017","90.0","VARANASI, IN","        75","I","        64","I","        13","I","","","","","",""," 121.9"," ,I,1007, ","   1315.3"," ,I","",""
"IN023550800","1916","25.3","83.017","90.0","VARANASI, IN","        79","I","        57","I","        13","I","","","","","","","  78.5"," ,I,0712, ","   1083.9"," ,I","",""
"IN023550800","1917","25.3","83.017","90.0","VARANASI, IN","        94","I","        70","I","        23","I","","","","","",""," 112.5"," ,I,0727, ","   1544.2"," ,I","",""
"IN023550800","1918","25.3","83.017","90.0","VARANASI, IN","        67","I","        52","I","         7","I","","","","","",""," 104.4"," ,I,0912, ","    772.7"," ,I","",""
"IN023550800","1919","25.3","83.017","90.0","VARANASI, IN","        85","I","        61","I","        16","I","","","","","",""," 121.4"," ,I,0903, ","   1131.1"," ,I","",""
"IN023550800","1920","25.3","83.017","90.0","VARANASI, IN","        63","I","        48","I","        13","I","","","","","","","  90.2"," ,I,0716, ","    984.6"," ,I","",""
"IN023550800","1921","25.3","83.017","90.0","VARANASI, IN","        65","I","        51","I","        12","I","","","","","",""," 106.7"," ,I,0830, ","    958.1"," ,I","",""
"IN023550800","1922","25.3","83.017","90.0","VARANASI, IN","        66","I","        51","I","        15","I","","","","","",""," 124.5"," ,I,0710, ","   1324.4"," ,I","",""
"IN023550800","1923","25.3","83.017","90.0","VARANASI, IN","        63","I","        48","I","        16","I","","","","","",""," 165.9"," ,I,0728, ","   1075.7"," ,I","",""
"IN023550800","1924","25.3","83.017","90.0","VARANASI, IN","        84","I","        56","I","         7","I","","","","","",""," 137.2"," ,I,0906, ","    849.6"," ,I","",""
"IN023550800","1925","25.3","83.017","90.0","VARANASI, IN","        76","I","        56","I","         9","I","","","","","","","  87.1"," ,I,0908,+","    991.6"," ,I","",""
"IN023550800","1926","25.3","83.017","90.0","VARANASI, IN","        74","I","        49","I","        13","I","","","","","","","  88.1"," ,I,0805, ","    934.0"," ,I","",""
"IN023550800","1927","25.3","83.017","90.0","VARANASI, IN","        74","I","        54","I","        14","I","","","","","","","  74.9"," ,I,1114,+","    992.7"," ,I","",""
"IN023550800","1928","25.3","83.017","90.0","VARANASI, IN","        72","I","        50","I","        11","I","","","","","","","  73.9"," ,I,0717, ","    825.2"," ,I","",""
"IN023550800","1929","25.3","83.017","90.0","VARANASI, IN","        84","I","        56","I","        13","I","","","","","","","  99.1"," ,I,0817, ","   1191.8"," ,I","",""
"IN023550800","1930","25.3","83.017","90.0","VARANASI, IN","        78","I","        55","I","        14","I","","","","","",""," 108.0"," ,I,0927,+","   1220.0"," ,I","",""
"IN023550800","1931","25.3","83.017","90.0","VARANASI, IN","        72","I","        55","I","        13","I","","","","","","","  92.2"," ,I,1002, ","   1130.7"," ,I","",""
"IN023550800","1932","25.3","83.017","90.0","VARANASI, IN","        65","I","        44","I","        11","I","","","","","","","  87.6"," ,I,0821, ","    861.9"," ,I","",""
"IN023550800","1933","25.3","83.017","90.0","VARANASI, IN","        85","I","        59","I","         8","I","","","","","","","  54.9"," ,I,0824, ","    843.8"," ,I","",""
"IN023550800","1934","25.3","83.017","90.0","VARANASI, IN","        62","I","        47","I","        14","I","","","","","",""," 100.6"," ,I,0806, ","   1026.4"," ,I","",""
"IN023550800","1935","25.3","83.017","90.0","VARANASI, IN","        58","I","        46","I","        12","I","","","","","","","  92.2"," ,I,0814, ","    883.0"," ,I","",""
"IN023550800","1936","25.3","83.017","90.0","VARANASI, IN","        97","I","        74","I","        17","I","","","","","",""," 103.9"," ,I,0705, ","   1376.4"," ,I","",""
"IN023550800","1937","25.3","83.017","90.0","VARANASI, IN","        78","I","        58","I","        17","I","","","","","",""," 137.2"," ,I,1007, ","   1328.9"," ,I","",""
"IN023550800","1938","25.3","83.017","90.0","VARANASI, IN","        87","I","        62","I","        10","I","","","","","","","  73.9"," ,I,0707, ","    990.9"," ,I","",""
"IN023550800","1939","25.3","83.017","90.0","VARANASI, IN","        80","I","        55","I","        10","I","","","","","","","  54.1"," ,I,0625, ","    893.0"," ,I","",""
"IN023550800","1940","25.3","83.017","90.0","VARANASI, IN","        59","I","        41","I","        10","I","","","","","",""," 321.6"," ,I,0829, ","   1108.1"," ,I","",""
"IN023550800","1941","25.3","83.017","90.0","VARANASI, IN","        63","I","        52","I","         8","I","","","","","","","  66.3"," ,I,0827, ","    761.7"," ,I","",""
"IN023550800","1942","25.3","83.017","90.0","VARANASI, IN","        77","I","        59","I","        10","I","","","","","","","  67.8"," ,I,0717, ","   1039.5"," ,I","",""
"IN023550800","1943","25.3","83.017","90.0","VARANASI, IN","        76","I","        58","I","        11","I","","","","","",""," 349.5"," ,I,0926, ","   1257.8"," ,I","",""
"IN023550800","1944","25.3","83.017","90.0","VARANASI, IN","        86","I","        67","I","        15","I","","","","","",""," 127.5"," ,I,0828, ","   1348.3"," ,I","",""
"IN023550800","1945","25.3","83.017","90.0","VARANASI, IN","        67","I","        52","I","        11","I","","","","","","","  89.7"," ,I,1021, ","   1021.8"," ,I","",""
"IN023550800","1946","25.3","83.017","90.0","VARANASI, IN","        82","I","        62","I","        16","I","","","","","",""," 257.3"," ,I,0712, ","   1632.0"," ,I","",""
"IN023550800","1947","25.3","83.017","90.0","VARANASI, IN","        68","I","        47","I","         9","I","","","","","","","  75.2"," ,I,0707, ","    747.9"," ,I","",""
"IN023550800","1948","25.3","83.017","90.0","VARANASI, IN","        95","I","        74","I","        28","I","","","","","",""," 134.1"," ,I,0807,+","   2108.5"," ,I","",""
"IN023550800","1949","25.3","83.017","90.0","VARANASI, IN","        76","I","        54","I","        19","I","","","","","",""," 114.3"," ,I,0905, ","   1430.1"," ,I","",""
"IN023550800","1950","25.3","83.017","90.0","VARANASI, IN","        69","I","        55","I","        15","I","","","","","","","  99.3"," ,I,0814, ","   1187.1"," ,I","",""
"IN023550800","1951","25.3","83.017","90.0","VARANASI, IN","        57","I","        39","I","        13","I","","","","","",""," 126.2"," ,I,0909, ","    937.1"," ,I","",""
"IN023550800","1952","25.3","83.017","90.0","VARANASI, IN","        67","I","        43","I","        12","I","","","","","","","  65.8"," ,I,0818, ","    840.4"," ,I","",""
"IN023550800","1953","25.3","83.017","90.0","VARANASI, IN","        83","I","        55","I","        12","I","","","","","",""," 167.6"," ,I,0722, ","   1263.2"," ,I","",""
"IN023550800","1954","25.3","83.017","90.0","VARANASI, IN","        50","I","        40","I","         5","I","","","","","","","  64.3"," ,I,0715, ","    517.9"," ,I","",""
"IN023550800","1955","25.3","83.017","90.0","VARANASI, IN","        86","I","        56","I","        14","I","","","","","",""," 122.7"," ,I,0719,+","   1293.2"," ,I","",""
"IN023550800","1956","25.3","83.017","90.0","VARANASI, IN","        82","I","        55","I","        18","I","","","","","",""," 161.0"," ,I,0914, ","   1590.6"," ,I","",""
"IN023550800","1957","25.3","83.017","90.0","VARANASI, IN","        51","I","        30","I","         5","I","","","","","","","  75.2"," ,I,0721, ","    446.1"," ,I","",""
"IN023550800","1958","25.3","83.017","90.0","VARANASI, IN","        61","I","        50","I","        16","I","","","","","",""," 152.2"," ,I,0916, ","   1036.7"," ,I","",""
