"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00346332","2010","34.9677","-97.952","356.0","NINNEKAH 2 NNW MESONET, OK US","   1269.3","","    1269.3","0","        0","","         0","0","         0","0","        84","0","         9","0","       215","0","        89","0","  -16.1","0,0109, ","     0"," ,0,1231,+","     0"," ,0,1231,+","   40.6","0,0823,+","-1.1","0,1029","-5.6","0,1125","-5.6","0,1125","-8.3","0,1126","-8.9","0,1213","-1.1","0,0329","-5.6","0,0322","-5.6","0,0322","-6.7","0,0216","-15.0","0,0110","    2217.6","6","      31.1","0,3,2","    2217.6","0","      40.6","0,3,2","      -4.4","0,3,2","      -0.6","0,3,2","      15.3","0,3,2","      22.2","0,3,2","    668.7"," ,0","        0"," ,0","     16.17","0","     22.56","0","      9.78","0"
"USC00346332","2012","34.9677","-97.952","356.0","NINNEKAH 2 NNW MESONET, OK US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      33.3","7,3,2","","","      41.7","7,3,2","       1.7","7,3,2","       2.2","7,3,2","      16.6","7,3,2","      23.0","7,3,2","","","","","","","","","",""
"USC00346332","2013","34.9677","-97.952","356.0","NINNEKAH 2 NNW MESONET, OK US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      30.6","7,3,2","","","      38.9","7,3,2","       0.6","7,3,2","       2.2","7,3,2","      14.6","7,3,2","      20.9","7,3,2","","","","","","","","","",""
"USC00346332","2015","34.9677","-97.952","356.0","NINNEKAH 2 NNW MESONET, OK US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      30.0","7,3,2","","","      39.4","7,3,2","       0.6","7,3,2","       0.6","7,3,2","      15.3","7,3,2","      21.5","7,3,2","   1382.7"," ,7","","","","","","","",""
"USC00346332","2016","34.9677","-97.952","356.0","NINNEKAH 2 NNW MESONET, OK US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      30.6","7,3,2","","","      39.4","7,3,2","       0.0","7,3,2","       1.1","7,3,2","      16.1","7,3,2","      22.8","7,3,2","    707.1"," ,7","","","","","","","",""
