"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00247253","1917","48.316667","-110.533333",,"RUDYARD NEAR, MT US","        33","6","        24","6","         3","6","        67","6","       108","6","        29","6","  50.8"," ,6,0924, ","   38.9","6,0727,+","","","","","    247.5"," ,6","     11.78","6"
"USC00247253","1918","48.316667","-110.533333",,"RUDYARD NEAR, MT US","","","","","","","","","","","","","","","","","    4844.5","5","    4844.5","6","","","",""
