"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00013967","2006","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       5.2","W","   1373.2","","    1373.2","0","        69","0","        44","0","         9","0","        4","","         2","0","         0","0","        55","0","         4","0","       229","0","       108","0","        93"," ","        11"," ","        51"," ","  -11.7","0,0218, ","   127"," ,0,1201, ","   104"," ,0,1130, ","  63.2"," ,0,0917, ","   41.7","0,0810,+","0.0","0,1102","-2.8","0,1129","-6.1","0,1130","-10.6","0,1201","-10.6","0,1201","-5.0","0,0324","-5.0","0,0324","-5.0","0,0324","-8.3","0,0219","-11.7","0,0218","    1635.2","2","","","    1635.2","0","","","","","","","","","","","    707.2"," ,0","","","      163"," ,0","     17.72","0","     24.55","0","     10.89","0","","","","","       210","X","       320","X","","","","","","","      20.1","X","      24.1","X","","","",""
"USW00013967","2007","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       4.8","W","   1204.4","","    1204.4","0","       101","0","        67","0","        16","0","       15","","         3","0","         0","0","        69","0","        11","0","       229","0","        64","0","       151"," ","        28"," ","        64"," ","  -13.3","0,0216, ","    51"," ,0,0122, ","    33"," ,0,0114, "," 123.4"," ,0,0910, ","   38.3","0,0814,+","-2.2","0,1122","-2.2","0,1122","-5.6","0,1123","-7.8","0,1216","-10.0","0,1223","0.0","0,0305","-6.1","0,0304","-6.1","0,0304","-13.3","0,0216","-13.3","0,0216","    1759.7","7","","","    1759.7","0","","","","","","","","","","","   1447.0"," ,0","","","      184"," ,0","     16.61","0","     22.23","0","     10.99","0","","","","","       140","X","       140","X","","","","","","","      19.7","X","      25.0","X","","","",""
"USW00013967","2008","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       5.5","W","   1138.0","","    1138.0","0","        66","0","        42","0","        11","0","        1","","         0","0","         0","0","        90","0","         8","0","       229","0","        80","0","        98"," ","        10"," ","        51"," ","  -11.7","0,1221, ","    25"," ,0,0201, ","    15"," ,0,0131, "," 117.3"," ,0,0811, ","   41.1","0,0804,+","-0.6","0,1028","-2.2","0,1116","-4.4","0,1201","-7.2","0,1210","-9.4","0,1215","-0.6","0,0414","-9.4","0,0308","-9.4","0,0308","-9.4","0,0308","-9.4","0,0308","    1863.6","6","","","    1863.6","0","","","","","","","","","","","    910.3"," ,0","","","       20"," ,0","     16.17","0","     22.77","0","      9.58","0","","","","","       280","X","       270","X","","","","","","","      22.8","X","      33.1","X","","","",""
"USW00013967","2009","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       5.2","W","   1009.4","","    1009.4","0","        91","0","        52","0","        12","0","       11","","         3","0","         0","0","        82","0","         4","0","       209","0","        65","0","       138"," ","        18"," ","        58"," ","  -14.4","0,0128, ","   356"," ,0,1225, ","   343"," ,0,1224, ","  60.7"," ,0,1008, ","   40.6","0,0713,+","-2.8","0,1118","-2.8","0,1118","-4.4","0,1203","-7.2","0,1204","-10.0","0,1209","-5.6","0,0407","-5.6","0,0407","-5.6","0,0407","-6.7","0,0204","-14.4","0,0128","    1865.4","4","","","    1865.4","0","","","","","","","","","","","    907.2"," ,0","","","      456"," ,0","     15.67","0","     21.86","0","      9.48","0","","","","","       340","X","       250","X","","","","","","","      21.9","X","      29.5","X","","","",""
"USW00013967","2010","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       4.9","W","   1247.1","","    1247.1","0","        67","0","        37","0","        10","0","        6","","         2","0","         0","0","        75","0","        10","0","       214","0","        84","0","       137"," ","        32"," ","        44"," ","  -14.4","0,0110, ","   127"," ,0,0130, ","   127"," ,0,0129, "," 193.5"," ,0,0614, ","   40.0","0,0823,+","0.0","0,1105","-2.2","0,1125","-6.7","0,1126","-6.7","0,1126","-10.0","0,1226","-2.8","0,0322","-2.8","0,0322","-5.6","0,0224","-6.7","0,0209","-14.4","0,0110","    2185.1","1","","","    2185.1","0","","","","","","","","","","","    826.5"," ,0","","","      235"," ,0","     16.17","0","     22.13","0","     10.22","0","","","","","        10","X","       140","X","","","","","","","      18.3","X","      25.0","X","","","",""
"USW00013967","2011","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       5.3","W","   1508.5","","    1508.5","X","        66","X","        36","X","         9","X","        9","","         3","X","         1","X","        71","X","        11","X","       222","X","       109","X","        80"," ","        12"," ","        45"," ","  -20.6","X,0210, ","   305"," ,X,0202, ","   300"," ,X,0201, ","  98.0"," ,X,0519, ","   43.3","X,0806,+","-2.2","X,1104","-2.2","X,1104","-4.4","X,1130","-6.7","X,1206","-9.4","X,1207","-2.8","X,0315","-2.8","X,0315","-4.4","X,0212","-10.6","X,0211","-10.6","X,0211","    1887.7","7","","","    1887.7","X","","","","","","","","","","","    771.5"," ,X","","","      498"," ,X","     17.11","X","     24.05","X","     10.18","X","","","","","       320","X","       310","X","","","","","","","      22.8","X","      29.9","X","","","",""
"USW00013967","2012","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       4.9","X","   1366.4","","    1366.4","X","        66","X","        43","X","         8","X","        1","","         0","X","         0","X","        57","X","         2","X","       232","X","        92","X","        42"," ","         8"," ","        45"," ","  -10.6","X,1226, ","    51"," ,X,0213, ","    23"," ,X,0213,+","  76.7"," ,X,0319, ","   45.0","X,0803, ","-0.6","X,1008","-5.0","X,1112","-5.0","X,1112","-7.2","X,1210","-10.6","X,1226","-1.7","X,0304","-3.3","X,0225","-4.4","X,0214","-7.8","X,0212","","","    1584.4","4","","","    1584.4","X","","","","","","","","","","","    748.8"," ,X","","","       81"," ,X","     17.83","X","     24.28","X","     11.39","X","","","","","       280","X","       270","X","","","","","","","      23.7","X","      34.0","X","","","",""
"USW00013967","2013","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       4.9","W","   1126.4","","    1126.4","W","        86","W","        57","W","        16","W","        7","","         3","W","         0","W","        89","W","        10","W","       204","W","        75","W","        34"," ","         7"," ","        18"," ","  -14.9","W,1210, ","    80"," ,W,1206, ","    89"," ,W,0212, "," 143.3"," ,W,0531, ","   39.4","W,0831,+","0.0","W,1019","-7.1","W,1113","-7.1","W,1113","-7.1","W,1113","-12.1","W,1207","-0.5","W,0424","-7.8","X,0326","-7.8","X,0326","-7.8","X,0326","-9.4","X,0116","    1936.6","6","","","    1936.6","W","","","","","","","","","","","   1341.4"," ,W","","","      264"," ,W","     15.61","W","     21.73","W","      9.49","W","","","","","       320","W","       330","W","","","","","","","      25.0","W","      31.7","W","","","",""
"USW00013967","2014","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       5.1","W","   1157.0","","    1157.0","W","        69","W","        50","W","        10","W","        7","","         5","W","         0","W","        74","W","        13","W","       214","W","        77","W","        59"," ","         9"," ","        17"," ","  -15.5","W,0124, ","    50"," ,W,1228,+","    89"," ,W,1227, ","  77.0"," ,W,0623, ","   38.3","W,0825,+","-1.6","W,1111","-5.5","W,1112","-5.5","W,1112","-8.2","W,1117","","","-2.7","W,0415","-2.7","W,0415","-9.9","W,0304","-9.9","W,0304","-9.9","W,0304","    2140.3","3","","","    2140.3","W","","","","","","","","","","","    721.1"," ,W","","","      308"," ,W","     15.90","W","     22.33","W","      9.48","W","","","","","       280","W","       250","W","","","","","","","      22.8","W","      38.9","W","","","",""
"USW00013967","2015","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       4.8","W","   1108.6","","    1108.6","W","        99","W","        62","W","        16","W","        4","","         3","W","         0","W","        69","W","         5","W","       229","W","        82","W","       120"," ","         9"," ","        58"," ","  -12.1","W,0305, ","    80"," ,W,0305, ","    76"," ,W,0304, "," 180.3"," ,W,0506, ","   38.9","W,0807, ","-3.2","W,1121","-3.2","W,1121","-5.5","W,1122","","","","","-1.6","W,0307","-4.9","W,0306","-4.9","W,0306","-12.1","W,0305","-12.1","W,0305","    1847.0","0","","","    1847.0","W","","","","","","","","","","","   1398.9"," ,W","","","      208"," ,W","     16.58","W","     22.64","W","     10.51","W","","","","","       350","W","       350","W","","","","","","","      21.5","W","      27.3","W","","","",""
"USW00013967","2016","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       5.0","W","   1208.2","","    1208.2","W","        77","W","        43","W","         7","W","        0","","         0","W","         0","W","        65","W","         3","W","       230","W","        85","W","       106"," ","        13"," ","        57"," ","  -15.5","W,1218, ","     0","T,W,1218,+","    15"," ,W,0109, ","  86.1"," ,W,0417, ","   38.3","W,0811, ","-1.6","W,1119","-2.7","W,1126","-6.0","W,1208","-12.7","W,1217","-12.7","W,1217","0.0","W,0402","-2.7","W,0320","-6.0","W,0210","-8.8","W,0110","","","    1591.7","7","","","    1591.7","W","","","","","","","","","","","    668.8"," ,W","","","       25"," ,W","     17.26","W","     23.59","W","     10.92","W","","","","","       270","W","       260","W","","","","","","","      20.1","W","      30.4","W","","","",""
"USW00013967","2017","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       5.1","W","   1041.8","","    1041.8","W","        73","W","        38","W","        14","W","        2","","         1","W","         1","W","        57","W","         6","W","       233","W","        62","W","       110"," ","        18"," ","        62"," ","  -19.3","W,0107, ","    50"," ,W,0106, ","    41"," ,W,0106, ","  70.9"," ,W,1004, ","   39.4","W,0722, ","0.0","W,1027","-2.7","W,1028","-9.3","W,1207","-9.3","W,1207","-9.3","W,1207","-1.6","W,0315","-4.9","W,0225","-4.9","W,0225","-9.3","W,0108","-9.3","W,0108","    1520.5","5","","","    1520.5","W","","","","","","","","","","","    855.2"," ,W","","","       47"," ,W","     16.66","W","     23.07","W","     10.25","W","","","","","       330","W","       150","W","","","","","","","      25.9","W","      31.7","W","","","",""
"USW00013967","2018","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       5.0","W","   1133.2","","    1133.2","W","        84","W","        61","W","        14","W","        0","","         0","W","         0","W","        93","W","         8","W","       193","W","        70","W","       121"," ","        15"," ","        55"," ","  -16.6","W,0117, ","     0","T,W,1113,+","    20"," ,W,1112, "," 128.5"," ,W,0814, ","   42.8","W,0720, ","-2.1","W,1109","-6.6","W,1110","-6.6","W,1110","-7.7","W,1113","","","-0.5","W,0416","-4.3","W,0407","-6.0","W,0221","-10.5","W,0212","-10.5","W,0212","    1999.2","2","","","    1999.2","W","","","","","","","","","","","   1164.6"," ,W","","","       33"," ,W","     15.48","W","     21.53","W","      9.43","W","","","","","       340","W","       220","W","","","","","","","      23.3","W","      28.2","W","","","",""
"USW00013967","2019","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       4.9","W","   1080.4","","    1080.4","W","        95","W","        61","W","        19","W","        2","","         1","W","         0","W","        87","W","         9","W","       203","W","        65","W","       141"," ","        22"," ","        75"," ","  -12.7","W,0304, ","   100"," ,W,0104, ","   114"," ,W,0103, ","  67.1"," ,W,0508, ","   39.4","W,0812, ","0.0","W,1011","-2.7","W,1030","-4.9","W,1031","-9.3","W,1112","-9.3","W,1112","-1.6","W,0331","-7.7","W,0306","-7.7","W,0306","-7.7","W,0306","-11.6","W,0305","    2196.3","3","","","    2196.3","W","","","","","","","","","","","   1152.0"," ,W","","","      122"," ,W","     15.33","W","     21.32","W","      9.33","W","","","","","       220","W","       280","W","","","","","","","      21.9","W","      29.5","W","","","",""
"USW00013967","2020","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       4.9","W","    965.6","","     965.6","W","        91","W","        57","W","        10","W","        7","","         3","W","         0","W","        71","W","         3","W","       212","W","        69","W","       146"," ","        17"," ","        61"," ","   -9.3","W,0206, ","   100"," ,W,1216, ","   117"," ,W,0205, ","  59.7"," ,W,0831, ","   38.9","W,0828, ","-2.1","W,1026","-2.7","W,1027","-5.5","W,1204","-7.7","W,1214","","","-1.0","W,0418","-2.7","W,0228","-7.7","W,0227","-7.7","W,0227","-9.3","W,0206","    1970.2","2","","","    1970.2","W","","","","","","","","","","","    979.8"," ,W","","","      302"," ,W","     15.78","W","     22.08","W","      9.49","W","","","","","       310","W","       320","W","","","","","","","      23.3","W","      29.1","W","","","",""
"USW00013967","2021","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       4.9","W","   1012.2","","    1012.2","W","        79","W","        49","W","        11","W","       12","","         3","W","         2","W","        69","W","        11","W","       216","W","        76","W","       120"," ","        10"," ","        57"," ","  -25.5","W,0216, ","   250"," ,W,0217, ","   152"," ,W,0214, ","  74.7"," ,W,0626, ","   36.7","W,0920,+","0.0","W,1112","-3.2","W,1125","-4.9","W,1126","-11.0","W,1219","-11.0","W,1219","-1.6","W,0421","-3.2","W,0222","-10.5","W,0220","-10.5","W,0220","-10.5","W,0220","    2113.9","9","","","    2113.9","W","","","","","","","","","","","    803.2"," ,W","","","      398"," ,W","     15.87","W","     22.10","W","      9.62","W","","","","","       300","W","       300","W","","","","","","","      24.1","W","      31.3","W","","","",""
"USW00013967","2022","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       5.2","W","   1289.6","","    1289.6","W","        67","W","        43","W","        10","W","        7","","         4","W","         0","W","        93","W","        10","W","       209","W","        92","W","        77"," ","        13"," ","        47"," ","  -16.6","W,1222, ","   150"," ,W,0204, ","    97"," ,W,0203, ","  52.6"," ,W,0524, ","   43.3","W,0719, ","-2.1","W,1019","-3.8","W,1112","-4.9","W,1113","-7.7","W,1120","-16.6","W,1222","-1.6","W,0409","-8.2","W,0312","-8.2","W,0312","-8.2","W,0312","-9.3","W,0225","    1794.3","3","","","    1794.3","W","","","","","","","","","","","    667.9"," ,W","","","      298"," ,W","     16.09","W","     22.82","W","      9.36","W","","","","","       350","W","       190","W","","","","","","","      21.0","W","      26.4","W","","","",""
"USW00013967","2023","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       4.8","W","   1187.9","","    1187.9","W","        87","W","        53","W","        12","W","        1","","         1","W","         0","W","        65","W","         4","W","       207","W","        77","W","       115"," ","        10"," ","        62"," ","   -8.8","W,0130, ","    30"," ,W,0125, ","    53"," ,W,0124, ","  82.0"," ,W,0709, ","   41.7","W,0819, ","-2.7","W,1030","-2.7","W,1030","-4.9","W,1101","","","","","0.0","W,0320","-4.3","W,0319","-6.0","W,0223","-8.2","W,0201","","","    1925.9","9","","","    1925.9","W","","","","","","","","","","","    947.9"," ,W","","","       69"," ,W","     16.68","W","     22.98","W","     10.38","W","","","","","        50","W","        40","W","","","","","","","      25.0","W","      31.3","W","","","",""
"USW00013967","2024","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       4.9","W","   1238.9","","    1238.9","W","        73","W","        45","W","         7","W","        1","","         1","W","         0","W","        59","W","         8","W","       238","W","        79","W","        99"," ","        13"," ","        57"," ","  -17.1","W,0115,+","    50"," ,W,0212, ","    66"," ,W,0211, "," 167.4"," ,W,0811, ","   39.4","W,0806, ","-3.2","W,1126","-3.2","W,1126","-4.9","W,1129","","","","","-2.1","W,0328","-2.7","W,0229","-7.1","W,0218","-7.1","W,0218","-12.1","W,0120","    1699.3","3","","","    1699.3","W","","","","","","","","","","","    942.4"," ,W","","","       87"," ,W","     17.35","W","     23.71","W","     10.98","W","","","","","       320","W","       300","W","","","","","","","      26.8","W","      33.5","W","","","",""
"USW00013967","2025","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","","","","","","","","","","","","","","","","","","","","","","","","","        33"," ","         5"," ","        10"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
