"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00023034","1961","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","   1284.9","","    1284.9","0","        62","0","        28","0","         7","0","        4","","         2","0","         0","0","        45","0","         3","0","       261","0","       117","0","        49"," ","","","        30"," ","  -10.0","0,0207, ","   102"," ,0,0206, ","    64"," ,0,0206, ","  67.1"," ,0,0904, ","   38.9","0,0512, ","-1.1","0,1120","-6.1","0,1212","-6.1","0,1212","-6.7","0,1213","","","0.0","0,0320","-3.9","0,0228","-10.0","0,0207","-10.0","0,0207","-10.0","0,0207","    1325.5","5","","","    1325.5","0","","","","","","","","","","","    544.1"," ,0","      151"," ,0","     17.94","0","     25.06","0","     10.81","0","","","","","","","","","","","","","","","",""
"USW00023034","1962","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","   1704.2","","    1704.2","0","        51","0","        26","0","         1","0","        1","","         1","0","         0","0","        56","0","         2","0","       271","0","       139","0","        33"," ","","","        41"," ","  -13.3","0,0111, ","    25"," ,0,0315, ","    69"," ,0,0314, ","  32.0"," ,0,0716, ","   41.7","0,0810,+","-0.6","0,1205","-2.8","0,1211","-7.8","0,1212","-7.8","0,1212","","","-2.2","0,0316","-2.2","0,0316","-5.6","0,0315","-6.7","0,0302","-10.6","0,0301","    1410.9","9","","","    1410.9","0","","","","","","","","","","","    267.8"," ,0","       79"," ,0","     19.55","0","     27.01","0","     12.08","0","","","","","","","","","","","","","","","",""
"USW00023034","1963","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","   1749.7","","    1749.7","0","        57","0","        28","0","         5","0","        3","","         2","0","         0","0","        65","0","         6","0","       273","0","       144","0","        38"," ","","","        33"," ","  -14.4","0,0124, ","    25"," ,0,0213,+","    51"," ,0,0211, ","  37.3"," ,0,0519, ","   40.0","0,0724,+","-0.6","0,1102","-2.8","0,1203","-6.1","0,1222","-7.8","0,1223","","","0.0","0,0309","-4.4","0,0222","-4.4","0,0222","-7.8","0,0213","-10.6","0,0128","    1224.5","5","","","    1224.5","0","","","","","","","","","","","    354.2"," ,0","      102"," ,0","     19.39","0","     26.74","0","     12.05","0","","","","","","","","","","","","","","","",""
"USW00023034","1964","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","   1652.7","","    1652.7","0","        49","0","        31","0","         1","0","        1","","         0","0","         0","0","        59","0","         2","0","       273","0","       127","0","        24"," ","","","        29"," ","  -10.0","0,0113, ","    25"," ,0,0221, ","    18"," ,0,0220, ","  27.4"," ,0,0420, ","   41.7","0,0806, ","-0.6","0,1120","-3.3","0,1122","-5.0","0,1205","-6.7","0,1218","","","0.0","0,0321","-2.2","0,0228","-5.6","0,0125","-7.2","0,0116","-8.9","0,0115","    1353.6","6","","","    1353.6","0","","","","","","","","","","","    309.8"," ,0","       21"," ,0","     19.39","0","     26.60","0","     12.18","0","","","","","","","","","","","","","","","",""
"USW00023034","1965","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","   1510.0","","    1510.0","0","        67","0","        32","0","         4","0","        1","","         0","0","         0","0","        47","0","         0","0","       261","0","       124","0","        41"," ","        15"," ","        33"," ","   -8.3","0,0320, ","    25"," ,0,0303, ","    20"," ,0,0302, ","  37.1"," ,0,0514, ","   39.4","0,0915,+","-2.2","0,1129","-2.2","0,1129","","","","","","","0.0","0,0327","-3.3","0,0326","-8.3","0,0320","-8.3","0,0320","","","    1313.0","0","","","    1313.0","0","","","","","","","","","","","    413.1"," ,0","       28"," ,0","     19.13","0","     26.00","0","     12.26","0","       300","X","","","","","","","      19.7","X","","","","","",""
"USW00023034","1966","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","   1366.2","","    1366.2","0","        52","0","        27","0","         4","0","        3","","         3","0","         0","0","        66","0","         2","0","       260","0","       102","0","        40"," ","         4"," ","        37"," ","  -12.2","0,1229, ","   102"," ,0,0223, ","    76"," ,0,0222, ","  70.4"," ,0,0824, ","   40.0","0,0801,+","-5.6","0,1102","-5.6","0,1102","-5.6","0,1102","-7.2","0,1211","-11.7","0,1212","-3.3","0,0324","-3.3","0,0324","-5.6","0,0306","-10.0","0,0224","-10.0","0,0224","    1261.5","5","","","    1261.5","0","","","","","","","","","","","    402.0"," ,0","      153"," ,0","     18.11","0","     25.07","0","     11.15","0","       180","X","","","","","","","      18.3","X","","","","","",""
"USW00023034","1967","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","   1510.0","","    1510.0","0","        62","0","        34","0","         6","0","        3","","         1","0","         0","0","        56","0","         0","0","       280","0","       118","0","        31"," ","         4"," ","        31"," ","  -10.0","0,0119, ","    25"," ,0,1216,+","    25"," ,0,1209, ","  71.9"," ,0,0914, ","   41.1","0,0510, ","-0.6","0,1103","-2.2","0,1104","-5.0","0,1203","-6.7","0,1228","","","-4.4","0,0308","-4.4","0,0308","-4.4","0,0308","-6.7","0,0212","-10.0","0,0119","    1184.4","4","","","    1184.4","0","","","","","","","","","","","    507.9"," ,0","       48"," ,0","     19.17","0","     26.32","0","     12.01","0","       290","X","","","","","","","      17.9","X","","","","","",""
"USW00023034","1968","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","   1325.6","","    1325.6","0","        75","0","        44","0","         9","0","        3","","         2","0","         0","0","        56","0","         1","0","       247","0","       110","0","        54"," ","        14"," ","        34"," ","   -8.9","0,1223, ","    25"," ,0,1201,+","   147"," ,0,1108, ","  38.4"," ,0,0409, ","   40.0","0,0812, ","-1.7","0,1111","-2.2","0,1119","-5.0","0,1208","-6.7","0,1214","-8.9","0,1223","-0.6","0,0405","-3.3","0,0322","-4.4","0,0223","-8.3","0,0107","","","    1413.1","1","","","    1413.1","0","","","","","","","","","","","    592.1"," ,0","      259"," ,0","     18.05","0","     24.99","0","     11.11","0","       300","X","","","","","","","      17.9","X","","","","","",""
"USW00023034","1969","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","   1427.8","","    1427.8","0","        63","0","        43","0","         7","0","        0","","         0","0","         0","0","        40","0","         0","0","       258","0","       102","0","        65"," ","        15"," ","        45"," ","   -6.7","0,0101, ","     0","T,0,1230,+","     0","T,0,1229,+","  99.6"," ,0,1012, ","   43.3","0,0620, ","-0.6","0,1114","-4.4","0,1119","-4.4","0,1119","","","","","0.0","0,0326","-2.8","0,0313","-4.4","0,0203","-6.7","0,0101","","","    1230.7","7","","","    1230.7","0","","","","","","","","","","","    763.2"," ,0","        0","T,0","     18.90","0","     25.97","0","     11.82","0","       280","X","","","","","","","      33.5","X","","","","","",""
"USW00023034","1970","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","   1411.4","","    1411.4","0","        53","0","        29","0","         2","0","        0","","         2","0","         0","0","        50","0","         0","0","       260","0","       121","0","        57"," ","         6"," ","        38"," ","  -12.2","0,0107, ","     0","T,0,0321,+","    58"," ,0,0311, ","  26.9"," ,0,0320, ","   41.1","0,0809,+","-0.6","0,1029","-2.2","0,1104","-6.7","0,1124","-6.7","0,1124","","","-1.7","0,0405","-5.6","0,0313","-5.6","0,0313","-7.8","0,0203","-12.2","0,0107","    1387.5","5","","","    1387.5","0","","","","","","","","","","","    327.2"," ,0","      137"," ,0","     18.51","0","     26.15","0","     10.87","0","       320","X","","","","","","","      17.0","X","","","","","",""
"USW00023034","1971","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","   1263.0","","    1263.0","0","        54","0","        38","0","         8","0","        0","","         0","0","         0","0","        36","0","         0","0","       285","0","        93","0","        47"," ","        13"," ","        37"," ","  -11.1","0,0208, ","     0"," ,0,1231,+","     0","T,0,0302,+","  77.7"," ,0,0416, ","   40.0","0,0705, ","-1.7","0,1203","-3.3","0,1204","-5.6","0,1218","","","","","-1.7","0,0407","-5.6","0,0307","-5.6","0,0307","-7.8","0,0303","-11.1","0,0208","    1085.5","5","","","    1085.5","0","","","","","","","","","","","    615.8"," ,0","        0","T,0","     18.78","0","     26.06","0","     11.51","0","       280","X","","","","","","","      16.1","X","","","","","",""
"USW00023034","1972","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","   1412.3","","    1412.3","0","        60","0","        34","0","         9","0","        1","","         1","0","         0","0","        58","0","         2","0","       274","0","       115","0","        49"," ","        10"," ","        35"," ","  -12.2","0,1216, ","    76"," ,0,0201, ","    74"," ,0,0131, ","  58.7"," ,0,0611, ","   40.6","0,0731, ","-1.7","0,1115","-2.2","0,1120","-7.8","0,1206","-7.8","0,1206","-12.2","0,1216","0.0","0,0401","-2.8","0,0331","-6.1","0,0208","-7.8","0,0203","-11.1","0,0115","    1065.3","3","","","    1065.3","0","","","","","","","","","","","    583.2"," ,0","       84"," ,0","     18.78","0","     26.24","0","     11.32","0","       290","X","","","","","       270","X","      20.6","X","","","","","      27.8","X"
"USW00023034","1973","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","   1284.9","","    1284.9","0","        64","0","        42","0","         2","0","        5","","         5","0","         0","0","        50","0","         4","0","       263","0","        95","0","        63"," ","         8"," ","        42"," ","  -12.8","0,0112, ","   102"," ,0,0125, ","   124"," ,0,0125, ","  56.9"," ,0,0906, ","   40.6","0,0823, ","-0.6","0,1128","-2.2","0,1129","-5.6","0,1210","-7.8","0,1220","","","-1.7","0,0410","-3.9","0,0409","-9.4","0,0210","-9.4","0,0210","-9.4","0,0210","    1559.5","5","","","    1559.5","0","","","","","","","","","","","    467.8"," ,0","      342"," ,0","     18.18","0","     25.51","0","     10.86","0","        80","X","","","","","        45","X","      16.5","X","","","","","      28.8","X"
"USW00023034","1974","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","   1317.0","","    1317.0","0","        68","0","        45","0","         9","0","        0","","         0","0","         0","0","        45","0","         2","0","       270","0","       104","0","        52"," ","         8"," ","        42"," ","  -11.1","0,0104, ","     0","T,0,1226,+","     5"," ,0,0324, ","  52.6"," ,0,1024, ","   40.6","0,0724, ","-1.1","0,1125","-5.0","0,1130","-5.0","0,1130","-7.8","0,1201","","","-0.6","0,0405","-2.8","0,0226","-8.3","0,0225","-8.3","0,0225","-11.1","0,0104","     996.0","0","","","     996.0","0","","","","","","","","","","","    637.8"," ,0","        8"," ,0","     18.77","0","     25.78","0","     11.76","0","       310","X","","","","","       315","X","      24.6","X","","","","","      41.6","X"
"USW00023034","1975","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","   1115.7","","    1115.7","0","        58","0","        31","0","         5","0","        0","","         1","0","         0","0","        49","0","         1","0","       261","0","        71","0","        49"," ","         8"," ","        31"," ","   -9.4","0,0113, ","     0","T,0,0223,+","    38"," ,0,0112, ","  65.0"," ,0,0510, ","   37.8","0,0614, ","-1.1","0,1113","-3.3","0,1121","-5.0","0,1123","-8.3","0,1218","","","-0.6","0,0403","-3.3","0,0330","-6.1","0,0207","-9.4","0,0113","-9.4","0,0113","    1339.5","5","","","    1339.5","0","","","","","","","","","","","    548.4"," ,0","       38"," ,0","     17.65","0","     24.25","0","     11.06","0","       180","X","","","","","       180","X","      16.5","X","","","","","      36.0","X"
"USW00023034","1976","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","   1010.5","","    1010.5","0","        65","0","        41","0","         7","0","        2","","         2","0","         0","0","        56","0","         2","0","       255","0","        59","0","        52"," ","         9"," ","        48"," ","  -11.7","0,0108, ","    76"," ,0,1114, ","    51"," ,0,1113, ","  39.4"," ,0,0919, ","   36.7","0,0810,+","-2.2","0,1112","-2.2","0,1112","-7.8","0,1114","-7.8","0,1114","-8.9","0,1231","-0.6","0,0316","-4.4","0,0314","-4.4","0,0314","-7.8","0,0127","-11.7","0,0108","    1224.0","0","","","    1224.0","0","","","","","","","","","","","    554.1"," ,0","       76"," ,0","     17.16","0","     23.80","0","     10.52","0","       280","X","","","","","       270","X","      23.2","X","","","","","      33.9","X"
"USW00023034","1977","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","   1624.4","","    1624.4","0","        49","0","        29","0","         3","0","        0","","         0","0","         0","0","        47","0","         2","0","       268","0","       123","0","        36"," ","         3"," ","        33"," ","   -8.9","0,0110,+","     0","T,0,0131,+","     3"," ,0,0102, ","  45.0"," ,0,0416, ","   41.1","0,0926, ","-0.6","0,1109","-2.2","0,1110","-4.4","0,1226","","","","","-0.6","0,0306","-2.2","0,0304","-7.2","0,0129","-7.2","0,0129","-8.9","0,0110","    1548.2","2","","","    1548.2","0","","","","","","","","","","","    329.1"," ,0","        3"," ,0","     19.50","0","     26.38","0","     12.63","0","       270","X","","","","","       270","X","      20.1","X","","","","","      26.2","X"
"USW00023034","1978","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","   1375.3","","    1375.3","0","        68","0","        31","0","         3","0","        4","","         3","0","         0","0","        61","0","         5","0","       242","0","       102","0","        65"," ","         7"," ","        24"," ","  -10.0","0,1209, ","   152"," ,0,0122, ","   188"," ,0,0121, ","  45.7"," ,0,0606, ","   41.1","0,0716, ","-1.1","0,1128","-2.8","0,1203","-6.1","0,1204","-7.8","0,1208","-10.0","0,1209","-1.7","0,0309","-2.2","0,0305","-5.6","0,0304","-6.7","0,0219","-8.9","0,0122","    1367.2","2","","","    1367.2","0","","","","","","","","","","","    373.4"," ,0","      269"," ,0","     17.80","0","     24.26","0","     11.33","0","       140","X","","","","","       360","X","      15.6","X","","","","","      25.7","X"
"USW00023034","1979","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","   1281.9","","    1281.9","0","        62","0","        28","0","         3","0","        2","","         0","0","         0","0","        66","0","         5","0","       250","0","       112","0","        52"," ","         9"," ","        32"," ","  -14.4","0,0102, ","    25"," ,0,0102,+","     0","T,0,0217,+","  30.2"," ,0,0204, ","   37.8","0,0711, ","-4.4","0,1111","-4.4","0,1111","-4.4","0,1111","-7.8","0,1129","-10.6","0,1130","-1.7","0,0305","-3.9","0,0226","-7.8","0,0219","-7.8","0,0219","-9.4","0,0131","    1553.2","2","","","    1553.2","0","","","","","","","","","","","    410.9"," ,0","        0","T,0","     17.52","0","     24.52","0","     10.51","0","       260","X","","","","","       270","X","      15.6","X","","","","","      26.2","X"
"USW00023034","1980","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","   1429.7","","    1429.7","0","        61","0","        39","0","         6","0","        2","","         2","0","         0","0","        55","0","         4","0","       261","0","       110","0","        52"," ","         3"," ","        39"," ","  -13.3","0,0302, ","    51"," ,0,1117, ","    46"," ,0,1116, "," 158.5"," ,0,0909, ","   40.6","0,0628,+","-1.7","0,1030","-3.3","0,1118","-6.7","0,1225","-6.7","0,1225","","","-2.8","0,0318","-2.8","0,0318","-13.3","0,0302","-13.3","0,0302","-13.3","0,0302","    1397.6","6","","","    1397.6","0","","","","","","","","","","","    764.7"," ,0","       84"," ,0","     18.52","0","     25.43","0","     11.62","0","       120","X","","","","","       270","X","      17.9","X","","","","","      30.3","X"
"USW00023034","1981","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","   1164.7","","    1164.7","0","        62","0","        38","0","        12","0","        1","","         1","0","         0","0","        41","0","         1","0","       247","0","        86","0","        65"," ","         7"," ","        26"," ","  -12.2","0,0211, ","    51"," ,0,0119, ","    46"," ,0,0118, ","  67.3"," ,0,1013, ","   37.8","0,0802,+","0.0","0,1109","-2.8","0,1110","-6.7","0,1217","-6.7","0,1217","-8.9","0,1218","-1.1","0,0319","-2.8","0,0212","-12.2","0,0211","-12.2","0,0211","-12.2","0,0211","    1331.2","2","","","    1331.2","0","","","","","","","","","","","    766.7"," ,0","       46"," ,0","     17.87","0","     24.60","0","     11.14","0","       340","X","","","","","       360","X","      23.2","X","","","","","      33.9","X"
"USW00023034","1982","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","   1322.8","","    1322.8","0","        62","0","        34","0","         5","0","        3","","         1","0","         0","0","        59","0","         5","0","       260","0","       106","0","        54"," ","         6"," ","        40"," ","  -15.0","0,0111, ","   127"," ,0,0114, ","   173"," ,0,0113, ","  44.2"," ,0,0627, ","   38.3","0,0827, ","-1.1","0,1103","-3.3","0,1104","-4.4","0,1113","-6.7","0,1115","","","0.0","0,0411","-4.4","0,0307","-4.4","0,0307","-6.7","0,0210","-10.6","0,0206","    1358.5","5","      31.7","0,0,2","    1358.5","0","      36.7","0,0,2","       4.4","0,0,2","       6.7","0,0,2","      19.2","0,0,2","      23.0","0,0,2","    462.0"," ,0","      173"," ,0","     18.01","0","     24.86","0","     11.15","0","       280","X","","","","","       360","X","      17.9","X","","","","","      29.8","X"
"USW00023034","1983","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","   1317.0","","    1317.0","0","        59","0","        28","0","         4","0","        2","","         2","0","         1","0","        59","0","         6","0","       256","0","       111","0","        52"," ","        11"," ","        32"," ","  -18.3","0,1229, ","    25"," ,0,0121,+","    48"," ,0,0121, ","  45.5"," ,0,1020, ","   38.3","0,0831,+","0.0","0,1120","-2.8","0,1127","-5.6","0,1206","-10.0","0,1218","-10.0","0,1218","-1.7","0,0415","-2.2","0,0409","-6.1","0,0203","","","","","    1435.0","0","      32.2","0,0,2","    1435.0","0","      36.7","0,0,2","       1.1","0,0,2","       2.8","0,0,2","      19.1","0,0,2","      23.1","0,0,2","    388.6"," ,0","       81"," ,0","     17.78","0","     25.02","0","     10.54","0","       290","X","","","","","       315","X","      21.5","X","","","","","      32.9","X"
"USW00023034","1984","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","       4.2","X","   1340.8","","    1340.8","0","        59","0","        33","0","         5","0","        0","","         0","0","         0","0","        49","0","         2","0","       256","0","       122","0","        55"," ","         8"," ","        30"," ","  -11.7","0,0119, ","     0","T,0,0305,+","    23"," ,0,0220, ","  58.2"," ,0,0628, ","   41.7","0,0522, ","0.0","0,1119","-2.2","0,1122","","","","","","","-1.1","0,0405","-5.0","0,0306","-5.0","0,0306","-7.2","0,0229","-11.7","0,0119","    1505.1","1","      31.7","0,0,2","    1505.1","0","      36.1","0,0,2","       1.7","0,0,2","       3.3","0,0,2","      19.2","0,0,2","      23.2","0,0,2","    487.3"," ,0","       23"," ,0","     18.15","0","     25.12","0","     11.17","0","       280","X","","","","","","","      19.7","X","","","","","",""
"USW00023034","1985","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","       4.4","X","   1358.8","","    1358.8","0","        61","0","        34","0","         6","0","        4","","         3","0","         1","0","        64","0","        11","0","       251","0","       105","0","        60"," ","        13"," ","        43"," ","  -18.3","0,0202, ","   152"," ,0,0114, ","   102"," ,0,0113, ","  82.3"," ,0,1018, ","   38.9","0,0808,+","-0.6","0,1120","-2.2","0,1201","-6.1","0,1202","-6.7","0,1203","-8.9","0,1213","-1.7","0,0331","-3.3","0,0215","-5.6","0,0212","-9.4","0,0203","-9.4","0,0203","    1448.0","0","      31.7","0,0,2","    1448.0","0","      36.7","0,0,2","       2.8","0,0,2","       5.6","0,0,2","      19.2","0,0,2","      23.4","0,0,2","    555.0"," ,0","      224"," ,0","     18.05","0","     24.84","0","     11.26","0","       330","X","","","","","       315","X","      17.9","X","","","","","      25.7","X"
"USW00023034","1986","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","       4.5","X","   1354.6","","    1354.6","0","        76","0","        47","0","         9","0","        4","","         3","0","         0","0","        46","0","         2","0","       269","0","        85","0","        54"," ","         4"," ","        49"," ","   -6.7","0,0127, ","    76"," ,0,1211, ","    84"," ,0,1210, ","  95.3"," ,0,0902, ","   42.8","0,0820, ","-1.1","0,1112","-3.9","0,1113","","","","","","","0.0","0,0321","-5.6","0,0212","-5.6","0,0212","-6.7","0,0127","","","    1131.5","5","      31.7","0,0,2","    1131.5","0","      37.2","0,0,2","       5.0","0,0,2","       7.2","0,0,2","      19.3","0,0,2","      23.7","0,0,2","    836.6"," ,0","      177"," ,0","     18.76","0","     25.56","0","     11.96","0","        20","X","","","","","       315","X","      19.7","X","","","","","      27.2","X"
"USW00023034","1987","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","       4.5","X","   1077.5","","    1077.5","0","        79","0","        49","0","         5","0","        1","","         0","0","         0","0","        57","0","         3","0","       252","0","        80","0","        59"," ","         6"," ","        56"," ","   -8.9","0,1216,+","    25"," ,0,0118, ","    18"," ,0,0117, ","  80.3"," ,0,0205, ","   38.3","0,0818,+","-2.8","0,1110","-2.8","0,1110","-7.8","0,1111","-7.8","0,1111","-8.9","0,1215","0.0","0,0407","-3.3","0,0403","-5.0","0,0330","-7.2","0,0119","","","    1511.9","9","      31.7","0,0,2","    1511.9","0","      37.8","0,0,2","       3.9","0,0,2","       6.1","0,0,2","      18.0","0,0,2","      22.5","0,0,2","    810.3"," ,0","       18"," ,0","     17.22","0","     24.40","0","     10.05","0","       250","X","","","","","       270","X","      20.6","X","","","","","      27.2","X"
"USW00023034","1988","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","       4.7","X","   1201.4","","    1201.4","0","        47","0","        28","0","         5","0","        2","","         1","0","         0","0","        70","0","         1","0","       272","0","       108","0","        46"," ","         5"," ","        37"," ","  -10.0","0,0121, ","    51"," ,0,0206, ","    48"," ,0,0205, ","  39.1"," ,0,0511, ","   40.0","0,0609,+","0.0","0,1116","-2.2","0,1117","-6.7","0,1121","-6.7","0,1121","","","-1.1","0,0412","-5.0","0,0319","-5.0","0,0319","-6.7","0,0314","-10.0","0,0121","    1436.1","1","      30.0","0,0,2","    1436.1","0","      36.7","0,0,2","       4.4","0,0,2","       6.1","0,0,2","      18.8","0,0,2","      23.9","0,0,2","    357.1"," ,0","       69"," ,0","     17.94","0","     26.00","0","      9.89","0","        40","X","","","","","        45","X","      20.6","X","","","","","      33.9","X"
"USW00023034","1989","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","       4.8","X","   1412.1","","    1412.1","0","        49","0","        33","0","         5","0","        4","","         2","0","         1","0","        57","0","         7","0","       264","0","       125","0","        46"," ","         5"," ","        38"," ","  -20.0","0,1223, ","    51"," ,0,0305, ","    30"," ,0,0113, ","  48.3"," ,0,0610, ","   42.8","0,0702, ","-2.2","0,1019","-2.2","0,1019","-4.4","0,1103","-8.9","0,1212","-8.9","0,1212","-4.4","0,0322","-4.4","0,0322","-4.4","0,0322","-6.7","0,0305","-11.1","0,0206","    1235.8","8","      32.2","0,0,2","    1235.8","0","      38.9","0,0,2","       2.8","0,0,2","       4.4","0,0,2","      18.9","0,0,2","      24.2","0,0,2","    448.3"," ,0","       95"," ,0","     18.16","0","     25.88","0","     10.43","0","       340","X","","","","","        45","X","      20.6","X","","","","","      29.8","X"
"USW00023034","1990","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","       4.6","X","   1309.7","","    1309.7","0","        80","0","        42","0","         9","0","        0","","         1","0","         0","0","        42","0","         1","0","       272","0","        93","0","        50"," ","         7"," ","        61"," ","  -12.8","0,1223, ","     0","T,0,1230,+","    28"," ,0,1222, ","  58.7"," ,0,0715, ","   39.4","0,0626,+","0.0","0,1104","-2.2","0,1129","-6.7","0,1204","-6.7","0,1204","-9.4","0,1221","-0.6","0,0325","-3.9","0,0217","-4.4","0,0216","","","","","    1336.0","0","      32.2","0,0,2","    1336.0","0","      38.3","0,0,2","       3.9","0,0,2","       6.1","0,0,2","      18.8","0,0,2","      23.5","0,0,2","    732.3"," ,0","       28"," ,0","     18.53","0","     25.60","0","     11.47","0","       310","X","","","","","       315","X","      23.7","X","","","","","      30.8","X"
"USW00023034","1991","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","       4.4","X","   1241.9","","    1241.9","0","        76","0","        48","0","         5","0","        1","","         1","0","         0","0","        46","0","         0","0","       249","0","       108","0","        76"," ","         8"," ","        51"," ","   -6.1","0,1104, ","    25"," ,0,0130, ","    66"," ,0,0121, ","  52.1"," ,0,1028,+","   38.3","0,0821,+","0.0","0,1030","-2.2","0,1102","-4.4","0,1103","","","","","-0.6","0,0331","-2.8","0,0226","-5.0","0,0131","","","","","    1283.5","5","      31.1","0,0,2","    1283.5","0","      38.3","0,0,2","       6.1","0,0,2","       7.2","0,0,2","      18.8","0,0,2","      23.7","0,0,2","    617.5"," ,0","       84"," ,0","     18.09","0","     25.09","0","     11.10","0","       300","X","","","","","       315","X","      19.2","X","","","","","      31.9","X"
