"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES"
"GLW00017614","1957","76.4","-68.13333","750.1","CAMP TUTO ICECAP STATION, GL","        26"," "
"GLW00017614","1958","76.4","-68.13333","750.1","CAMP TUTO ICECAP STATION, GL","        44"," "
"GLW00017614","1959","76.4","-68.13333","750.1","CAMP TUTO ICECAP STATION, GL","        53"," "
"GLW00017614","1960","76.4","-68.13333","750.1","CAMP TUTO ICECAP STATION, GL","        50"," "
