"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00044712","2008","38.492","-122.0039","57.0","LAKE SOLANO, CA US","    934.1","","     934.1","0","        42","0","        30","0","         6","0","        0","","         0","0","         0","0","        14","0","         0","0","       225","0","       109","0","","","   -2.2","0,1218, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 106.7"," ,0,0104, ","   43.3","0,0710, ","    1977.0","0","0.0","0,1205","-2.2","0,1218","","","","","","","-0.6","0,0119","","","","","","","    1352.8","8","    1352.8","0","      9.68","0","     23.44","0","    611.3"," ,0","        0"," ,0","     17.21","0","     24.88","0","      9.53","0","     25146","0"
"USC00044712","2010","38.492","-122.0039","57.0","LAKE SOLANO, CA US","    619.7","","     619.7","0","        89","0","        50","0","         9","0","        0","","         0","0","         0","0","         9","0","         0","0","       203","0","        91","0","","","   -1.7","0,1231,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  65.0"," ,0,0119, ","   41.7","0,0826, ","    1692.5","0","-1.1","0,1124","","","","","","","","","0.0","0,0331","","","","","","","    1568.3","3","    1568.3","0","      9.97","0","     23.80","0","    845.7"," ,0","        0"," ,0","     15.92","0","     23.34","0","      8.50","0","     25137","0"
"USC00044712","2011","38.492","-122.0039","57.0","LAKE SOLANO, CA US","    656.1","","     656.1","K","        61","K","        41","K","         6","K","","","","","         0","K","        35","K","         0","K","       194","K","        91","K","","","   -3.3","K,1224, ","","","","","  50.8"," ,K,0320, ","   40.0","K,0622, ","    1674.4","K","0.0","K,1108","-2.2","K,1215","","","","","","","-0.6","K,0228","-2.8","K,0111","","","","","    1546.2","2","    1546.2","K","      9.31","K","     23.28","K","    645.2"," ,K","","","     15.63","K","     23.30","K","      7.95","K","     24438","K"
"USC00044712","2012","38.492","-122.0039","57.0","LAKE SOLANO, CA US","    811.9","","     811.9","7","        61","7","        41","7","        11","7","","","","","         0","7","        19","7","         0","7","       210","7","       113","7","","","   -5.0","7,0118,+","","","","","  53.8"," ,7,0123, ","   41.1","7,0814,+","    1842.7","7","0.0","7,1111","","","","","","","","","0.0","K,0128","-2.2","K,0119","-5.0","K,0118","","","    1431.7","7","    1431.7","7","     10.02","7","     24.76","7","    761.5"," ,7","","","     16.84","7","     24.84","7","      8.84","7","     25135","7"
"USC00044712","2013","38.492","-122.0039","57.0","LAKE SOLANO, CA US","    834.2","","     834.2","7","        22","7","        11","7","         0","7","","","","","         0","7","        36","7","         0","7","       241","7","        95","7","","","   -5.6","7,1206, ","","","","","  17.8"," ,7,0507, ","   43.3","7,0704,+","    2027.1","7","-3.3","7,1205","-3.3","7,1205","-5.6","7,1206","","","","","-0.6","7,0219","-2.2","7,0211","-4.4","7,0114","","","    1273.8","8","    1273.8","7","     10.88","7","     25.17","7","    122.5"," ,7","","","     17.19","7","     25.54","7","      8.84","7","     31745","7"
"USC00044712","2014","38.492","-122.0039","57.0","LAKE SOLANO, CA US","    930.1","","     930.1","7","        57","7","        40","7","         7","7","        0","","         0","7","         0","7","         2","7","         0","7","       252","7","       116","7","","","    0.0","7,1229,+","     0"," ,7,1231,+","     0"," ,7,1231,+","  77.5"," ,7,1212, ","   41.7","7,0801,+","    1926.2","7","0.0","7,1229","","","","","","","","","0.0","7,0205","","","","","","","    1036.4","4","    1036.4","7","     11.86","7","     25.68","7","    609.1"," ,7","        0"," ,7","     18.20","7","     26.19","7","     10.21","7","     24027","7"
"USC00044712","2015","38.492","-122.0039","57.0","LAKE SOLANO, CA US","    973.7","","     973.7","7","        39","7","        17","7","         2","7","        0","","         0","7","         0","7","        14","7","         0","7","       248","7","       111","7","","","   -2.2","7,0101, ","     0"," ,7,1231,+","     0"," ,7,1231,+","  69.6"," ,7,0207, ","   42.2","7,0911,+","    1915.7","7","-0.6","7,1126","","","","","","","","","-1.7","7,0104","-2.2","7,0101","","","","","     947.4","4","     947.4","7","     11.78","7","     25.41","7","    240.9"," ,7","        0"," ,7","     18.06","7","     26.10","7","     10.01","7","     26339","7"
"USC00044712","2016","38.492","-122.0039","57.0","LAKE SOLANO, CA US","    834.5","","     834.5","7","        79","7","        43","7","         6","7","","","","","         0","7","         8","7","         0","7","       239","7","       109","7","","","   -3.3","7,1228, ","","","","","  70.9"," ,7,0306, ","   42.8","7,0728,+","    1924.0","7","0.0","7,1207","-2.2","7,1226","","","","","","","0.0","7,0102","","","","","","","    1156.6","6","    1156.6","7","     11.82","7","     24.35","7","    627.9"," ,7","","","     17.53","7","     25.42","7","      9.65","7","     28820","7"
"USC00044712","2017","38.492","-122.0039","57.0","LAKE SOLANO, CA US","   1035.3","","    1035.3","7","        64","7","        44","7","        14","7","","","","","         0","7","         8","7","         0","7","       218","7","       112","7","","","   -2.8","7,1222, ","","","","","  71.9"," ,7,0111, ","   43.3","7,0903, ","    2051.6","7","-0.6","7,1209","-2.8","7,1222","","","","","","","0.0","7,0117","","","","","","","    1252.9","9","    1252.9","7","     11.86","7","     24.37","7","   1012.0"," ,7","","","     17.89","7","     25.47","7","     10.30","7","     31244","7"
"USC00044712","2018","38.492","-122.0039","57.0","LAKE SOLANO, CA US","    886.8","","     886.8","7","        53","7","        30","7","         6","7","        0","","         0","7","         0","7","         8","7","         0","7","       231","7","        97","7","","","   -1.7","7,0224, ","     0"," ,7,1231,+","     0"," ,7,1231,+","  69.3"," ,7,0109, ","   42.2","7,0726, ","    2047.7","7","","","","","","","","","","","0.0","7,0318","","","","","","","    1177.4","4","    1177.4","7","     11.13","7","     24.33","7","    463.9"," ,7","        0"," ,7","     17.59","7","     25.61","7","      9.57","7","     29782","7"
"USC00044712","2019","38.492","-122.0039","57.0","LAKE SOLANO, CA US","    913.3","","     913.3","7","        71","7","        47","7","        13","7","        0","","         0","7","         0","7","         9","7","         0","7","       227","7","       101","7","","","   -1.7","7,0102, ","     0"," ,7,1231,+","     0"," ,7,1231,+"," 112.0"," ,7,0214, ","   42.2","7,0729, ","    2002.8","7","0.0","7,1128","","","","","","","","","-1.1","7,0223","","","","","","","    1212.1","1","    1212.1","7","     11.21","7","     23.98","7","   1132.0"," ,7","        0"," ,7","     17.42","7","     24.72","7","     10.11","7","     29114","7"
"USC00044712","2020","38.492","-122.0039","57.0","LAKE SOLANO, CA US","   1129.8","","    1129.8","7","        34","7","        16","7","         0","7","","","","","         0","7","         1","7","         0","7","       233","7","       127","7","","","   -1.1","7,1221, ","","","","","  16.8"," ,7,0117, ","   45.0","7,0816, ","    2169.4","7","-1.1","7,1221","","","","","","","","","","","","","","","","","    1133.8","8","    1133.8","7","     11.43","7","     24.48","7","    130.6"," ,7","","","     18.34","7","     26.28","7","     10.40","7","     29199","7"
"USC00044712","2021","38.492","-122.0039","57.0","LAKE SOLANO, CA US","   1049.4","","    1049.4","7","        61","7","        28","7","         7","7","        0","","         0","7","         0","7","         4","7","         0","7","       241","7","       123","7","","","   -1.1","7,0315, ","     0"," ,7,1231,+","     0"," ,7,1231,+"," 113.8"," ,7,1025, ","   47.2","7,0712, ","    2221.2","7","-0.6","7,1211","","","","","","","","","-1.1","7,0315","","","","","","","    1086.2","2","    1086.2","7","     11.17","7","     24.83","7","    582.4"," ,7","        0"," ,7","     18.00","7","     25.90","7","     10.10","7","     29398","7"
"USC00044712","2022","38.492","-122.0039","57.0","LAKE SOLANO, CA US","   1114.8","","    1114.8","7","        42","7","        23","7","         2","7","","","","","         0","7","         8","7","         0","7","       240","7","       115","7","","","   -1.7","7,1130, ","","","","","  34.3"," ,7,1227, ","   46.7","7,0906, ","    2197.0","7","-1.7","7,1130","","","","","","","","","-0.6","7,0226","","","","","","","    1149.5","5","    1149.5","7","     11.13","7","     24.52","7","    288.7"," ,7","","","     18.13","7","     26.13","7","     10.13","7","     29630","7"
"USC00044712","2023","38.492","-122.0039","57.0","LAKE SOLANO, CA US","    908.6","","     908.6","7","        72","7","        49","7","        11","7","        0","","         0","7","         0","7","         5","7","         0","7","       207","7","       105","7","","","   -1.7","7,0210, ","     0"," ,7,1231,+","     0"," ,7,1231,+","  74.9"," ,7,0109, ","   43.3","7,0723,+","    1861.6","7","0.0","7,1127","","","","","","","","","-0.6","7,0216","","","","","","","    1474.6","6","    1474.6","7","     11.05","7","     23.66","7","    918.9"," ,7","        0"," ,7","     17.20","7","     24.62","7","      9.79","7","     29043","7"
"USC00044712","2024","38.492","-122.0039","57.0","LAKE SOLANO, CA US","   1229.6","","    1229.6","7","        74","7","        52","7","         7","7","        0","","         0","7","         0","7","         3","7","         0","7","       227","7","       126","7","","","   -0.6","7,1210, ","     0"," ,7,1231,+","     0"," ,7,1231,+","  79.0"," ,7,0204, ","   45.0","7,0707, ","    2033.3","7","0.0","7,1130","","","","","","","","","","","","","","","","","    1083.3","3","    1083.3","7","     11.91","7","     24.29","7","    723.0"," ,7","        0"," ,7","     18.51","7","     25.92","7","     11.10","7","     27989","7"
