"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"COM00080370","2016","0.862","-77.672","2976.4","SAN LUIS, CO","","","","","","","         0"," ","         0","S","    0.2","S,0825, ","","","","","","","      6.75","S"
"COM00080370","2018","0.862","-77.672","2976.4","SAN LUIS, CO","       204","S","        69","S","         2","S","         0"," ","         0","S","    1.0","S,1024, ","  57.9"," ,S,0401, ","","","    764.6"," ,S","      6.30","S"
"COM00080370","2019","0.862","-77.672","2976.4","SAN LUIS, CO","       229","S","        82","S","         5","S","         0"," ","         0","S","    0.4","S,0711, ","  38.1"," ,S,1207, ","","","    882.6"," ,S","      6.52","S"
"COM00080370","2023","0.862","-77.672","2976.4","SAN LUIS, CO","","","","","","","         0"," ","         1","S","    0.0","S,0921, ","","","0.0","S,0921","","","      6.51","S"
