"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00517777","1950","21.96667","-159.46667","167.9","PAPUAA 997, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","","","        0"," ,0"
"USC00517777","1951","21.96667","-159.46667","167.9","PAPUAA 997, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   2794.6"," ,0","        0"," ,0"
"USC00517777","1952","21.96667","-159.46667","167.9","PAPUAA 997, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   2217.1"," ,0","        0"," ,0"
"USC00517777","1953","21.96667","-159.46667","167.9","PAPUAA 997, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1522.8"," ,0","        0"," ,0"
"USC00517777","1954","21.96667","-159.46667","167.9","PAPUAA 997, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   2357.1"," ,0","        0"," ,0"
"USC00517777","1955","21.96667","-159.46667","167.9","PAPUAA 997, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   2309.6"," ,0","        0"," ,0"
"USC00517777","1956","21.96667","-159.46667","167.9","PAPUAA 997, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   2350.8"," ,0","        0"," ,0"
"USC00517777","1957","21.96667","-159.46667","167.9","PAPUAA 997, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   2275.2"," ,0","        0"," ,0"
"USC00517777","1958","21.96667","-159.46667","167.9","PAPUAA 997, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1761.3"," ,0","        0"," ,0"
"USC00517777","1959","21.96667","-159.46667","167.9","PAPUAA 997, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1795.2"," ,0","        0"," ,0"
"USC00517777","1960","21.96667","-159.46667","167.9","PAPUAA 997, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   2158.4"," ,0","        0"," ,0"
"USC00517777","1961","21.96667","-159.46667","167.9","PAPUAA 997, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   2135.5"," ,0","        0"," ,0"
"USC00517777","1962","21.96667","-159.46667","167.9","PAPUAA 997, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   2307.7"," ,0","        0"," ,0"
