"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN001050200","1901","16.95","82.233","8.0","KAKINADA, IN","        93","I","        65","I","        12","I","","","","","","","","","","","",""," 114.0"," ,I,1107, ","","","   1161.0"," ,I","","","",""
"IN001050200","1902","16.95","82.233","8.0","KAKINADA, IN","        69","I","        49","I","        12","I","","","","","","","","","","","",""," 162.6"," ,I,1030, ","","","   1132.9"," ,I","","","",""
"IN001050200","1903","16.95","82.233","8.0","KAKINADA, IN","       111","I","        80","I","        16","I","","","","","","","","","","","","","  96.5"," ,I,1108, ","","","   1332.1"," ,I","","","",""
"IN001050200","1904","16.95","82.233","8.0","KAKINADA, IN","        65","I","        40","I","         8","I","","","","","","","","","","","","","  87.1"," ,I,1018, ","","","    721.1"," ,I","","","",""
"IN001050200","1905","16.95","82.233","8.0","KAKINADA, IN","        82","I","        47","I","         5","I","","","","","","","","","","","","","  71.6"," ,I,0324, ","","","    609.1"," ,I","","","",""
"IN001050200","1906","16.95","82.233","8.0","KAKINADA, IN","        82","I","        62","I","        17","I","","","","","","","","","","","","","  75.2"," ,I,1019, ","","","   1207.7"," ,I","","","",""
"IN001050200","1907","16.95","82.233","8.0","KAKINADA, IN","        65","I","        49","I","        11","I","","","","","","","","","","","",""," 151.1"," ,I,0616, ","","","   1086.9"," ,I","","","",""
"IN001050200","1908","16.95","82.233","8.0","KAKINADA, IN","        70","I","        43","I","         9","I","","","","","","","","","","","","","  73.7"," ,I,0925, ","","","    725.7"," ,I","","","",""
"IN001050200","1909","16.95","82.233","8.0","KAKINADA, IN","        80","I","        58","I","        11","I","","","","","","","","","","","","","  91.9"," ,I,1204, ","","","    864.6"," ,I","","","",""
"IN001050200","1910","16.95","82.233","8.0","KAKINADA, IN","        96","I","        65","I","        12","I","","","","","","","","","","","","","  67.6"," ,I,0927, ","","","    985.5"," ,I","","","",""
