"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00248860","2009","44.79167","-111.10917","2075.1","WEST YELLOWSTONE 10 NNE, MT US","","","","","","","","","","","","","","","","","        23"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00248860","2010","44.79167","-111.10917","2075.1","WEST YELLOWSTONE 10 NNE, MT US","      0.0","","       0.0","0","        26","0","       250","0","       107","0","        65","0","         0","0","         1"," ","        16"," ","  -32.8","0,0107, ","   28.3","0,0826,+","0.0","0,0824","-2.8","0,0906","-4.4","0,0907","-6.7","0,1026","-8.9","0,1110","-3.3","0,0618","-3.3","0,0618","-5.0","0,0523","-8.3","0,0508","-11.1","0,0507","    6094.3","3","    6094.3","0","      1.99","0","      8.85","0","     -4.88","0"
"USC00248860","2011","44.79167","-111.10917","2075.1","WEST YELLOWSTONE 10 NNE, MT US","","","","","","","","","","","","","","","","","        10"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00248860","2012","44.79167","-111.10917","2075.1","WEST YELLOWSTONE 10 NNE, MT US","","","","","","","","","","","","","","","","","         4"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
