"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES"
"USW00004927","2013","43.67667","-92.17972","388.9","PRESTONE FILLMORE CO AIRPORT, MN US","","","","","","","","","","","","","","","","","        10"," ","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00004927","2014","43.67667","-92.17972","388.9","PRESTONE FILLMORE CO AIRPORT, MN US","","","","","","","","","","","","","","","","","       109"," ","        28"," ","        50"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00004927","2015","43.67667","-92.17972","388.9","PRESTONE FILLMORE CO AIRPORT, MN US","","","","","","","","","","","","","","","","","        97"," ","        15"," ","        44"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00004927","2016","43.67667","-92.17972","388.9","PRESTONE FILLMORE CO AIRPORT, MN US","","","","","","","","","","","","","","","","","       101"," ","        21"," ","        42"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00004927","2017","43.67667","-92.17972","388.9","PRESTONE FILLMORE CO AIRPORT, MN US","","","","","","","","","","","","","","","","","        96"," ","        16"," ","        55"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00004927","2018","43.67667","-92.17972","388.9","PRESTONE FILLMORE CO AIRPORT, MN US","","","","","","","","","","","","","","","","","       114"," ","        22"," ","        47"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00004927","2019","43.67667","-92.17972","388.9","PRESTONE FILLMORE CO AIRPORT, MN US","","","","","","","","","","","","","","","","","       122"," ","        20"," ","        53"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00004927","2020","43.67667","-92.17972","388.9","PRESTONE FILLMORE CO AIRPORT, MN US","       4.0","W","    313.0","","     313.0","W","        13","W","       171","W","        73","W","       119","W","         6","W","       105"," ","        14"," ","        44"," ","  -28.8","W,0214, ","   33.3","W,0602, ","0.0","W,1002","-3.2","W,1018","-7.1","W,1024","-7.1","W,1024","-9.3","W,1027","0.0","W,0512","-2.7","W,0509","-6.6","W,0416","-9.3","W,0415","-9.3","W,0415","    4348.0","0","    4348.0","W","      7.51","W","     12.40","W","      2.63","W","       290","W","      16.5","W"
"USW00004927","2021","43.67667","-92.17972","388.9","PRESTONE FILLMORE CO AIRPORT, MN US","","","","","","","","","","","","","","","","","       120"," ","        15"," ","        18"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00004927","2022","43.67667","-92.17972","388.9","PRESTONE FILLMORE CO AIRPORT, MN US","       4.3","W","    308.9","","     308.9","W","        36","W","       165","W","        84","W","       137","W","         4","W","       119"," ","        14"," ","        34"," ","  -30.5","W,0126, ","   33.9","W,0614, ","0.0","W,1007","-2.7","W,1017","-5.5","W,1018","-7.7","W,1116","-10.5","W,1118","-1.0","W,0427","-2.7","W,0426","-4.9","W,0419","-8.2","W,0328","-9.9","W,0327","","","","","      6.56","W","     11.58","W","      1.55","W","       310","W","      16.1","W"
"USW00004927","2023","43.67667","-92.17972","388.9","PRESTONE FILLMORE CO AIRPORT, MN US","","","","","","","","","","","","","","","","","       139"," ","        23"," ","        11"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00004927","2024","43.67667","-92.17972","388.9","PRESTONE FILLMORE CO AIRPORT, MN US","","","","","","","","","","","","","","","","","       131"," ","        30"," ","         8"," ","","","","","","","","","","","","","","","","","","","","","","","","","    3411.5","5","    3411.5","D","","","","","","","","","",""
"USW00004927","2025","43.67667","-92.17972","388.9","PRESTONE FILLMORE CO AIRPORT, MN US","","","","","","","","","","","","","","","","","        29"," ","         4"," ","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
