"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"CA00504K80K","1997","52.1167","-101.2333","335.0","SWAN RIVER RCS, MB CA","     79.9","","      79.9","C","       105","C","        52","C","         2","C","        13","C","        62","C","       209","C","       132","C","        85","C","         1","C","  -36.4","C,0128, ","    81"," ,C,1229, ","  54.8"," ,C,0710, ","   33.8","C,0807, ","-0.5","C,0920","-2.7","C,1006","-5.0","C,1023","-8.5","C,1024","-16.0","C,1025","0.0","C,0521","-5.6","C,0515","-5.6","C,0515","-14.3","C,0416","-14.3","C,0416","","","","","    509.2"," ,C","      927"," ,C","      1.47","C","      6.87","C","     -3.93","C","","","",""
"CA00504K80K","1998","52.1167","-101.2333","335.0","SWAN RIVER RCS, MB CA","     77.5","","      77.5","C","        94","C","        47","C","         1","C","         9","C","        55","C","       198","C","       116","C","       101","C","         1","C","  -35.9","C,0309, ","   180"," ,C,1217, ","  30.0"," ,C,1011, ","   32.3","C,0811, ","-0.8","C,0930","-5.1","C,1002","-5.1","C,1002","-6.7","C,1031","-9.3","C,1111","-2.4","C,0531","-2.4","C,0531","-6.1","C,0419","-13.2","C,0324","-13.2","C,0324","    5640.2","2","    5640.2","C","    445.8"," ,C","     1027"," ,C","      2.62","C","      7.89","C","     -2.64","C","","","",""
"CA00504K80K","1999","52.1167","-101.2333","335.0","SWAN RIVER RCS, MB CA","     43.3","","      43.3","C","        94","C","        38","C","         3","C","         7","C","        51","C","       196","C","        98","C","        66","C","         1","C","  -35.4","C,0112, ","   120"," ,C,0403, ","  48.4"," ,C,0715, ","   32.4","C,0825, ","0.0","C,0915","-2.4","C,0928","-5.6","C,1001","-7.5","C,1106","-11.7","C,1124","-0.6","C,0518","-2.7","C,0508","-5.3","C,0422","-7.1","C,0417","-9.8","C,0324","    5873.5","5","    5873.5","C","    461.0"," ,C","      714"," ,C","      2.47","C","      7.90","C","     -2.98","C","","","",""
"CA00504K80K","2000","52.1167","-101.2333","335.0","SWAN RIVER RCS, MB CA","     72.4","","      72.4","C","        89","C","        40","C","         1","C","","","        71","C","       198","C","       120","C","        71","C","         1","C","  -35.6","C,1221,+","","","  35.0"," ,C,0620, ","   34.3","C,0729, ","-0.7","C,0921","-3.1","C,0923","-5.1","C,1004","-6.9","C,1005","-9.2","C,1007","-2.2","C,0518","-2.2","C,0518","-4.4","C,0419","-8.8","C,0415","-12.3","C,0414","    5777.8","8","    5777.8","C","    362.5"," ,C","","","      1.26","C","      6.92","C","     -4.41","C","","","",""
"CA00504K80K","2001","52.1167","-101.2333","335.0","SWAN RIVER RCS, MB CA","    108.3","","     108.3","C","","","","","","","","","        53","C","       201","C","       120","C","        99","C","         5","C","  -36.9","C,0210, ","","","","","   33.8","C,0803, ","-0.1","C,0918","-2.6","C,0922","-5.3","C,0923","-8.4","C,1006","-9.6","C,1021","0.0","C,0603","-3.3","C,0510","-6.9","C,0422","-6.9","C,0422","-9.2","C,0421","    6332.4","4","    6332.4","C","","","","","      2.80","C","      8.66","C","     -3.06","C","","","",""
"CA00504K80K","2002","52.1167","-101.2333","335.0","SWAN RIVER RCS, MB CA","    125.8","","     125.8","C","","","","","","","","","        70","C","       227","C","       146","C","        84","C","         7","C","  -34.5","C,0129, ","","","","","   34.5","C,0713, ","-4.6","C,0925","-4.6","C,0925","-4.6","C,0925","-7.2","C,0927","-8.9","C,0928","-4.2","C,0524","-4.2","C,0524","-5.0","C,0519","-7.8","C,0517","-9.8","C,0506","    6127.7","7","    6127.7","C","","","","","      1.16","C","      6.69","C","     -4.37","C","","","",""
"CA00504K80K","2003","52.1167","-101.2333","335.0","SWAN RIVER RCS, MB CA","    148.0","","     148.0","C","        93","C","        36","C","         1","C","","","        70","C","       186","C","       128","C","        99","C","         6","C","  -36.8","C,0221, ","","","  27.6"," ,C,0827, ","   34.5","C,0816, ","0.0","C,0929","-4.4","C,0930","-4.4","C,0930","-6.7","C,1016","-10.4","C,1031","-4.7","C,0511","-4.7","C,0511","-4.7","C,0511","-9.3","C,0406","-9.3","C,0406","    6273.8","8","    6273.8","C","    302.7"," ,C","","","      1.73","C","      7.46","C","     -4.01","C","","","",""
"CA00504K80K","2004","52.1167","-101.2333","335.0","SWAN RIVER RCS, MB CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    6285.3","3","    6285.3","C","","","","","","","","","","","","","",""
"CA00504K80K","2006","52.1167","-101.2333","335.0","SWAN RIVER RCS, MB CA","     80.0","","      80.0","C","","","","","","","","","        56","C","       195","C","       131","C","        98","C","         3","C","  -40.8","C,0216, ","","","","","   32.4","C,0722, ","-0.6","C,0907","-2.8","C,0909","-5.5","C,1011","-11.5","C,1020","-11.5","C,1020","-3.6","C,0521","-3.6","C,0521","-5.3","C,0408","-11.0","C,0407","-11.0","C,0407","","","","","","","","","      2.39","C","      8.30","C","     -3.51","C","","","",""
"CA00504K80K","2009","52.1167","-101.2333","335.0","SWAN RIVER RCS, MB CA","     47.9","","      47.9","C","        87","C","        31","C","         1","C","","","        78","C","       209","C","       108","C","        93","C","         0","C","  -36.0","C,0310, ","","","  36.4"," ,C,0816, ","   31.5","C,0924, ","-3.1","C,1008","-3.1","C,1008","-4.6","C,1009","-7.5","C,1031","-9.9","C,1105","-3.0","C,0606","-3.0","C,0606","-7.4","C,0514","-7.4","C,0514","-9.0","C,0406","    6514.5","5","    6514.5","C","    332.0"," ,C","","","      1.03","C","      7.00","C","     -4.93","C","","","",""
"CA00504K80K","2010","52.1167","-101.2333","335.0","SWAN RIVER RCS, MB CA","     51.1","","      51.1","C","        95","C","        50","C","         3","C","","","        65","C","       194","C","       118","C","        86","C","         0","C","  -36.6","C,0101, ","","","  49.0"," ,C,0814, ","   30.7","C,0807, ","-0.4","C,0918","-2.8","C,1002","-4.8","C,1021","-7.3","C,1028","-9.7","C,1111","-4.0","C,0509","-4.0","C,0509","-5.5","C,0507","-17.5","C,0325","-17.5","C,0325","    5687.5","5","    5687.5","C","    529.2"," ,C","","","      2.42","C","      8.09","C","     -3.26","C","","","",""
"CA00504K80K","2011","52.1167","-101.2333","335.0","SWAN RIVER RCS, MB CA","     98.9","","      98.9","C","        80","C","        30","C","         1","C","","","        77","C","       205","C","       120","C","       101","C","         3","C","  -37.4","C,0130, ","","","  27.4"," ,C,0613, ","   33.7","C,0719, ","0.0","C,0913","-2.8","C,0914","-8.0","C,1018","-8.0","C,1018","-9.9","C,1019","-1.6","C,0524","-2.8","C,0502","-4.8","C,0430","-8.2","C,0414","-11.1","C,0413","    6439.7","7","    6439.7","C","    307.2"," ,C","","","      1.96","C","      8.10","C","     -4.18","C","","","",""
"CA00504K80K","2012","52.1167","-101.2333","335.0","SWAN RIVER RCS, MB CA","    119.6","","     119.6","C","        83","C","        47","C","         3","C","","","        58","C","       199","C","       119","C","        93","C","         2","C","  -36.3","C,0117, ","","","  76.6"," ,C,0711, ","   32.9","C,0829, ","0.0","C,0916","-3.1","C,0921","-7.4","C,1005","-7.4","C,1005","-10.1","C,1108","-1.5","C,0526","-3.0","C,0504","-5.9","C,0425","-8.0","C,0419","-9.3","C,0411","    5341.4","4","    5341.4","C","    607.1"," ,C","","","      2.50","C","      8.22","C","     -3.23","C","","","",""
"CA00504K80K","2013","52.1167","-101.2333","335.0","SWAN RIVER RCS, MB CA","     78.0","","      78.0","C","        72","C","        35","C","         4","C","","","        90","C","       206","C","       144","C","        88","C","         0","C","  -38.3","C,0219, ","","","  44.7"," ,C,1011, ","   32.0","C,0830, ","-0.2","C,0915","-2.9","C,1004","-5.0","C,1005","-8.1","C,1019","-8.9","C,1028","-0.9","C,0602","-3.5","C,0512","-11.6","C,0502","-11.6","C,0502","-11.6","C,0502","    6561.7","7","    6561.7","C","    470.2"," ,C","","","      0.31","C","      6.16","C","     -5.54","C","","","",""
"CA00504K80K","2014","52.1167","-101.2333","335.0","SWAN RIVER RCS, MB CA","     82.8","","      82.8","C","        88","C","        45","C","         3","C","","","        86","C","       205","C","       133","C","        84","C","         3","C","  -35.2","C,0301, ","","","  53.0"," ,C,0529, ","   35.4","C,0524, ","-0.2","C,0910","-2.5","C,0929","-4.5","C,1008","-7.4","C,1030","-9.7","C,1031","-0.8","C,0521","-3.2","C,0518","-6.5","C,0418","-13.0","C,0417","-13.0","C,0417","    6708.2","2","    6708.2","C","    479.8"," ,C","","","      0.35","C","      6.15","C","     -5.45","C","","","",""
"CA00504K80K","2015","52.1167","-101.2333","335.0","SWAN RIVER RCS, MB CA","     95.8","","      95.8","C","","","","","","","","","        53","C","       191","C","       103","C","       103","C","         0","C","  -37.2","C,0221, ","","","","","   31.7","C,0628, ","-1.1","C,0928","-5.6","C,1016","-5.6","C,1016","-8.2","C,1017","-9.3","C,1119","-1.2","C,0531","-5.2","C,0530","-5.2","C,0530","-7.9","C,0423","-10.8","C,0405","    5862.0","0","    5862.0","C","","","","","      3.05","C","      8.99","C","     -2.89","C","","","",""
"CA00504K80K","2016","52.1167","-101.2333","335.0","SWAN RIVER RCS, MB CA","     68.7","","      68.7","C","       112","C","        47","C","         2","C","","","        50","C","       188","C","       113","C","        95","C","         1","C","  -33.6","C,0212, ","","","  31.3"," ,C,0703, ","   34.5","C,0505, ","0.0","C,0916","-2.9","C,1012","-5.6","C,1013","-12.0","C,1119","-12.0","C,1119","-2.4","C,0514","-2.4","C,0514","-4.8","C,0429","-11.0","C,0412","-11.0","C,0412","    5380.5","5","    5380.5","C","    507.2"," ,C","","","      3.30","C","      8.82","C","     -2.23","C","        29","C","      76.0","C"
"CA00504K80K","2017","52.1167","-101.2333","335.0","SWAN RIVER RCS, MB CA","     57.0","","      57.0","C","       101","C","        35","C","         0","C","","","        54","C","       201","C","       110","C","        97","C","         0","C","  -36.2","C,0310, ","","","  19.5"," ,C,0711, ","   31.8","C,0828, ","-2.4","C,0918","-2.4","C,0918","-5.3","C,1014","-9.6","C,1026","-9.6","C,1026","-1.7","C,0519","-5.1","C,0518","-5.1","C,0518","-7.4","C,0428","-14.9","C,0322","    5490.0","0","    5490.0","C","    303.8"," ,C","","","      2.34","C","      8.42","C","     -3.74","C","        25","C","      91.0","C"
"CA00504K80K","2018","52.1167","-101.2333","335.0","SWAN RIVER RCS, MB CA","     97.7","","      97.7","C","        70","C","        28","C","         4","C","","","        70","C","       220","C","       144","C","        87","C","         2","C","  -36.6","C,1231, ","","","  31.2"," ,C,0602, ","   33.0","C,0718, ","-1.6","C,0905","-2.9","C,0922","-4.5","C,0923","-7.1","C,0930","-10.6","C,1014","-0.3","C,0519","-6.5","C,0510","-6.5","C,0510","-6.9","C,0416","-11.5","C,0414","    6197.3","3","    6197.3","C","    376.6"," ,C","","","      0.81","C","      6.70","C","     -5.08","C","","","",""
