"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00058690","2006","40.9652","-105.2185","2140.9","VIRGINIA DALE 7 ENE, CO US","","","    127.8","","     127.8","0","        90","0","        38","0","         0","0","       79","","        21","0","        11","0","       206","0","        43","0","       122","0","         4","0","        13"," ","        43"," ","  -31.1","0,0218, ","   356"," ,0,1229, ","   318"," ,0,1221, ","  23.1"," ,0,1221, ","   34.4","0,0731,+","-0.6","0,0902","-2.8","0,0928","-10.0","0,1018","-10.0","0,1018","-10.0","0,1018","-1.1","0,0529","-2.2","0,0515","-5.0","0,0511","-6.7","0,0425","-8.9","0,0323","    4195.2","2","    4195.2","0","    339.9"," ,0","     2408"," ,0","      6.63","0","     13.85","0","     -0.59","0","","","",""
"USC00058690","2007","40.9652","-105.2185","2140.9","VIRGINIA DALE 7 ENE, CO US","","","    110.5","","     110.5","0","       103","0","        43","0","         1","0","      109","","        17","0","        14","0","       188","0","        53","0","       115","0","         7","0","        10"," ","        56"," ","  -25.6","0,0202, ","   305"," ,0,0122,+","   165"," ,0,0330, ","  58.7"," ,0,1014, ","   33.9","0,0626, ","-0.6","0,0911","-2.8","0,0925","-7.2","0,1022","-7.2","0,1022","-9.4","0,1106","-3.3","0,0608","-3.3","0,0608","-5.0","0,0420","-7.2","0,0412","-10.6","0,0408","    4517.6","6","    4517.6","0","    433.7"," ,0","     1346"," ,0","      6.50","0","     13.77","0","     -0.78","0","","","",""
"USC00058690","2008","40.9652","-105.2185","2140.9","VIRGINIA DALE 7 ENE, CO US","","","     80.4","","      80.4","0","        91","0","        31","0","         5","0","       90","","        15","0","        10","0","       211","0","        50","0","       104","0","         5","0","        21"," ","        41"," ","  -25.6","0,1215, ","   229"," ,0,0410, ","   267"," ,0,0410, ","  55.1"," ,0,0522, ","   35.6","0,0802, ","0.0","0,0903","-3.9","0,1007","-5.6","0,1013","-7.2","0,1014","-10.0","0,1121","-1.1","0,0612","-4.4","0,0514","-4.4","0,0514","-7.2","0,0511","-8.9","0,0503","    4686.6","6","    4686.6","0","    436.1"," ,0","     1467"," ,0","      5.55","0","     12.83","0","     -1.72","0","","","",""
"USC00058690","2009","40.9652","-105.2185","2140.9","VIRGINIA DALE 7 ENE, CO US","","","","","","","       114","0","        52","0","         1","0","      126","","        37","0","","","","","","","","","","","        35"," ","        54"," ","","","   432"," ,0,0418, ","   483"," ,0,0417, ","  34.5"," ,0,0417, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    469.3"," ,0","     3754"," ,0","","","","","","","","","",""
"USC00058690","2010","40.9652","-105.2185","2140.9","VIRGINIA DALE 7 ENE, CO US","","","     69.9","","      69.9","0","        85","0","        34","0","         4","0","      131","","        20","0","         9","0","       204","0","        34","0","       116","0","         4","0","        42"," ","        31"," ","  -22.8","0,0209, ","   305"," ,0,0306,+","   249"," ,0,0512, ","  32.3"," ,0,0422, ","   32.8","0,0718,+","-2.2","0,0903","-2.2","0,0903","-8.3","0,1028","-8.3","0,1028","-10.0","0,1110","-0.6","0,0523","-3.3","0,0514","-4.4","0,0513","-6.7","0,0507","-10.0","0,0403","    4923.2","2","    4923.2","0","    399.1"," ,0","     2422"," ,0","      6.07","0","     13.25","0","     -1.12","0","","","",""
"USC00058690","2011","40.9652","-105.2185","2140.9","VIRGINIA DALE 7 ENE, CO US","","","    125.9","","     125.9","7","","","","","","","      107","","        26","7","        17","7","       214","7","        34","7","       112","7","        11","7","        29"," ","        45"," ","  -32.2","7,0202, ","   203"," ,7,1102, ","   206"," ,7,1102, ","","","   35.0","7,0826, ","-0.6","7,0904","-2.2","7,0921","-6.7","7,1019","-6.7","7,1019","-13.3","7,1027","-1.1","7,0521","-2.2","7,0516","-7.2","7,0503","-7.2","7,0503","-9.4","7,0404","    4570.4","4","    4570.4","7","","","     2354"," ,7","      5.95","7","     13.33","7","     -1.44","7","","","",""
"USC00058690","2012","40.9652","-105.2185","2140.9","VIRGINIA DALE 7 ENE, CO US","       3.0","7","    186.1","","     186.1","7","        79","7","        32","7","         1","7","       69","","        16","7","         2","7","       184","7","        29","7","       138","7","        23","7","        18"," ","        43"," ","  -21.7","7,1210, ","   279"," ,7,0211, ","   208"," ,7,0211, ","  35.1"," ,7,0708, ","   35.6","7,0625,+","0.0","7,0922","-4.4","7,1004","-4.4","7,1004","-7.8","7,1007","-13.9","7,1026","-1.7","7,0529","-2.2","7,0513","-5.6","7,0429","-7.2","7,0320","-12.2","7,0308","    4016.0","0","    4016.0","7","    275.3"," ,7","     1502"," ,7","      8.00","7","     16.14","7","     -0.15","7","       270","7","     105.1","7"
"USC00058690","2013","40.9652","-105.2185","2140.9","VIRGINIA DALE 7 ENE, CO US","       3.0","7","    113.8","","     113.8","7","       106","7","        41","7","         6","7","","","        25","7","        13","7","       204","7","        48","7","       114","7","        10","7","        35"," ","        57"," ","  -30.0","7,1205, ","","","   305"," ,7,0501,+"," 121.9"," ,7,0913, ","   34.4","7,0628, ","0.0","7,0920","-2.8","7,1004","-5.0","7,1005","-7.2","7,1016","-12.8","7,1121","-1.1","7,0602","-2.2","7,0506","-8.9","7,0503","-8.9","7,0503","-8.9","7,0503","    4430.1","1","    4430.1","7","    700.7"," ,7","     2852"," ,7","      6.00","7","     13.34","7","     -1.35","7","","","",""
"USC00058690","2014","40.9652","-105.2185","2140.9","VIRGINIA DALE 7 ENE, CO US","       3.1","7","     46.5","","      46.5","7","       125","7","        57","7","         3","7","      105","","        30","7","        17","7","       195","7","        33","7","       108","7","         1","7","        31"," ","        66"," ","  -34.4","7,0205, ","   305"," ,7,0512,+","   203"," ,7,0512,+","  56.1"," ,7,0730, ","   32.2","7,0708, ","-3.3","7,0912","-3.3","7,0912","-7.2","7,1031","-7.2","7,1031","-16.1","7,1111","-0.6","7,0515","-4.4","7,0514","-4.4","7,0514","-8.3","7,0513","-11.7","7,0415","    4500.8","8","    4500.8","7","    583.6"," ,7","     2786"," ,7","      6.31","7","     13.75","7","     -1.13","7","       320","7","      25.9","7"
"USC00058690","2015","40.9652","-105.2185","2140.9","VIRGINIA DALE 7 ENE, CO US","       3.0","7","     56.1","","      56.1","7","       132","7","        58","7","         3","7","       98","","        27","7","        14","7","       179","7","        36","7","       121","7","         1","7","        48"," ","        58"," ","  -22.2","7,1227, ","   229"," ,7,0418, ","   203"," ,7,0417, ","  39.1"," ,7,0519, ","   32.8","7,0816, ","0.0","7,0823","-3.9","7,1016","-4.4","7,1024","-10.0","7,1107","-10.0","7,1107","-1.7","7,0521","-2.8","7,0520","-4.4","7,0511","-6.7","7,0410","-10.0","7,0405","    4198.9","9","    4198.9","7","    582.0"," ,7","     2158"," ,7","      7.03","7","     14.31","7","     -0.25","7","       270","7","      29.1","7"
"USC00058690","2016","40.9652","-105.2185","2140.9","VIRGINIA DALE 7 ENE, CO US","       3.2","7","     92.7","","      92.7","7","       101","7","        42","7","         3","7","      110","","        26","7","         5","7","       195","7","        37","7","       123","7","         9","7","        29"," ","        46"," ","  -30.6","7,1208, ","   584"," ,7,0203,+","   432"," ,7,0202, ","  29.0"," ,7,0517, ","   33.9","7,0722, ","-3.3","7,0910","-3.3","7,0910","-6.1","7,1007","-10.6","7,1118","-10.6","7,1118","0.0","7,0524","-4.4","7,0512","-4.4","7,0512","-7.8","7,0502","-10.0","7,0327","    4131.7","7","    4131.7","7","    408.9"," ,7","     2942"," ,7","      7.31","7","     14.92","7","     -0.29","7","       270","7","      26.8","7"
"USC00058690","2017","40.9652","-105.2185","2140.9","VIRGINIA DALE 7 ENE, CO US","       3.0","7","    101.3","","     101.3","7","       108","7","        47","7","         3","7","       79","","        24","7","         4","7","       196","7","        28","7","       117","7","         9","7","        46"," ","        55"," ","  -28.3","7,0106, ","   381"," ,7,0519, ","   328"," ,7,0105, ","  58.7"," ,7,0421, ","   35.0","7,0720, ","-1.1","7,0926","-6.1","7,1003","-6.1","7,1003","-6.7","7,1010","-8.9","7,1027","-1.7","7,0524","-2.8","7,0520","-6.7","7,0430","-6.7","7,0430","-8.9","7,0307","    4060.3","3","    4060.3","7","    474.0"," ,7","     2651"," ,7","      7.35","7","     14.82","7","     -0.12","7","       270","7","      29.1","7"
"USC00058690","2018","40.9652","-105.2185","2140.9","VIRGINIA DALE 7 ENE, CO US","       2.8","7","     86.8","","      86.8","7","        98","7","        43","7","         2","7","       63","","        28","7","         5","7","       203","7","        33","7","       122","7","         7","7","        42"," ","        45"," ","  -25.6","7,0220, ","   127"," ,7,0407,+","   152"," ,7,0421,+","  32.0"," ,7,0503, ","   36.1","7,0629, ","-2.2","7,0926","-2.2","7,0926","-4.4","7,1010","-11.1","7,1014","-11.1","7,1014","0.0","7,0515","-2.8","7,0428","-6.7","7,0425","-6.7","7,0425","-10.0","7,0407","    4180.4","4","    4180.4","7","    370.1"," ,7","     2056"," ,7","      6.59","7","     14.45","7","     -1.27","7","       220","7","      26.8","7"
"USC00058690","2019","40.9652","-105.2185","2140.9","VIRGINIA DALE 7 ENE, CO US","       3.1","7","     93.6","","      93.6","7","       117","7","        57","7","         0","7","      116","","        35","7","        18","7","       212","7","        50","7","       110","7","         9","7","        36"," ","        56"," ","  -28.3","7,0304, ","   457"," ,7,1126, ","   445"," ,7,1126, ","  20.8"," ,7,1126, ","   34.4","7,0906,+","0.0","7,0913","-5.6","7,1007","-5.6","7,1007","-10.0","7,1010","-10.0","7,1010","-1.7","7,0610","-2.8","7,0522","-4.4","7,0501","-6.7","7,0414","-10.6","7,0412","    4653.3","3","    4653.3","7","    464.2"," ,7","     3163"," ,7","      5.73","7","     13.20","7","     -1.75","7","        30","7","      98.3","7"
"USC00058690","2020","40.9652","-105.2185","2140.9","VIRGINIA DALE 7 ENE, CO US","       3.2","7","    134.8","","     134.8","7","        89","7","        32","7","         0","7","      130","","        22","7","        10","7","       203","7","        46","7","       132","7","        18","7","        26"," ","        39"," ","  -28.3","7,0205, ","   381"," ,7,0208,+","   279"," ,7,0204, ","  20.8"," ,7,0609, ","   35.0","7,0711, ","-3.9","7,0908","-3.9","7,0908","-4.4","7,0909","-9.4","7,1016","-9.4","7,1016","-1.1","7,0526","-3.9","7,0512","-11.7","7,0418","-11.7","7,0418","-11.7","7,0418","    4482.4","4","    4482.4","7","    285.8"," ,7","     2271"," ,7","      6.88","7","     14.83","7","     -1.07","7","       270","7","      27.3","7"
"USC00058690","2021","40.9652","-105.2185","2140.9","VIRGINIA DALE 7 ENE, CO US","       3.2","7","    126.8","","     126.8","7","        87","7","        37","7","         3","7","      101","","        24","7","         6","7","       201","7","        42","7","       122","7","        11","7","        32"," ","        35"," ","  -30.6","7,0215, ","   838"," ,7,0315, ","   660"," ,7,0314, ","  43.9"," ,7,0731,+","   35.0","7,0729, ","-2.2","7,0921","-2.2","7,0921","-5.0","7,1013","-7.8","7,1117","-15.0","7,1118","-1.1","7,0524","-2.2","7,0513","-5.0","7,0423","-7.8","7,0422","-12.8","7,0421","    4414.2","2","    4414.2","7","    369.2"," ,7","     2533"," ,7","      7.05","7","     14.74","7","     -0.64","7","       320","7","      29.1","7"
"USC00058690","2022","40.9652","-105.2185","2140.9","VIRGINIA DALE 7 ENE, CO US","       3.2","7","    183.9","","     183.9","7","       102","7","        38","7","         0","7","      113","","        20","7","        20","7","       198","7","        40","7","       124","7","        19","7","        27"," ","        39"," ","  -30.0","7,1222, ","   279"," ,7,0106, ","   290"," ,7,0106, ","  24.9"," ,7,0728, ","   36.1","7,0719, ","0.0","7,1006","-3.9","7,1017","-4.4","7,1028","-6.7","7,1103","-11.1","7,1104","0.0","7,0602","-6.1","7,0522","-6.1","7,0522","-6.7","7,0521","-10.0","7,0425","    4125.6","6","    4125.6","7","    372.5"," ,7","     2009"," ,7","      6.64","7","     14.34","7","     -1.07","7","","","",""
"USC00058690","2023","40.9652","-105.2185","2140.9","VIRGINIA DALE 7 ENE, CO US","","","     90.5","","      90.5","7","       113","7","        54","7","         3","7","      145","","        22","7","         7","7","       191","7","        52","7","       115","7","         3","7","        35"," ","        54"," ","  -30.6","7,0223, ","   381"," ,7,1125, ","   287"," ,7,1124, ","  33.8"," ,7,0613, ","   32.8","7,0817, ","-3.9","7,1007","-3.9","7,1007","-6.7","7,1014","-6.7","7,1014","-11.7","7,1029","-0.6","7,0508","-2.2","7,0502","-8.3","7,0423","-8.3","7,0423","-12.8","7,0406","    4550.5","5","    4550.5","7","    523.8"," ,7","     2045"," ,7","      6.48","7","     13.59","7","     -0.62","7","","","",""
"USC00058690","2024","40.9652","-105.2185","2140.9","VIRGINIA DALE 7 ENE, CO US","       3.3","7","    150.4","","     150.4","7","        94","7","        34","7","         1","7","       77","","        15","7","         6","7","       195","7","        30","7","       135","7","        17","7","        22"," ","        41"," ","  -27.8","7,0114,+","   279"," ,7,0204, ","   305"," ,7,0315, ","  27.2"," ,7,0813, ","   36.1","7,0713, ","-2.2","7,1001","-2.2","7,1001","-6.1","7,1025","-7.8","7,1031","-14.4","7,1107","-1.1","7,0523","-3.3","7,0511","-6.1","7,0504","-8.3","7,0421","-9.4","7,0327","    4126.6","6","    4126.6","7","    342.1"," ,7","     1523"," ,7","      7.88","7","     15.61","7","      0.15","7","","","",""
"USC00058690","2025","40.9652","-105.2185","2140.9","VIRGINIA DALE 7 ENE, CO US","","","","","","","","","","","","","","","","","","","","","","","","","","","         9"," ","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
