"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"NGM00061053","2013","13.033","3.3","225.0","DOSSO, NG","         0","S","         0","S","         0","S","       354","S","       292","S","   14.0","S,1221, ","   44.3","S,0520,+","","","","","     29.88","S","     36.73","S","     23.03","S"
"NGM00061053","2016","13.033","3.3","225.0","DOSSO, NG","","","","","         0","S","       353","S","       301","S","","","   44.5","S,0426, ","","","","","","","     36.39","S","",""
"NGM00061053","2017","13.033","3.3","225.0","DOSSO, NG","","","","","         0","S","       361","S","       299","S","","","   43.5","S,0506,+","","","","","","","     36.10","S","",""
"NGM00061053","2018","13.033","3.3","225.0","DOSSO, NG","         0","S","         0","S","         0","S","       345","S","       268","S","   13.5","S,0113, ","   49.0","S,0604, ","       0.0","0","       0.0","S","     29.61","S","     36.15","S","     23.07","S"
"NGM00061053","2019","13.033","3.3","225.0","DOSSO, NG","","","","","         0","S","       346","S","       292","S","","","   44.8","S,0506, ","","","","","","","     36.24","S","",""
"NGM00061053","2020","13.033","3.3","225.0","DOSSO, NG","","","","","         0","S","       356","S","       291","S","","","   45.5","S,0406, ","","","","","","","     35.98","S","",""
