"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"RP000098444","1951","13.133","123.733","17.0","LEGASPI, RP","   3139.2","","    3139.2","G","       234","I","       170","I","        40","I","         0","G","         0","G","         0","G","       365","G","        36","G","   19.3","G,0131, "," 203.0"," ,I,0505, ","   35.4","G,0823, ","","","","","   3300.0"," ,I","     26.93","G","     30.30","G","     23.55","G"
"RP000098444","1952","13.133","123.733","17.0","LEGASPI, RP","","","","","       210","I","       164","I","        38","I","","","","","","","","","","","",""," 126.0"," ,I,0830, ","","","       0.0","0","       0.0","G","   3365.0"," ,I","","","","","",""
"RP000098444","1953","13.133","123.733","17.0","LEGASPI, RP","   3194.9","","    3194.9","G","       223","I","       168","I","        39","I","         0","G","         0","G","         0","G","       365","G","        86","G","   21.1","G,0103,+"," 144.0"," ,I,1027, ","   35.8","G,0903, ","","","","","   3099.0"," ,I","     27.08","G","     30.74","G","     23.42","G"
"RP000098444","1954","13.133","123.733","17.0","LEGASPI, RP","","","","","       214","I","       164","I","        39","I","","","","","","","","","","","",""," 198.0"," ,I,1107, ","","","       0.0","0","       0.0","G","   3777.0"," ,I","","","","","",""
"RP000098444","1955","13.133","123.733","17.0","LEGASPI, RP","   3087.5","","    3087.5","G","       225","I","       177","I","        46","I","         0","G","         0","G","         0","G","       365","G","        72","G","   18.4","G,0219, "," 230.0"," ,I,1128, ","   35.6","G,0531, ","","","","","   3543.0"," ,I","     26.79","G","     30.56","G","     23.01","G"
"RP000098444","1956","13.133","123.733","17.0","LEGASPI, RP","   3057.3","","    3057.3","G","       252","I","       188","I","        47","I","         0","G","         0","G","         0","G","       366","G","        46","G","   18.3","G,0101, "," 170.0"," ,I,0919, ","   33.9","G,0725,+","       0.0","0","       0.0","G","   4164.0"," ,I","     26.71","G","     30.17","G","     23.25","G"
"RP000098444","1957","13.133","123.733","17.0","LEGASPI, RP","   3180.0","","    3180.0","G","       205","I","       153","I","        33","I","         0","G","         0","G","         0","G","       364","G","        63","G","   19.6","G,0117, ","  91.0"," ,I,1012, ","   36.1","G,0516,+","       0.0","0","       0.0","G","   2760.0"," ,I","     27.06","G","     30.53","G","     23.59","G"
"RP000098444","1958","13.133","123.733","17.0","LEGASPI, RP","   3189.9","","    3189.9","G","       204","I","       151","I","        42","I","         0","G","         0","G","         0","G","       365","G","        73","G","   19.1","G,0207, "," 264.0"," ,I,1028, ","   35.6","G,0525, ","       0.0","0","       0.0","G","   3369.0"," ,I","     27.07","G","     30.56","G","     23.58","G"
"RP000098444","1959","13.133","123.733","17.0","LEGASPI, RP","   3243.4","","    3243.4","G","       202","I","       142","I","        44","I","         0","G","         0","G","         0","G","       365","G","       109","G","   19.7","G,0115, "," 150.0"," ,I,1116, ","   35.9","G,0427, ","       0.0","0","       0.0","G","   3350.0"," ,I","     27.21","G","     30.82","G","     23.61","G"
"RP000098444","1960","13.133","123.733","17.0","LEGASPI, RP","   3268.1","","    3268.1","G","       220","I","       159","I","        36","I","         0","G","         0","G","         0","G","       366","G","        99","G","   20.0","G,1216, "," 294.0"," ,I,0625, ","   35.3","G,0826, ","       0.0","0","       0.0","G","   3480.0"," ,I","     27.28","G","     30.82","G","     23.74","G"
"RP000098444","1961","13.133","123.733","17.0","LEGASPI, RP","   3208.4","","    3208.4","G","       215","I","       152","I","        30","I","         0","G","         0","G","         0","G","       363","G","       100","G","   19.4","G,0118, ","  84.0"," ,I,0831, ","   35.0","G,0325, ","       0.0","0","       0.0","G","   2478.0"," ,I","     27.16","G","     30.73","G","     23.59","G"
"RP000098444","1962","13.133","123.733","17.0","LEGASPI, RP","   3140.6","","    3140.6","G","       233","I","       170","I","        36","I","         0","G","         0","G","         0","G","       365","G","        77","G","   18.8","G,1208, "," 190.0"," ,I,0517, ","   34.6","G,0617, ","       0.0","0","       0.0","G","   3235.0"," ,I","     26.93","G","     30.49","G","     23.36","G"
"RP000098444","1963","13.133","123.733","17.0","LEGASPI, RP","","","","","       202","I","       139","I","        26","I","","","","","","","","","","","",""," 178.0"," ,I,0813, ","","","","","","","   2619.0"," ,I","","","","","",""
"RP000098444","1964","13.133","123.733","17.0","LEGASPI, RP","   3235.3","","    3235.3","G","       226","I","       161","I","        39","I","         0","G","         0","G","         0","G","       366","G","       111","G","   19.6","G,0117, "," 173.0"," ,I,1213, ","   35.6","G,0904, ","       0.0","0","       0.0","G","   3433.0"," ,I","     27.17","G","     30.95","G","     23.39","G"
"RP000098444","1965","13.133","123.733","17.0","LEGASPI, RP","   3138.5","","    3138.5","G","       232","I","       184","I","        43","I","         0","G","         0","G","         0","G","       364","G","        91","G","   16.9","G,0217, "," 174.0"," ,I,0712, ","   35.4","G,0601, ","       0.0","0","       0.0","G","   3811.0"," ,I","     26.95","G","     30.69","G","     23.21","G"
