"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00208506","1910","46.66667","-89.23333","376.7","VICTORIA, MI US","    234.9","","     234.9","6","       115","6","        63","6","         2","6","        31","6","       181","6","       113","6","       118","6","        11","6","","","  -32.8","6,0223, ","  37.3"," ,6,0517, ","   35.6","6,0630, ","-1.7","6,1020","-2.8","6,1021","-5.6","6,1028","-8.9","6,1103","-8.9","6,1103","-1.1","6,0603","-6.7","6,0514","-6.7","6,0514","-6.7","6,0514","-9.4","6,0317","    4858.3","3","    4858.3","6","    566.4"," ,6","      5.26","6","     10.88","6","     -0.36","6"
"USC00208506","1911","46.66667","-89.23333","376.7","VICTORIA, MI US","    167.6","","     167.6","6","","","","","","","        38","6","       184","6","       108","6","       105","6","         7","6","","","  -29.4","6,0104, ","","","   36.1","6,0630, ","-2.2","6,0928","-2.2","6,0928","-4.4","6,1024","-7.2","6,1027","-8.9","6,1031","-1.1","6,0513","-3.3","6,0504","-4.4","6,0503","-7.2","6,0502","-11.1","6,0407","    4878.9","9","    4878.9","6","","","      4.90","6","     10.37","6","     -0.56","6"
"USC00208506","1912","46.66667","-89.23333","376.7","VICTORIA, MI US","    135.4","","     135.4","6","","","","","","","        58","6","       184","6","       105","6","        84","6","         5","6","","","  -38.3","6,0106, ","","","   37.2","6,0707, ","-0.6","6,0926","-3.9","6,0928","-5.6","6,1023","-7.2","6,1102","-9.4","6,1103","0.0","6,0529","-2.2","6,0513","-4.4","6,0427","-7.2","6,0417","-8.9","6,0401","    5678.5","5","    5678.5","6","","","      3.36","6","      9.00","6","     -2.28","6"
"USC00208506","1913","46.66667","-89.23333","376.7","VICTORIA, MI US","    151.4","","     151.4","6","        82","6","        64","6","         6","6","        34","6","       186","6","        93","6","       109","6","         6","6","","","  -31.1","6,0205, ","  49.5"," ,6,0920, ","   36.1","6,0815, ","-1.1","6,0921","-2.8","6,1018","-6.7","6,1020","-6.7","6,1020","-8.9","6,1110","0.0","6,0609","-3.9","6,0525","-4.4","6,0509","-7.2","6,0408","-13.3","6,0328","    5012.5","5","    5012.5","6","    805.0"," ,6","      4.69","6","     10.37","6","     -0.98","6"
"USC00208506","1914","46.66667","-89.23333","376.7","VICTORIA, MI US","","","","","","","","","","","        43","6","       175","6","","","","","","","","","  -35.0","6,0213,+","","","","","-1.1","6,1013","-5.0","6,1014","-5.0","6,1014","-7.8","6,1112","-8.9","6,1115","-2.2","6,0513","-2.2","6,0513","-4.4","6,0511","-9.4","6,0420","-9.4","6,0420","","","","","","","","","","","     -1.40","6"
"USC00208506","1915","46.66667","-89.23333","376.7","VICTORIA, MI US","     98.6","","      98.6","6","       140","6","        98","6","         5","6","        15","6","       176","6","        93","6","        93","6","         0","6","         1"," ","  -37.2","6,0128, ","  60.2"," ,6,0606, ","   31.1","6,0905, ","0.0","6,0830","-2.8","6,1008","-5.6","6,1113","-7.2","6,1114","-8.9","6,1116","0.0","6,0617","-2.2","6,0527","-6.7","6,0403","-6.7","6,0403","-8.9","6,0331","    4731.9","9","    4731.9","6","   1032.7"," ,6","      5.14","6","     10.39","6","     -0.12","6"
"USC00208506","1916","46.66667","-89.23333","376.7","VICTORIA, MI US","    303.3","","     303.3","6","       150","6","       115","6","         6","6","        64","6","       189","6","       108","6","       108","6","        19","6","","","  -33.3","6,0114, ","  49.3"," ,6,0904, ","   37.8","6,0729, ","0.0","6,0915","-3.3","6,1010","-4.4","6,1017","-8.3","6,1111","-9.4","6,1112","-1.1","6,0517","-2.8","6,0426","-4.4","6,0412","-7.8","6,0409","-11.7","6,0407","    5434.4","4","    5434.4","6","   1064.5"," ,6","      3.70","6","      9.32","6","     -1.93","6"
"USC00208506","1917","46.66667","-89.23333","376.7","VICTORIA, MI US","    154.6","","     154.6","6","       120","6","        70","6","         2","6","        55","6","       201","6","       107","6","        80","6","         6","6","","","  -30.0","6,0211, ","  31.8"," ,6,1018, ","   37.8","6,0729, ","-2.8","6,1006","-2.8","6,1006","-4.4","6,1009","-8.3","6,1024","-9.4","6,1123","-1.7","6,0528","-2.2","6,0527","-7.8","6,0416","-7.8","6,0416","-9.4","6,0409","    5440.5","5","    5440.5","6","    607.5"," ,6","      2.79","6","      7.98","6","     -2.40","6"
"USC00208506","1918","46.66667","-89.23333","376.7","VICTORIA, MI US","    124.2","","     124.2","6","       110","6","        74","6","         4","6","        35","6","       167","6","        89","6","       105","6","         3","6","","","  -31.7","6,0204,+","  36.6"," ,6,0630, ","   33.3","6,0721,+","-0.6","6,0910","-2.8","6,1031","-6.7","6,1102","-6.7","6,1102","-9.4","6,1122","-2.8","6,0515","-2.8","6,0515","-6.1","6,0513","-7.2","6,0423","-9.4","6,0419","    5189.4","4","    5189.4","6","    722.1"," ,6","      4.92","6","     10.20","6","     -0.37","6"
"USC00208506","1921","46.66667","-89.23333","376.7","VICTORIA, MI US","","","","","","","","","","","","","","","        91","6","       120","6","        16","6","","","","","","","   36.1","6,0711,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     12.13","6","",""
