"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00014931","1899","40.77291","-91.12546","208.2","BURLINGTON MUNICIPAL AIRPORT, IA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00014931","1900","40.77291","-91.12546","208.2","BURLINGTON MUNICIPAL AIRPORT, IA US","","","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00014931","1901","40.77291","-91.12546","208.2","BURLINGTON MUNICIPAL AIRPORT, IA US","","","    864.9","","     864.9","6","        82","6","        47","6","         8","6","","","","","        10","6","       133","6","        40","6","       162","6","        54","6","","","","","        12"," ","  -25.6","6,1220, ","","","","","  38.4"," ,6,0729, ","   41.7","6,0724, ","0.0","6,1004","-2.2","6,1103","-7.8","6,1104","-7.8","6,1104","-8.9","6,1116","-1.1","6,0421","-2.8","6,0329","-6.1","6,0321","-6.7","6,0320","-12.2","6,0306","","","","","    590.3"," ,6","","","     11.42","6","     17.09","6","      5.74","6","","","","","","","","","","","",""
"USW00014931","1902","40.77291","-91.12546","208.2","BURLINGTON MUNICIPAL AIRPORT, IA US","","","    485.3","","     485.3","6","       116","6","        76","6","        14","6","","","","","        10","6","       112","6","        47","6","       162","6","        10","6","         1"," ","","","        14"," ","  -25.6","6,0127, ","","","","","  60.5"," ,6,0601, ","   33.9","6,0724, ","-1.1","6,1014","-2.8","6,1123","-10.0","6,1204","-10.0","6,1204","-10.0","6,1204","-1.7","6,0413","-3.9","6,0408","-6.1","6,0319","-12.8","6,0318","-12.8","6,0318","    3338.3","3","    3338.3","6","   1308.0"," ,6","","","     10.85","6","     16.15","6","      5.54","6","","","","","","","","","","","",""
"USW00014931","1903","40.77291","-91.12546","208.2","BURLINGTON MUNICIPAL AIRPORT, IA US","","","    498.7","","     498.7","6","        91","6","        65","6","         7","6","","","","","        11","6","       127","6","        46","6","       165","6","        16","6","         4"," ","","","        12"," ","  -27.8","6,0217, ","","","","","  92.5"," ,6,0827, ","   35.0","6,0824,+","-0.6","6,1018","-9.4","6,1117","-9.4","6,1117","-9.4","6,1117","-9.4","6,1117","-0.6","6,0501","-2.2","6,0404","-5.6","6,0325","-10.6","6,0301","-10.6","6,0301","    3032.6","6","    3032.6","6","    888.1"," ,6","","","     10.52","6","     15.93","6","      5.12","6","","","","","","","","","","","",""
"USW00014931","1904","40.77291","-91.12546","208.2","BURLINGTON MUNICIPAL AIRPORT, IA US","","","    442.8","","     442.8","6","       103","6","        71","6","        11","6","","","","","        16","6","       136","6","        53","6","       164","6","        11","6","         3"," ","","","         9"," ","  -26.1","6,0126, ","","","","","  52.1"," ,6,0120, ","   33.9","6,0717, ","-2.2","6,1023","-2.2","6,1023","-5.0","6,1111","-7.8","6,1126","-10.6","6,1130","-2.8","6,0421","-2.8","6,0421","-5.0","6,0328","-8.3","6,0327","-9.4","6,0326","    3729.2","2","    3729.2","6","    909.7"," ,6","","","      9.88","6","     15.49","6","      4.28","6","","","","","","","","","","","",""
"USW00014931","1905","40.77291","-91.12546","208.2","BURLINGTON MUNICIPAL AIRPORT, IA US","","","    592.9","","     592.9","6","       107","6","        72","6","         4","6","","","","","        18","6","       132","6","        50","6","       166","6","        22","6","         4"," ","","","        18"," ","  -32.8","6,0213, ","","","",""," 153.4"," ,6,0610, ","   34.4","6,0718, ","-1.7","6,1012","-3.9","6,1028","-4.4","6,1101","-9.4","6,1129","-9.4","6,1129","-0.6","6,0418","-2.8","6,0417","-11.1","6,0311","-11.1","6,0311","-11.1","6,0311","    3320.9","9","    3320.9","6","    988.8"," ,6","","","     10.69","6","     16.42","6","      4.96","6","","","","","","","","","","","",""
"USW00014931","1906","40.77291","-91.12546","208.2","BURLINGTON MUNICIPAL AIRPORT, IA US","","","    619.7","","     619.7","6","       105","6","        64","6","         7","6","","","","","         3","6","       137","6","        39","6","       164","6","        31","6","         2"," ","","","        26"," ","  -18.3","6,0108, ","","","",""," 109.7"," ,6,0929, ","   35.0","6,0918,+","-1.7","6,1010","-3.3","6,1011","-4.4","6,1031","-7.2","6,1113","-10.0","6,1122","0.0","6,0509","-2.2","6,0401","-5.0","6,0323","-10.0","6,0322","-10.0","6,0322","    3223.1","1","    3223.1","6","    947.6"," ,6","","","     10.87","6","     16.59","6","      5.15","6","","","","","","","","","","","",""
"USW00014931","1907","40.77291","-91.12546","208.2","BURLINGTON MUNICIPAL AIRPORT, IA US","","","    483.9","","     483.9","6","       110","6","        60","6","        12","6","","","","","         7","6","       151","6","        25","6","       147","6","        14","6","         5"," ","","","        25"," ","  -22.2","6,0205, ","","","","","  76.7"," ,6,0816, ","   36.1","6,0901, ","-2.2","6,1013","-2.2","6,1013","-5.6","6,1028","-6.7","6,1111","-10.0","6,1204","0.0","6,0505","-3.3","6,0504","-5.0","6,0417","-12.2","6,0223","-12.2","6,0223","    3445.8","8","    3445.8","6","    955.2"," ,6","","","     10.22","6","     15.93","6","      4.50","6","","","","","","","","","","","",""
"USW00014931","1908","40.77291","-91.12546","208.2","BURLINGTON MUNICIPAL AIRPORT, IA US","","","    635.0","","     635.0","Z","       100","6","        66","6","        11","6","","","","","         4","6","       130","Z","        27","6","       166","6","        33","6","","","","","         4"," ","  -21.7","Z,0130, ","","","","","  49.5"," ,6,0528, ","   36.7","6,0817, ","-0.6","6,0929","-6.1","6,1031","-6.1","6,1031","-6.7","6,1112","-13.9","6,1202","-1.7","6,0502","-2.2","6,0404","-4.4","6,0403","-7.2","6,0310","-11.1","6,0228","    3223.1","1","    3223.1","6","    973.7"," ,6","","","     11.37","Z","     17.52","6","      5.22","Z","","","","","","","","","","","",""
