"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"MBM00078925","1979","14.591","-61.003","4.9","LE LAMENTIN, MB","","","","","","","","","       0.0","0","       0.0"," ","",""
"MBM00078925","1983","14.591","-61.003","4.9","LE LAMENTIN, MB","       163","S","        16","S","         1","S","  36.1"," ,S,0805, ","","","","","    215.6"," ,S"
"MBM00078925","1984","14.591","-61.003","4.9","LE LAMENTIN, MB","       161","S","        24","S","         0","S","  14.0"," ,S,0504, ","","","","","    217.9"," ,S"
"MBM00078925","1996","14.591","-61.003","4.9","LE LAMENTIN, MB","       291","S","       155","S","        27","S","  87.9"," ,S,0907, ","","","","","   2453.0"," ,S"
"MBM00078925","1997","14.591","-61.003","4.9","LE LAMENTIN, MB","       284","S","       145","S","        12","S","  40.9"," ,S,0708, ","","","","","   1593.3"," ,S"
"MBM00078925","1998","14.591","-61.003","4.9","LE LAMENTIN, MB","       279","S","       156","S","        25","S"," 101.1"," ,S,1207, ","","","","","   2324.0"," ,S"
"MBM00078925","2000","14.591","-61.003","4.9","LE LAMENTIN, MB","       276","S","       137","S","        10","S"," 111.5"," ,S,0221, ","","","","","   1666.3"," ,S"
