"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00014971","1897","40.8389","-96.6869","350.5","LINCOLN WASTE WATER TREATMENT PLANT, NE US","    731.8","","     731.8","Z","        95","Z","        52","Z","         5","Z","       43","","        12","Z","        17","Z","       134","Z","        51","Z","       165","Z","        51","Z","","","","","","","  -27.8","Z,1218, ","   305"," ,Z,1223,+","   168"," ,Z,1203, ","  43.9"," ,Z,0423, ","   38.3","Z,0616, ","-1.7","Z,1102","-2.2","Z,1105","-4.4","Z,1115","-7.8","Z,1116","-8.9","Z,1123","-1.1","Z,0419","-4.4","Z,0325","-4.4","Z,0325","-20.6","Z,0314","-20.6","Z,0314","    3535.6","6","    3535.6","Z","    633.8"," ,Z","","","      983"," ,Z","     10.54","Z","     16.33","Z","      4.74","Z","","","","","",""
"USW00014971","1898","40.8389","-96.6869","350.5","LINCOLN WASTE WATER TREATMENT PLANT, NE US","    643.6","","     643.6","Z","        84","Z","        44","Z","         7","Z","       44","","         8","Z","         9","Z","       146","Z","        37","Z","       149","Z","        42","Z","","","","","","","  -22.2","Z,1231, ","   152"," ,Z,1121, ","   157"," ,Z,1121, ","  76.5"," ,Z,0707, ","   38.3","Z,0820, ","-0.6","Z,1006","-2.2","Z,1022","-4.4","Z,1026","-7.8","Z,1110","-16.1","Z,1121","0.0","Z,0410","-2.8","Z,0406","-4.4","Z,0330","-11.7","Z,0328","-11.7","Z,0328","    3281.4","4","    3281.4","Z","    714.5"," ,Z","","","      857"," ,Z","     10.52","Z","     16.20","Z","      4.84","Z","","","","","",""
"USW00014971","1899","40.8389","-96.6869","350.5","LINCOLN WASTE WATER TREATMENT PLANT, NE US","    653.2","","     653.2","Z","        85","Z","        44","Z","         6","Z","       20","","         5","Z","        21","Z","       136","Z","        58","Z","       165","Z","        35","Z","","","","","","","  -32.2","Z,0211, ","   127"," ,Z,0311,+","   117"," ,Z,0311, ","  61.0"," ,Z,0622, ","   38.3","Z,0905, ","-2.8","Z,0929","-2.8","Z,0929","-6.7","Z,1102","-6.7","Z,1102","-10.0","Z,1203","-1.1","Z,0421","-3.9","Z,0407","-6.7","Z,0404","-6.7","Z,0404","-10.0","Z,0331","    3990.5","5","    3990.5","Z","    573.0"," ,Z","","","      486"," ,Z","     10.12","Z","     16.11","Z","      4.13","Z","","","","","",""
"USW00014971","1900","40.8389","-96.6869","350.5","LINCOLN WASTE WATER TREATMENT PLANT, NE US","    725.8","","     725.8","Z","        87","Z","        55","Z","        10","Z","       17","","         4","Z","        11","Z","       131","Z","        36","Z","       177","Z","        38","Z","","","","","","","  -24.4","Z,0209, ","   102"," ,Z,0217,+","   102"," ,Z,0208, "," 108.5"," ,Z,0816, ","   37.8","Z,0706, ","0.0","Z,1107","-6.1","Z,1108","-6.1","Z,1108","-8.9","Z,1115","-8.9","Z,1115","-1.7","Z,0413","-4.4","Z,0412","-4.4","Z,0412","-6.7","Z,0321","-10.6","Z,0320","    3202.0","0","    3202.0","Z","    857.5"," ,Z","","","      311"," ,Z","     11.54","Z","     17.33","Z","      5.73","Z","","","","","",""
"USW00014971","1901","40.8389","-96.6869","350.5","LINCOLN WASTE WATER TREATMENT PLANT, NE US","    831.6","","     831.6","Z","        88","Z","        50","Z","         4","Z","       30","","        13","Z","        12","Z","       136","Z","        39","Z","       162","Z","        60","Z","","","","","","","  -25.0","Z,1214, ","   152"," ,Z,0203, ","   127"," ,Z,0203, ","  40.4"," ,Z,0911, ","   41.1","Z,0721, ","-0.6","Z,0918","-2.8","Z,1103","-6.1","Z,1104","-6.7","Z,1115","-9.4","Z,1211","-1.7","Z,0418","-2.2","Z,0407","-6.7","Z,0331","-6.7","Z,0331","-8.9","Z,0321","    3208.2","2","    3208.2","Z","    562.2"," ,Z","","","      832"," ,Z","     11.30","Z","     17.30","Z","      5.30","Z","","","","","",""
"USW00014971","1902","40.8389","-96.6869","350.5","LINCOLN WASTE WATER TREATMENT PLANT, NE US","    451.7","","     451.7","Z","       123","Z","        64","Z","        13","Z","       41","","         7","Z","        14","Z","       120","Z","        49","Z","       155","Z","        12","Z","","","","","","","  -23.9","Z,0204,+","   203"," ,Z,0129, ","   122"," ,Z,1214, ","  65.0"," ,Z,0718, ","   35.6","Z,0817,+","-1.7","Z,1028","-5.0","Z,1125","-5.0","Z,1125","-8.3","Z,1127","-16.1","Z,1203","-1.1","Z,0423","-7.2","Z,0407","-7.2","Z,0407","-7.2","Z,0407","-9.4","Z,0318","    3329.7","7","    3329.7","Z","   1047.7"," ,Z","","","      698"," ,Z","     10.20","Z","     15.60","Z","      4.80","Z","","","","","",""
"USW00014971","1903","40.8389","-96.6869","350.5","LINCOLN WASTE WATER TREATMENT PLANT, NE US","    454.9","","     454.9","Z","       106","Z","        66","Z","         8","Z","       26","","         6","Z","         8","Z","       135","Z","        39","Z","       140","Z","        17","Z","","","","","","","  -25.0","Z,0218, ","   203"," ,Z,0204, ","   185"," ,Z,0203, ","  50.8"," ,Z,0801, ","   37.2","Z,0709, ","-0.6","Z,1027","-8.3","Z,1116","-8.3","Z,1116","-8.3","Z,1116","-13.3","Z,1117","-3.9","Z,0430","-3.9","Z,0430","-4.4","Z,0327","-7.8","Z,0320","-11.1","Z,0301","    3454.0","0","    3454.0","Z","    881.6"," ,Z","","","      527"," ,Z","     10.01","Z","     15.44","Z","      4.58","Z","","","","","",""
"USW00014971","1904","40.8389","-96.6869","350.5","LINCOLN WASTE WATER TREATMENT PLANT, NE US","    420.5","","     420.5","Z","       105","Z","        60","Z","         5","Z","       27","","         6","Z","        13","Z","       138","Z","        43","Z","       159","Z","        16","Z","","","","","","","  -25.6","Z,0125, ","    76"," ,Z,0313,+","    97"," ,Z,0313, ","  55.9"," ,Z,0425, ","   36.1","Z,0815, ","0.0","Z,1023","-5.0","Z,1111","-5.0","Z,1111","-7.8","Z,1130","-9.4","Z,1210","-1.7","Z,0417","-6.1","Z,0416","-6.1","Z,0416","-8.9","Z,0327","-8.9","Z,0327","    3655.2","2","    3655.2","Z","    704.6"," ,Z","","","      406"," ,Z","      9.87","Z","     15.79","Z","      3.95","Z","","","","","",""
"USW00014971","1905","40.8389","-96.6869","350.5","LINCOLN WASTE WATER TREATMENT PLANT, NE US","    565.3","","     565.3","Z","       113","Z","        56","Z","         8","Z","       47","","        11","Z","        23","Z","       122","Z","        47","Z","       156","Z","        26","Z","","","","","","","  -32.2","Z,0213, ","   432"," ,Z,0215,+","   140"," ,Z,0111, ","  64.5"," ,Z,0817, ","   37.2","Z,0716, ","-1.1","Z,1020","-2.8","Z,1028","-4.4","Z,1031","-10.6","Z,1128","-10.6","Z,1128","0.0","Z,0418","-2.8","Z,0417","-4.4","Z,0415","-6.7","Z,0311","-11.1","Z,0218","    3520.9","9","    3520.9","Z","    889.6"," ,Z","","","      702"," ,Z","     10.08","Z","     15.71","Z","      4.44","Z","","","","","",""
"USW00014971","1906","40.8389","-96.6869","350.5","LINCOLN WASTE WATER TREATMENT PLANT, NE US","    551.5","","     551.5","Z","       101","Z","        55","Z","         9","Z","       33","","        10","Z","         6","Z","       128","Z","        44","Z","       166","Z","        28","Z","","","","","","","  -20.6","Z,0317,+","   229"," ,Z,0319, ","   152"," ,Z,0311, ","  81.5"," ,Z,0701, ","   36.7","Z,0816, ","-3.3","Z,1010","-3.3","Z,1010","-5.6","Z,1117","-7.8","Z,1118","-11.7","Z,1206","0.0","Z,0415","-2.8","Z,0324","-6.7","Z,0323","-6.7","Z,0323","-16.7","Z,0320","    3204.4","4","    3204.4","Z","    866.0"," ,Z","","","      856"," ,Z","     10.82","Z","     16.65","Z","      4.99","Z","","","","","",""
"USW00014971","1907","40.8389","-96.6869","350.5","LINCOLN WASTE WATER TREATMENT PLANT, NE US","    578.9","","     578.9","Z","        86","Z","        52","Z","         8","Z","       29","","        11","Z","         6","Z","       141","Z","        42","Z","       146","Z","        38","Z","","","","","","","  -24.4","Z,0205,+","   152"," ,Z,0206,+","    71"," ,Z,0203, ","  51.3"," ,Z,0807, ","   37.8","Z,0705, ","-1.1","Z,1012","-3.3","Z,1013","-4.4","Z,1112","-6.7","Z,1113","-8.9","Z,1114","-0.6","Z,0515","-3.3","Z,0503","-6.7","Z,0417","-6.7","Z,0417","-11.7","Z,0301","    3506.5","5","    3506.5","Z","    689.4"," ,Z","","","      631"," ,Z","     10.36","Z","     16.20","Z","      4.51","Z","","","","","",""
"USW00014971","1908","40.8389","-96.6869","350.5","LINCOLN WASTE WATER TREATMENT PLANT, NE US","    594.7","","     594.7","Z","       100","Z","        55","Z","         8","Z","       19","","         5","Z","         3","Z","       127","Z","        20","Z","       156","Z","        32","Z","","","","","","","  -20.0","Z,0201, ","   305"," ,Z,0219,+","   305"," ,Z,0218, ","  66.3"," ,Z,0706, ","   36.7","Z,0905, ","0.0","Z,1011","-2.2","Z,1109","-5.6","Z,1111","-6.7","Z,1112","-11.1","Z,1130","-2.2","Z,0502","-2.2","Z,0502","-8.3","Z,0402","-8.3","Z,0402","-10.0","Z,0308","    3085.0","0","    3085.0","Z","    907.8"," ,Z","","","      560"," ,Z","     11.34","Z","     17.24","Z","      5.44","Z","","","","","",""
"USW00014971","1909","40.8389","-96.6869","350.5","LINCOLN WASTE WATER TREATMENT PLANT, NE US","    665.3","","     665.3","Z","       113","Z","        63","Z","        10","Z","       55","","        17","Z","        19","Z","       149","Z","        56","Z","       158","Z","        42","Z","","","","","","","  -25.6","Z,0106, ","   279"," ,Z,1206, ","   109"," ,Z,1203, ","  66.8"," ,Z,0514, ","   39.4","Z,0816, ","-1.7","Z,1011","-6.1","Z,1012","-6.1","Z,1012","-7.2","Z,1115","-8.9","Z,1117","-1.1","Z,0510","-3.3","Z,0502","-5.0","Z,0408","-8.9","Z,0317","-8.9","Z,0317","    3391.6","6","    3391.6","Z","    883.1"," ,Z","","","      973"," ,Z","     10.23","Z","     16.14","Z","      4.31","Z","","","","","",""
"USW00014971","1910","40.8389","-96.6869","350.5","LINCOLN WASTE WATER TREATMENT PLANT, NE US","    617.9","","     617.9","Z","        62","Z","        36","Z","         9","Z","       45","","         7","Z","        10","Z","       134","Z","        38","Z","       183","Z","        42","Z","","","","","","","  -25.0","Z,0105, ","   254"," ,Z,0104, ","   170"," ,Z,0103, "," 138.4"," ,Z,0829, ","   41.1","Z,0727, ","-0.6","Z,1027","-3.3","Z,1028","-5.0","Z,1105","-7.2","Z,1119","-11.7","Z,1201","0.0","Z,0503","-2.2","Z,0417","-8.9","Z,0227","-8.9","Z,0227","-8.9","Z,0227","    3367.3","3","    3367.3","Z","    765.9"," ,Z","","","      577"," ,Z","     11.21","Z","     17.41","Z","      5.01","Z","","","","","",""
"USW00014971","1911","40.8389","-96.6869","350.5","LINCOLN WASTE WATER TREATMENT PLANT, NE US","    835.5","","     835.5","Z","        84","Z","        44","Z","         4","Z","       19","","         5","Z","         8","Z","       142","Z","        33","Z","       158","Z","        59","Z","","","","","","","  -26.7","Z,0103, ","   102"," ,Z,1227,+","   127"," ,Z,1220, ","  58.7"," ,Z,0817, ","   43.3","Z,0705, ","-1.1","Z,1021","-2.2","Z,1028","-8.9","Z,1101","-8.9","Z,1101","-8.9","Z,1101","-0.6","Z,0502","-2.2","Z,0328","-5.6","Z,0327","-7.2","Z,0318","-10.6","Z,0223","    3155.3","3","    3155.3","Z","    625.5"," ,Z","","","      402"," ,Z","     11.51","Z","     17.63","Z","      5.39","Z","","","","","",""
"USW00014971","1912","40.8389","-96.6869","350.5","LINCOLN WASTE WATER TREATMENT PLANT, NE US","    684.3","","     684.3","Z","        90","Z","        48","Z","         4","Z","       54","","         9","Z","        19","Z","       140","Z","        59","Z","       150","Z","        49","Z","","","","","","","  -32.2","Z,0112, ","   406"," ,Z,0314, ","   188"," ,Z,0226, ","  49.0"," ,Z,0420, ","   40.0","Z,0709, ","-1.1","Z,1022","-2.2","Z,1030","-8.9","Z,1124","-8.9","Z,1124","-8.9","Z,1124","-0.6","Z,0418","-6.1","Z,0324","-6.1","Z,0324","-13.3","Z,0322","-13.3","Z,0322","    3931.8","8","    3931.8","Z","    569.4"," ,Z","","","      936"," ,Z","     10.00","Z","     15.93","Z","      4.08","Z","","","","","",""
"USW00014971","1913","40.8389","-96.6869","350.5","LINCOLN WASTE WATER TREATMENT PLANT, NE US","    930.6","","     930.6","Z","        98","Z","        55","Z","         6","Z","       34","","         8","Z","        13","Z","       124","Z","        47","Z","       158","Z","        71","Z","","","","","","","  -23.9","Z,0112,+","   178"," ,Z,0301,+","   132"," ,Z,0221, ","  44.2"," ,Z,0924, ","   42.8","Z,0716, ","-2.8","Z,1019","-2.8","Z,1019","-5.0","Z,1020","-9.4","Z,1029","-9.4","Z,1029","-1.1","Z,0413","-14.4","Z,0327","-14.4","Z,0327","-14.4","Z,0327","-14.4","Z,0327","    3376.5","5","    3376.5","Z","    666.4"," ,Z","","","      513"," ,Z","     11.61","Z","     17.82","Z","      5.41","Z","","","","","",""
"USW00014971","1914","40.8389","-96.6869","350.5","LINCOLN WASTE WATER TREATMENT PLANT, NE US","    782.0","","     782.0","Z","       103","Z","        54","Z","        10","Z","       36","","         8","Z","        13","Z","       123","Z","        53","Z","       173","Z","        50","Z","","","","","","","  -23.3","Z,0207, ","   178"," ,Z,1220, ","   160"," ,Z,0318, "," 107.2"," ,Z,0909, ","   39.4","Z,0712, ","-2.2","Z,1026","-2.2","Z,1026","-4.4","Z,1027","-7.8","Z,1116","-9.4","Z,1118","0.0","Z,0412","-2.8","Z,0411","-5.6","Z,0408","-13.3","Z,0322","-13.3","Z,0322","    3192.3","3","    3192.3","Z","   1020.3"," ,Z","","","      709"," ,Z","     11.24","Z","     17.11","Z","      5.38","Z","","","","","",""
"USW00014971","1915","40.8389","-96.6869","350.5","LINCOLN WASTE WATER TREATMENT PLANT, NE US","    373.7","","     373.7","Z","       128","Z","        78","Z","         7","Z","       62","","        13","Z","         6","Z","       127","Z","        44","Z","       165","Z","         9","Z","","","","","","","  -30.0","Z,0128, ","   432"," ,Z,0306,+","   284"," ,Z,0121, ","  49.3"," ,Z,0917, ","   35.6","Z,0514, ","0.0","Z,1008","-2.2","Z,1009","-6.1","Z,1114","-6.7","Z,1213","-10.0","Z,1216","-0.6","Z,0403","-2.2","Z,0402","-6.1","Z,0331","-9.4","Z,0326","-9.4","Z,0326","    3481.4","4","    3481.4","Z","    935.8"," ,Z","","","     1513"," ,Z","     10.27","Z","     15.44","Z","      5.09","Z","","","","","",""
"USW00014971","1916","40.8389","-96.6869","350.5","LINCOLN WASTE WATER TREATMENT PLANT, NE US","    700.2","","     700.2","Z","        90","Z","        50","Z","         5","Z","       44","","        11","Z","        28","Z","       140","Z","        57","Z","       156","Z","        53","Z","","","","","","","  -29.4","Z,0113, ","   178"," ,Z,0207,+","   114"," ,Z,0228, ","  47.8"," ,Z,0801, ","   38.3","Z,0804, ","-1.7","Z,0929","-3.3","Z,1019","-7.8","Z,1020","-7.8","Z,1020","-12.8","Z,1113","0.0","Z,0501","-4.4","Z,0409","-4.4","Z,0409","-6.7","Z,0308","-18.3","Z,0303","    3402.8","8","    3402.8","Z","    586.2"," ,Z","","","      746"," ,Z","     10.12","Z","     16.26","Z","      3.97","Z","","","","","",""
"USW00014971","1917","40.8389","-96.6869","350.5","LINCOLN WASTE WATER TREATMENT PLANT, NE US","    540.9","","     540.9","Z","        76","Z","        44","Z","         4","Z","       14","","         4","Z","        21","Z","       144","Z","        45","Z","       154","Z","        31","Z","","","","","","","  -28.9","Z,0201, ","    76"," ,Z,1215,+","    51"," ,Z,1207, ","  55.1"," ,Z,0626, ","   41.1","Z,0730, ","-4.4","Z,1008","-4.4","Z,1008","-4.4","Z,1008","-7.8","Z,1019","-13.3","Z,1205","0.0","Z,0505","-2.8","Z,0408","-5.0","Z,0327","-6.7","Z,0318","-13.3","Z,0305","    3678.5","5","    3678.5","Z","    560.4"," ,Z","","","      226"," ,Z","      9.50","Z","     15.74","Z","      3.26","Z","","","","","",""
"USW00014971","1918","40.8389","-96.6869","350.5","LINCOLN WASTE WATER TREATMENT PLANT, NE US","    843.1","","     843.1","Z","       102","Z","        56","Z","         1","Z","       38","","        11","Z","        20","Z","       105","Z","        41","Z","       168","Z","        55","Z","","","","","","","  -30.6","Z,0111, ","   102"," ,Z,0208,+","    91"," ,Z,0127, ","  39.4"," ,Z,0717, ","   42.8","Z,0804, ","-0.6","Z,0920","-2.2","Z,1121","-5.0","Z,1122","-7.8","Z,1123","-8.9","Z,1124","-1.1","Z,0425","-3.9","Z,0411","-8.9","Z,0310","-8.9","Z,0310","-8.9","Z,0310","    3620.9","9","    3620.9","Z","    565.5"," ,Z","","","      636"," ,Z","     11.60","Z","     17.78","Z","      5.43","Z","","","","","",""
"USW00014971","1919","40.8389","-96.6869","350.5","LINCOLN WASTE WATER TREATMENT PLANT, NE US","    790.2","","     790.2","Z","        95","Z","        58","Z","         8","Z","       42","","         9","Z","        14","Z","       128","Z","        45","Z","       139","Z","        47","Z","","","","","","","  -28.9","Z,1210, ","   279"," ,Z,1212,+","   152"," ,Z,0220, ","  64.5"," ,Z,0918, ","   39.4","Z,0726, ","-0.6","Z,1010","-3.3","Z,1026","-5.6","Z,1028","-11.1","Z,1111","-11.1","Z,1111","-1.1","Z,0424","-4.4","Z,0307","-4.4","Z,0307","-14.4","Z,0305","-14.4","Z,0305","    3075.2","2","    3075.2","Z","    820.8"," ,Z","","","      739"," ,Z","     10.89","Z","     16.23","Z","      5.56","Z","","","","","",""
