"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00298730","1911","36.33333","-104.5","1725.5","TAYLOR, NM US","","","","","        48","6","        32","6","         3","6","","","","","","","","","","","","","","","","","","","  35.6"," ,6,0513, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    336.6"," ,6","","","","","","","",""
"USC00298730","1912","36.33333","-104.5","1725.5","TAYLOR, NM US","","","","","        38","6","        29","6","         5","6","         6","6","","","","","        18","6","       138","6","        46","6","         3"," ","","","   152"," ,6,0514, ","  38.1"," ,6,0815, ","   37.8","6,0812,+","","","","","","","","","","","","","","","","","","","","","","","","","    282.3"," ,6","      563"," ,6","","","     17.20","6","",""
"USC00298730","1913","36.33333","-104.5","1725.5","TAYLOR, NM US","    256.9","","     256.9","6","","","","","","","","","        15","6","       180","6","        31","6","       161","6","        26","6","","","  -23.9","6,1211, ","","","","","   36.7","6,0826,+","0.0","6,0920","-5.6","6,1020","-5.6","6,1020","-8.9","6,1026","-8.9","6,1026","0.0","6,0504","-3.3","6,0425","-4.4","6,0409","-6.7","6,0325","-11.1","6,0302","","","","","","","","","      9.45","6","     17.41","6","      1.50","6"
"USC00298730","1914","36.33333","-104.5","1725.5","TAYLOR, NM US","    327.9","","     327.9","6","        58","6","        32","6","         4","6","","","         0","6","       171","6","         9","6","       183","6","        35","6","","","  -16.7","6,0207, ","","","  33.8"," ,6,0706,+","   36.7","6,0716, ","-1.7","6,1005","-2.2","6,1013","-8.3","6,1014","-8.3","6,1014","-9.4","6,1118","-2.2","6,0428","-2.2","6,0428","-6.7","6,0408","-6.7","6,0408","-13.9","6,0322","    3264.1","1","    3264.1","6","    410.9"," ,6","","","     10.71","6","     19.75","6","      1.68","6"
"USC00298730","1915","36.33333","-104.5","1725.5","TAYLOR, NM US","    256.9","","     256.9","6","        59","6","        35","6","         1","6","","","         7","6","       181","6","         8","6","       175","6","        26","6","","","  -28.3","6,1228, ","","","  44.5"," ,6,0417, ","   37.2","6,0718,+","-0.6","6,1004","-2.2","6,1007","-4.4","6,1024","-6.7","6,1026","-15.0","6,1112","-1.1","6,0519","-2.2","6,0507","-4.4","6,0401","-11.7","6,0321","-11.7","6,0321","    3350.2","2","    3350.2","6","    377.2"," ,6","","","      9.92","6","     19.26","6","      0.58","6"
"USC00298730","1916","36.33333","-104.5","1725.5","TAYLOR, NM US","    328.5","","     328.5","6","        50","6","        33","6","         1","6","","","        10","6","       172","6","        15","6","       188","6","        48","6","","","  -24.4","6,1208, ","","","  26.9"," ,6,0720, ","   37.8","6,0703, ","-1.1","6,0929","-5.6","6,1019","-5.6","6,1019","-7.2","6,1020","-10.6","6,1109","-0.6","6,0530","-2.2","6,0421","-6.7","6,0415","-6.7","6,0415","-10.6","6,0326","    3107.7","7","    3107.7","6","    406.9"," ,6","","","     10.39","6","     19.95","6","      0.83","6"
"USC00298730","1917","36.33333","-104.5","1725.5","TAYLOR, NM US","    324.4","","     324.4","6","        55","6","        34","6","         1","6","         8","6","         8","6","       188","6","         7","6","       173","6","        43","6","","","  -22.2","6,0117, ","   165"," ,6,0207, ","  27.9"," ,6,0207, ","   38.9","6,0808, ","-2.2","6,0927","-2.2","6,0927","-4.4","6,1018","-8.3","6,1019","-15.0","6,1029","-1.1","6,0511","-3.9","6,0507","-6.7","6,0420","-6.7","6,0420","-10.6","6,0405","    3531.3","3","    3531.3","6","    355.5"," ,6","      728"," ,6","     10.03","6","     20.19","6","     -0.13","6"
"USC00298730","1918","36.33333","-104.5","1725.5","TAYLOR, NM US","    372.8","","     372.8","6","        60","6","        48","6","         1","6","        15","6","        28","6","       156","6","        30","6","       176","6","        37","6","","","  -33.3","6,0122, ","   178"," ,6,1217,+","  31.0"," ,6,0321, ","   40.0","6,0628, ","0.0","6,1023","-7.2","6,1027","-7.2","6,1027","-7.2","6,1027","-9.4","6,1108","-1.7","6,0527","-2.2","6,0512","-6.7","6,0421","-6.7","6,0421","-11.1","6,0318","    3046.2","2","    3046.2","6","    480.5"," ,6","      973"," ,6","      9.71","6","     18.65","6","      0.77","6"
"USC00298730","1919","36.33333","-104.5","1725.5","TAYLOR, NM US","    363.8","","     363.8","6","        62","6","        45","6","         2","6","","","        26","6","       162","6","        21","6","       153","6","        20","6","","","  -33.9","6,0102, ","","","  30.5"," ,6,1006, ","   36.7","6,0712, ","-0.6","6,1018","-5.6","6,1021","-5.6","6,1021","-6.7","6,1029","-10.6","6,1113","-1.7","6,0603","-2.2","6,0602","-6.7","6,0410","-6.7","6,0410","-9.4","6,0327","    3804.7","7","    3804.7","6","    471.5"," ,6","","","      9.54","6","     18.02","6","      1.05","6"
"USC00298730","1920","36.33333","-104.5","1725.5","TAYLOR, NM US","","","","","        46","6","        34","6","         2","6","         6","6","","","","","         5","6","       180","6","        30","6","","","","","    51"," ,6,0214, ","  30.0"," ,6,1031, ","   38.9","6,0724,+","","","","","","","","","","","","","","","","","","","","","    3118.1","1","    3118.1"," ","    381.0"," ,6","      215"," ,6","","","     20.08","6","",""
"USC00298730","1921","36.33333","-104.5","1725.5","TAYLOR, NM US","    198.3","","     198.3","6","        62","6","        45","6","         6","6","         7","6","         5","6","       182","6","         5","6","       202","6","        12","6","","","  -21.1","6,0113, ","    76"," ,6,0327,+","  39.6"," ,6,0604, ","   33.9","6,0702, ","0.0","6,1003","-2.2","6,1012","-6.7","6,1026","-6.7","6,1026","-11.1","6,1110","-0.6","6,0511","-4.4","6,0429","-4.4","6,0429","-7.2","6,0428","-8.9","6,0427","","","","","    520.9"," ,6","      381"," ,6","     11.02","6","     20.98","6","      1.05","6"
"USC00298730","1922","36.33333","-104.5","1725.5","TAYLOR, NM US","    359.1","","     359.1","6","        64","6","        37","6","         1","6","         5","6","        22","6","       172","6","         5","6","       180","6","        50","6","","","  -28.9","6,0302, ","   127"," ,6,1124, ","  27.4"," ,6,0730, ","   37.2","6,0716,+","-1.1","6,1008","-2.2","6,1009","-5.0","6,1021","-7.2","6,1023","-9.4","6,1031","-2.2","6,0512","-2.2","6,0512","-7.8","6,0421","-7.8","6,0421","-13.3","6,0310","    3035.9","9","    3035.9","6","    371.1"," ,6","      394"," ,6","     10.44","6","     20.43","6","      0.44","6"
"USC00298730","1923","36.33333","-104.5","1725.5","TAYLOR, NM US","    265.7","","     265.7","6","        95","6","        57","6","         3","6","        10","6","         9","6","       165","6","        12","6","       159","6","        27","6","","","  -25.0","6,1223, ","   178"," ,6,1127, ","  39.9"," ,6,0822, ","   35.6","6,0731,+","0.0","6,0925","-2.2","6,1019","-4.4","6,1103","-7.2","6,1118","-15.6","6,1128","-0.6","6,0515","-2.2","6,0421","-6.7","6,0405","-6.7","6,0405","-10.0","6,0325","    3087.6","6","    3087.6","6","    575.9"," ,6","      638"," ,6","      9.97","6","     18.80","6","      1.15","6"
"USC00298730","1924","36.33333","-104.5","1725.5","TAYLOR, NM US","    268.1","","     268.1","6","        59","6","        35","6","         0","6","        14","6","        22","6","       182","6","        26","6","       182","6","        39","6","","","  -33.9","6,1225, ","   178"," ,6,0316, ","  21.1"," ,6,0728, ","   37.8","6,0627, ","-1.1","6,0922","-3.3","6,0928","-5.0","6,1003","-8.3","6,1031","-8.9","6,1101","-1.1","6,0428","-3.9","6,0426","-5.6","6,0418","-9.4","6,0417","-9.4","6,0417","    3470.2","2","    3470.2","6","    311.7"," ,6","      959"," ,6","      9.47","6","     19.02","6","     -0.08","6"
"USC00298730","1925","36.33333","-104.5","1725.5","TAYLOR, NM US","    285.4","","     285.4","6","        63","6","        41","6","         3","6","         1","6","        18","6","       162","6","        13","6","       189","6","        29","6","","","  -26.1","6,0112, ","    38"," ,6,1203, ","  38.9"," ,6,0728, ","   37.8","6,0718,+","-1.1","6,1012","-6.1","6,1017","-6.1","6,1017","-8.9","6,1028","-8.9","6,1028","0.0","6,0502","-2.2","6,0410","-6.1","6,0322","-11.7","6,0319","-11.7","6,0319","    3165.6","6","    3165.6","6","    395.2"," ,6","       92"," ,6","     10.58","6","     20.03","6","      1.13","6"
"USC00298730","1926","36.33333","-104.5","1725.5","TAYLOR, NM US","    218.2","","     218.2","6","        71","6","        48","6","         2","6","","","         6","6","       174","6","         5","6","       186","6","        27","6","","","  -23.9","6,1225, ","","","  26.4"," ,6,0409, ","   35.0","6,0718, ","-1.1","6,1004","-2.2","6,1007","-6.7","6,1024","-6.7","6,1024","-10.0","6,1031","-0.6","6,0509","-2.8","6,0415","-8.3","6,0331","-8.3","6,0331","-12.2","6,0330","    3229.9","9","    3229.9","6","    474.2"," ,6","","","     10.51","6","     20.18","6","      0.84","6"
"USC00298730","1927","36.33333","-104.5","1725.5","TAYLOR, NM US","    234.6","","     234.6","6","        52","6","        42","6","         1","6","         5","6","         9","6","       170","6","         7","6","       206","6","        17","6","","","  -22.2","6,1220, ","   381"," ,6,1227, ","  29.0"," ,6,0730, ","   35.6","6,0720, ","-1.1","6,1003","-6.1","6,1012","-6.1","6,1012","-9.4","6,1115","-9.4","6,1115","-1.1","6,0511","-2.2","6,0421","-4.4","6,0415","-11.1","6,0414","-11.1","6,0414","    2760.3","3","    2760.3","6","    404.8"," ,6","      660"," ,6","     11.14","6","     20.88","6","      1.40","6"
"USC00298730","1928","36.33333","-104.5","1725.5","TAYLOR, NM US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    3171.7","7","    3171.7","6","","","","","","","","","",""
"USC00298730","1929","36.33333","-104.5","1725.5","TAYLOR, NM US","","","","","        43","6","        39","6","         8","6","        13","6","","","","","","","","","","","","","","","   178"," ,6,0314, ","  50.8"," ,6,0710, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    511.6"," ,6","     1086"," ,6","","","","","",""
"USC00298730","1930","36.33333","-104.5","1725.5","TAYLOR, NM US","","","","","        44","6","        30","6","         3","6","         7","6","","","","","","","","","","","","","","","   152"," ,6,0327, ","  38.1"," ,6,1001, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    381.0"," ,6","      472"," ,6","","","","","",""
"USC00298730","1931","36.33333","-104.5","1725.5","TAYLOR, NM US","","","","","        50","6","        38","6","         0","6","         8","6","","","","","","","","","","","","","","","   152"," ,6,0222, ","  25.1"," ,6,0923, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    311.6"," ,6","      584"," ,6","","","","","",""
