"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00245390","1955","46.56667","-110.55","1677.9","MARTINSDALE 14 NW, MT US","        90","0","        66","0","         1","0","","","","","  33.5"," ,0,1223, ","    491.3"," ,0"
"USC00245390","1956","46.56667","-110.55","1677.9","MARTINSDALE 14 NW, MT US","        80","0","        49","0","         0","0","","","","","  20.6"," ,0,0826, ","    365.9"," ,0"
"USC00245390","1957","46.56667","-110.55","1677.9","MARTINSDALE 14 NW, MT US","       116","0","        64","0","         2","0","","","","","  27.2"," ,0,0616, ","    563.4"," ,0"
"USC00245390","1958","46.56667","-110.55","1677.9","MARTINSDALE 14 NW, MT US","       144","0","        83","0","         0","0","","","","","  23.4"," ,0,1210, ","    624.0"," ,0"
"USC00245390","1959","46.56667","-110.55","1677.9","MARTINSDALE 14 NW, MT US","       124","0","        76","0","         0","0","         2"," ","         4"," ","  21.3"," ,0,0921, ","    635.2"," ,0"
"USC00245390","1960","46.56667","-110.55","1677.9","MARTINSDALE 14 NW, MT US","       108","0","        71","0","         0","0","","","","","  22.4"," ,0,0503, ","    474.3"," ,0"
"USC00245390","1961","46.56667","-110.55","1677.9","MARTINSDALE 14 NW, MT US","","","","","","","         2"," ","        29"," ","","","",""
"USC00245390","1962","46.56667","-110.55","1677.9","MARTINSDALE 14 NW, MT US","","","","","","","        12"," ","        35"," ","","","",""
"USC00245390","1963","46.56667","-110.55","1677.9","MARTINSDALE 14 NW, MT US","","","","","","","        10"," ","        35"," ","","","",""
"USC00245390","1964","46.56667","-110.55","1677.9","MARTINSDALE 14 NW, MT US","","","","","","","","","        14"," ","","","",""
