"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA002202115","1978","61.7667","-121.2333","169.0","FORT SIMPSON, NT CA","","","","","","","","","","","       122","S","       211","S","","","","","","","  -43.0","S,0108,+","","","","","-1.0","S,0818","-3.0","S,0919","-6.0","S,1004","-15.0","S,1013","-15.0","S,1013","0.0","S,0516","-3.0","S,0513","-6.0","S,0512","-8.0","S,0425","-14.0","S,0416","","","","","","","    -10.31","S"
"CA002202115","1980","61.7667","-121.2333","169.0","FORT SIMPSON, NT CA","","","","","","","","","","","       102","S","       213","S","","","","","","","  -44.0","S,1210,+","","","","","-1.0","S,0821","-4.0","S,0920","-5.0","S,0926","-7.0","S,1021","-9.0","S,1022","-3.0","S,0531","-3.0","S,0531","-7.0","S,0422","-7.0","S,0422","-11.0","S,0409","","","","","","","     -9.32","S"
"CA002202115","1984","61.7667","-121.2333","169.0","FORT SIMPSON, NT CA","","","","","       140","S","        45","S","         1","S","","","","","","","","","","","","","  33.0"," ,S,0701, ","","","","","","","","","","","","","","","","","","","","","","","    444.9"," ,S","","","","","",""
"CA002202115","1985","61.7667","-121.2333","169.0","FORT SIMPSON, NT CA","","","","","       166","S","        47","S","         0","S","","","","","","","","","","","","","  24.4"," ,S,0814, ","","","","","","","","","","","","","","","","","","","","","","","    396.1"," ,S","","","","","",""
"CA002202115","1986","61.7667","-121.2333","169.0","FORT SIMPSON, NT CA","","","","","       159","S","        46","S","         1","S","","","","","","","","","","","","","  25.4"," ,S,0602, ","","","","","","","","","","","","","","","","","","","","","","","    384.7"," ,S","","","","","",""
"CA002202115","1987","61.7667","-121.2333","169.0","FORT SIMPSON, NT CA","","","","","       136","S","        39","S","         0","S","","","","","","","","","","","","","  13.2"," ,S,0906, ","","","","","","","","","","","","","","","","","","","","","","","    316.5"," ,S","","","","","",""
"CA002202115","1989","61.7667","-121.2333","169.0","FORT SIMPSON, NT CA","","","","","       143","S","        45","S","         2","S","","","","","","","","","","","","","  36.8"," ,S,0820, ","","","","","","","","","","","","","","","","","","","","","","","    430.9"," ,S","","","","","",""
"CA002202115","1990","61.7667","-121.2333","169.0","FORT SIMPSON, NT CA","","","","","       157","S","        36","S","         3","S","","","","","","","","","","","","","  32.0"," ,S,0807, ","","","","","","","","","","","","","","","","","","","","","","","    426.3"," ,S","","","","","",""
"CA002202115","1992","61.7667","-121.2333","169.0","FORT SIMPSON, NT CA","","","","","       135","S","        40","S","         2","S","","","","","","","","","","","","","  31.8"," ,S,0403, ","","","","","","","","","","","","","","","","","","","","","","","    405.0"," ,S","","","","","",""
"CA002202115","1993","61.7667","-121.2333","169.0","FORT SIMPSON, NT CA","","","","","       106","S","        33","S","         0","S","","","","","","","","","","","","","  19.1"," ,S,0826, ","","","","","","","","","","","","","","","","","","","","","","","    256.2"," ,S","","","","","",""
"CA002202115","1994","61.7667","-121.2333","169.0","FORT SIMPSON, NT CA","","","","","        94","S","        33","S","         1","S","","","","","","","","","","","","","  31.5"," ,S,0710, ","","","","","","","","","","","","","","","","","","","","","","","    327.1"," ,S","","","","","",""
"CA002202115","1995","61.7667","-121.2333","169.0","FORT SIMPSON, NT CA","","","","","        91","S","        29","S","         0","S","","","","","","","","","","","","","  16.5"," ,S,0322, ","","","","","","","","","","","","","","","","","","","","","","","    180.8"," ,S","","","","","",""
"CA002202115","1996","61.7667","-121.2333","169.0","FORT SIMPSON, NT CA","","","","","       140","S","        37","S","         1","S","","","","","","","","","","","","","  43.7"," ,S,0901, ","","","","","","","","","","","","","","","","","","","","","","","    399.6"," ,S","","","","","",""
"CA002202115","1997","61.7667","-121.2333","169.0","FORT SIMPSON, NT CA","","","","","       124","S","        40","S","         3","S","","","","","","","","","","","","","  51.3"," ,S,0814, ","","","","","","","","","","","","","","","","","","","","","","","    479.7"," ,S","","","","","",""
"CA002202115","1999","61.7667","-121.2333","169.0","FORT SIMPSON, NT CA","     80.5","","      80.5","C","","","","","","","        95","C","       215","C","       149","C","        57","C","         8","C","  -40.9","C,0110, ","","","   33.3","C,0617, ","-0.9","C,0911","-2.8","C,0927","-8.0","C,0929","-8.0","C,0929","-10.2","C,1001","-0.9","C,0527","-2.5","C,0518","-4.5","C,0506","-6.7","C,0427","-10.5","C,0426","","","     -1.72","C","      3.54","C","     -6.98","C"
"CA002202115","2001","61.7667","-121.2333","169.0","FORT SIMPSON, NT CA","","","","","       157","S","        51","S","         2","S","","","","","","","","","","","","","  37.1"," ,S,0824, ","","","","","","","","","","","","","","","","","","","","","","","    516.9"," ,S","","","","","",""
"CA002202115","2002","61.7667","-121.2333","169.0","FORT SIMPSON, NT CA","","","","","       138","S","        45","S","         2","S","","","","","","","","","","","","","  54.1"," ,S,0729, ","","","","","","","","","","","","","","","","","","","","","","","    415.5"," ,S","","","","","",""
"CA002202115","2003","61.7667","-121.2333","169.0","FORT SIMPSON, NT CA","","","","","       113","S","        42","S","         2","S","","","","","","","","","","","","","  41.9"," ,S,0802, ","","","","","","","","","","","","","","","","","","","","","","","    426.4"," ,S","","","","","",""
"CA002202115","2004","61.7667","-121.2333","169.0","FORT SIMPSON, NT CA","","","","","       109","S","        36","S","         0","S","","","","","","","","","","","","","  18.3"," ,S,0526, ","","","","","","","","","","","","","","","","","","","","","","","    260.0"," ,S","","","","","",""
"CA002202115","2006","61.7667","-121.2333","169.0","FORT SIMPSON, NT CA","","","","","       123","S","        45","S","         1","S","","","","","","","","","","","","","  30.2"," ,S,0605, ","","","","","","","","","","","","","","","","","","","","","","","    383.5"," ,S","","","","","",""
"CA002202115","2007","61.7667","-121.2333","169.0","FORT SIMPSON, NT CA","","","","","       140","S","        47","S","         1","S","","","","","","","","","","","","","  29.5"," ,S,0720, ","","","","","","","","","","","","","","","","","","","","","","","    431.7"," ,S","","","","","",""
"CA002202115","2008","61.7667","-121.2333","169.0","FORT SIMPSON, NT CA","","","","","       132","S","        42","S","         2","S","","","","","","","","","","","","","  30.7"," ,S,0710, ","","","","","","","","","","","","","","","","","","","","","","","    370.3"," ,S","","","","","",""
"CA002202115","2009","61.7667","-121.2333","169.0","FORT SIMPSON, NT CA","","","","","       132","S","        54","S","         2","S","","","","","","","","","","","","","  43.4"," ,S,0908, ","","","","","","","","","","","","","","","","","","","","","","","    514.3"," ,S","","","","","",""
"CA002202115","2010","61.7667","-121.2333","169.0","FORT SIMPSON, NT CA","","","","","       119","S","        54","S","         1","S","","","","","","","","","","","","","  43.7"," ,S,0827, ","","","","","","","","","","","","","","","","","","","","","","","    509.1"," ,S","","","","","",""
"CA002202115","2011","61.7667","-121.2333","169.0","FORT SIMPSON, NT CA","","","","","       124","S","        44","S","         2","S","","","","","","","","","","","","","  30.2"," ,S,0815, ","","","","","","","","","","","","","","","","","","","","","","","    429.3"," ,S","","","","","",""
"CA002202115","2012","61.7667","-121.2333","169.0","FORT SIMPSON, NT CA","","","","","       140","S","        51","S","         3","S","","","","","","","","","","","","","  39.9"," ,S,0611, ","","","","","","","","","","","","","","","","","","","","","","","    466.6"," ,S","","","","","",""
"CA002202115","2014","61.7667","-121.2333","169.0","FORT SIMPSON, NT CA","","","","","       116","S","        32","S","         0","S","","","","","","","","","","","","","  23.6"," ,S,0807, ","","","","","","","","","","","","","","","","","","","","","","","    276.7"," ,S","","","","","",""
"CA002202115","2015","61.7667","-121.2333","169.0","FORT SIMPSON, NT CA","","","","","       152","S","        42","S","         2","S","","","","","","","","","","","","","  37.1"," ,S,0715, ","","","","","","","","","","","","","","","","","","","","","","","    412.6"," ,S","","","","","",""
"CA002202115","2016","61.7667","-121.2333","169.0","FORT SIMPSON, NT CA","","","","","       149","S","        40","S","         0","S","","","","","","","","","","","","","  19.8"," ,S,0724, ","","","","","","","","","","","","","","","","","","","","","","","    331.6"," ,S","","","","","",""
"CA002202115","2017","61.7667","-121.2333","169.0","FORT SIMPSON, NT CA","","","","","       149","S","        34","S","         0","S","","","","","","","","","","","","","  25.1"," ,S,0601, ","","","","","","","","","","","","","","","","","","","","","","","    335.8"," ,S","","","","","",""
"CA002202115","2018","61.7667","-121.2333","169.0","FORT SIMPSON, NT CA","","","","","       121","S","        30","S","         1","S","","","","","","","","","","","","","  28.7"," ,S,0626, ","","","","","","","","","","","","","","","","","","","","","","","    279.9"," ,S","","","","","",""
"CA002202115","2019","61.7667","-121.2333","169.0","FORT SIMPSON, NT CA","","","","","       107","S","        39","S","         0","S","","","","","","","","","","","","","  24.9"," ,S,0602, ","","","","","","","","","","","","","","","","","","","","","","","    351.8"," ,S","","","","","",""
"CA002202115","2020","61.7667","-121.2333","169.0","FORT SIMPSON, NT CA","","","","","       125","S","        42","S","         3","S","","","","","","","","","","","","","  41.9"," ,S,0819, ","","","","","","","","","","","","","","","","","","","","","","","    449.9"," ,S","","","","","",""
"CA002202115","2022","61.7667","-121.2333","169.0","FORT SIMPSON, NT CA","","","","","       105","S","        29","S","         1","S","","","","","","","","","","","","","  29.0"," ,S,0828, ","","","","","","","","","","","","","","","","","","","","","","","    274.4"," ,S","","","","","",""
