"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYTS","DYTS_ATTRIBUTES"
"USC00020344","1952","32.78333","-110.26667","1118.9","ARAVAIPA RANGER STATION, AZ US","        35"," "
"USC00020344","1953","32.78333","-110.26667","1118.9","ARAVAIPA RANGER STATION, AZ US","         7"," "
