"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CBUU","2012","32.7397","-114.8839","66.1","BUTTERCUP CALIFORNIA, CA US","   2698.7","","    2698.7","U","         0","U","         0","U","         0","U","       335","U","       202","U","    2.8","U,1228,+","   47.8","U,0812, ","","","","","","","","","     402.6","6","     402.6","U","     24.81","U","     33.03","U","     16.59","U"
"USR0000CBUU","2013","32.7397","-114.8839","66.1","BUTTERCUP CALIFORNIA, CA US","   2601.1","","    2601.1","U","         0","U","         1","U","         0","U","       325","U","       200","U","   -0.6","U,0113, ","   48.3","U,0628, ","","","-0.6","U,0113","","","","","     392.7","7","     392.7","U","     24.32","U","     32.33","U","     16.31","U"
"USR0000CBUU","2014","32.7397","-114.8839","66.1","BUTTERCUP CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","     226.9","9","     226.9","U","","","","","",""
"USR0000CBUU","2017","32.7397","-114.8839","66.1","BUTTERCUP CALIFORNIA, CA US","   2842.8","","    2842.8","U","         0","U","         0","U","         0","U","       337","U","       209","U","    2.2","U,1225, ","   50.6","U,0620, ","","","","","","","","","","","","","     25.44","U","     33.12","U","     17.75","U"
"USR0000CBUU","2018","32.7397","-114.8839","66.1","BUTTERCUP CALIFORNIA, CA US","   2709.3","","    2709.3","U","         0","U","         1","U","         0","U","       343","U","       188","U","   -1.1","U,0221, ","   48.3","U,0724, ","","","-1.1","U,0221","","","","","     230.3","3","     230.3","U","     24.91","U","     32.68","U","     17.14","U"
"USR0000CBUU","2019","32.7397","-114.8839","66.1","BUTTERCUP CALIFORNIA, CA US","   2502.0","","    2502.0","U","         0","U","         1","U","         0","U","       297","U","       181","U","    0.0","U,0220, ","   47.2","U,0815,+","","","0.0","U,0220","","","","","     411.6","6","     411.6","U","     23.91","U","     31.23","U","     16.59","U"
"USR0000CBUU","2020","32.7397","-114.8839","66.1","BUTTERCUP CALIFORNIA, CA US","   2796.2","","    2796.2","U","         0","U","         0","U","         0","U","       333","U","       191","U","    2.2","U,0206, ","   48.9","U,0905, ","","","","","","","","","     378.3","3","     378.3","U","     24.96","U","     33.15","U","     16.77","U"
"USR0000CBUU","2021","32.7397","-114.8839","66.1","BUTTERCUP CALIFORNIA, CA US","   2722.3","","    2722.3","U","         0","U","         0","U","         0","U","       335","U","       195","U","    2.2","U,1220,+","   48.9","U,0804, ","","","","","","","","","     354.9","9","     354.9","U","     24.93","U","     32.74","U","     17.11","U"
"USR0000CBUU","2022","32.7397","-114.8839","66.1","BUTTERCUP CALIFORNIA, CA US","   2719.1","","    2719.1","U","         0","U","         0","U","         0","U","       334","U","       188","U","    0.6","U,1214,+","   46.1","U,0830, ","","","","","","","","","     285.4","4","     285.4","U","     24.68","U","     32.24","U","     17.12","U"
"USR0000CBUU","2023","32.7397","-114.8839","66.1","BUTTERCUP CALIFORNIA, CA US","   2518.2","","    2518.2","U","         0","U","         0","U","         0","U","       320","U","       184","U","    1.1","U,0216, ","   48.9","U,0828, ","","","","","","","","","     526.5","5","     526.5","U","     24.03","U","     31.75","U","     16.31","U"
"USR0000CBUU","2024","32.7397","-114.8839","66.1","BUTTERCUP CALIFORNIA, CA US","   2749.5","","    2749.5","U","         0","U","         0","U","         0","U","       333","U","       189","U","    1.1","U,0112, ","   48.3","U,0905,+","","","","","","","","","     309.4","4","     309.4","U","     24.94","U","     32.85","U","     17.02","U"
