"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00241730","2002","48.1729","-109.0053","1024.1","CHINOOK 35 SE, MT US","    129.6","","     129.6","0","        56","0","        28","0","         3","0","         7","0","        31","0","       205","0","        49","0","       113","0","        13","0","","","  -30.6","0,0309, ","    76"," ,0,0508, ","  41.7"," ,0,0611, ","   34.4","0,0716,+","-2.2","0,0922","-2.2","0,0922","-4.4","0,1002","-7.2","0,1011","-8.9","0,1022","-2.8","0,0525","-2.8","0,0525","-7.2","0,0509","-7.2","0,0509","-10.0","0,0426","","","","","    370.4"," ,0","      308"," ,0","      5.41","0","     13.02","0","     -2.20","0"
"USC00241730","2004","48.1729","-109.0053","1024.1","CHINOOK 35 SE, MT US","","","","","","","","","","","        16","0","","","","","","","","","","","","","","","   127"," ,0,0102, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      981"," ,0","","","","","",""
"USC00241730","2005","48.1729","-109.0053","1024.1","CHINOOK 35 SE, MT US","    126.7","","     126.7","0","","","","","","","        19","0","        27","0","       158","0","        45","0","       103","0","        12","0","         1"," ","  -32.2","0,0114, ","   152"," ,0,0101, ","","","   35.0","0,0801, ","-1.7","0,0924","-5.0","0,0928","-5.0","0,0928","-6.7","0,1022","-10.0","0,1115","-1.1","0,0530","-3.3","0,0515","-4.4","0,0503","-8.9","0,0502","-8.9","0,0502","    4229.1","1","    4229.1","0","","","      977"," ,0","      6.85","0","     13.77","0","     -0.07","0"
"USC00241730","2006","48.1729","-109.0053","1024.1","CHINOOK 35 SE, MT US","    192.4","","     192.4","0","        56","0","        28","0","         2","0","        15","0","        11","0","       168","0","        38","0","       119","0","        18","0","","","  -34.4","0,0217, ","   152"," ,0,0304, ","  28.7"," ,0,0611, ","   36.1","0,0724, ","0.0","0,0917","-2.2","0,1008","-4.4","0,1013","-11.7","0,1030","-11.7","0,1030","-2.2","0,0505","-2.2","0,0505","-6.1","0,0424","-6.7","0,0322","-11.1","0,0314","    3890.0","0","    3890.0","0","    293.9"," ,0","      760"," ,0","      7.74","0","     14.33","0","      1.15","0"
"USC00241730","2007","48.1729","-109.0053","1024.1","CHINOOK 35 SE, MT US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    4116.5","5","    4116.5","0","","","","","","","","","",""
"USC00241730","2008","48.1729","-109.0053","1024.1","CHINOOK 35 SE, MT US","     94.7","","      94.7","0","        61","0","        33","0","         2","0","","","        26","0","       194","0","        41","0","        94","0","         5","0","","","  -35.6","0,0129, ","","","  51.3"," ,0,0522, ","   35.6","0,0825, ","-0.6","0,1007","-6.1","0,1009","-6.1","0,1009","-7.2","0,1013","-10.0","0,1027","-1.7","0,0611","-3.3","0,0512","-4.4","0,0428","-7.2","0,0426","-10.6","0,0423","","","","","    360.3"," ,0","","","      5.50","0","     12.50","0","     -1.49","0"
"USC00241730","2009","48.1729","-109.0053","1024.1","CHINOOK 35 SE, MT US","","","","","","","","","","","        13","0","","","","","","","","","","","","","","","   229"," ,0,0427, ","","","","","","","","","","","","","","","","","","","","","","","","","    4465.5","5","    4465.5","0","","","      864"," ,0","","","","","",""
"USC00241730","2010","48.1729","-109.0053","1024.1","CHINOOK 35 SE, MT US","","","","","        38","0","        30","0","         2","0","        13","0","        21","0","       177","0","","","","","","","","","  -27.8","0,0107, ","   279"," ,0,1229, ","  39.6"," ,0,0528, ","","","0.0","0,1013","-5.0","0,1016","-5.0","0,1016","-6.7","0,1028","-15.0","0,1117","-0.6","0,0512","-2.2","0,0509","-5.0","0,0508","-7.8","0,0411","-12.2","0,0224","","","","","    337.3"," ,0","     1052"," ,0","","","","","     -0.81","0"
"USC00241730","2012","48.1729","-109.0053","1024.1","CHINOOK 35 SE, MT US","    158.5","","     158.5","7","","","","","","","","","        15","7","       188","7","        34","7","       114","7","        17","7","","","  -28.9","7,0118, ","","","","","   35.0","7,0808, ","0.0","7,1003","-3.9","7,1005","-6.7","7,1011","-6.7","7,1011","-8.9","7,1025","-1.1","Z,0530","-3.9","Z,0511","-7.2","K,0417","-7.2","K,0417","-9.4","K,0416","","","","","","","","","      7.06","7","     14.23","7","     -0.11","7"
"USC00241730","2013","48.1729","-109.0053","1024.1","CHINOOK 35 SE, MT US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    4481.2","2","    4481.2"," ","","","","","","","","","",""
"USC00241730","2014","48.1729","-109.0053","1024.1","CHINOOK 35 SE, MT US","    116.0","","     116.0","7","","","","","","","","","        38","7","       177","7","        51","7","       104","7","         4","7","         3"," ","  -30.6","7,0206, ","","","","","   34.4","7,0803, ","-0.6","7,0910","-2.8","7,0912","-7.2","7,1027","-7.2","7,1027","-12.8","7,1110","0.0","7,0518","-2.8","7,0514","-5.0","7,0418","-6.7","7,0415","-10.6","7,0414","","","","","","","","","      5.92","7","     12.84","7","     -1.01","7"
"USC00241730","2015","48.1729","-109.0053","1024.1","CHINOOK 35 SE, MT US","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    4060.1","1","    4060.1","7","","","","","","","","","",""
"USC00241730","2020","48.1729","-109.0053","1024.1","CHINOOK 35 SE, MT US","    121.3","","     121.3","7","","","","","","","","","        18","7","       191","7","        53","7","       118","7","        14","7","","","  -32.2","7,0115, ","","","","","   35.0","7,0819,+","-1.7","7,0908","-2.2","7,0909","-4.4","7,1016","-10.0","7,1018","-10.0","7,1018","0.0","7,0513","-4.4","7,0512","-4.4","7,0512","-9.4","7,0416","-9.4","7,0416","","","","","","","","","      5.99","7","     13.35","7","     -1.38","7"
"USC00241730","2021","48.1729","-109.0053","1024.1","CHINOOK 35 SE, MT US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    4345.8","8","    4345.8","7","","","","","","","","","",""
