"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00483930","1965","42.45","-105.08333","1449.0","GLENDO 4 SW, WY US","    119.4","","     119.4","0","        74","0","        39","0","         5","0","","","","","        22","0","       190","0","        24","0","       141","0","        11","0","         1"," ","  -26.7","0,0215,+","","","","","  57.9"," ,0,0614,+","   36.7","0,0812, ","-3.3","0,0901","-3.3","0,0901","-5.0","0,0917","-6.7","0,1101","-9.4","0,1112","0.0","0,0606","-2.2","0,0512","-7.2","0,0428","-7.2","0,0428","-12.2","0,0327","    4088.3","3","    4088.3","0","    461.9"," ,0","","","      7.74","0","     16.36","0","     -0.89","0"
"USC00483930","1966","42.45","-105.08333","1449.0","GLENDO 4 SW, WY US","    291.2","","     291.2","0","        57","0","        31","0","         0","0","       31","","","","        29","0","       199","0","        27","0","       149","0","        46","0","","","  -31.1","0,0121, ","   254"," ,0,0209, ","","","  23.9"," ,0,1013, ","   38.9","0,0716, ","-7.2","0,1001","-7.2","0,1001","-7.2","0,1001","-7.2","0,1001","-8.9","0,1010","0.0","0,0606","-3.3","0,0524","-5.6","0,0519","-7.2","0,0428","-24.4","0,0420","    3974.4","4","    3974.4","0","    230.0"," ,0","","","      8.07","0","     17.43","0","     -1.30","0"
"USC00483930","1967","42.45","-105.08333","1449.0","GLENDO 4 SW, WY US","    111.8","","     111.8","0","       102","0","        49","0","         3","0","       47","","","","        25","0","       185","0","        23","0","       136","0","        14","0","        20"," ","  -32.8","0,1231, ","   152"," ,0,1103,+","","","  54.1"," ,0,0615, ","   35.6","0,0827, ","-2.2","0,0913","-2.2","0,0913","-5.0","0,1013","-9.4","0,1016","-9.4","0,1016","0.0","0,0517","-2.2","0,0515","-7.2","0,0501","-7.2","0,0501","-11.7","0,0422","    3828.0","0","    3828.0","0","    592.7"," ,0","","","      7.60","0","     16.14","0","     -0.95","0"
"USC00483930","1968","42.45","-105.08333","1449.0","GLENDO 4 SW, WY US","    140.2","","     140.2","0","        65","0","        42","0","         1","0","","","","","        24","0","       208","0","        18","0","       134","0","        25","0","","","  -34.4","0,0106, ","","","","","  31.8"," ,0,0606, ","   36.7","0,0720,+","-2.8","0,0904","-2.8","0,0904","-6.1","0,1004","-11.7","0,1008","-11.7","0,1008","-2.2","0,0520","-2.2","0,0520","-7.2","0,0509","-7.2","0,0509","-10.0","0,0414","    4159.1","1","    4159.1","0","    339.7"," ,0","","","      7.29","0","     16.56","0","     -1.99","0"
"USC00483930","1969","42.45","-105.08333","1449.0","GLENDO 4 SW, WY US","    234.8","","     234.8","0","        62","0","        37","0","         2","0","","","        12","0","        27","0","       196","0","        24","0","       148","0","        36","0","         1"," ","  -29.4","0,0109, ","","","   178"," ,0,0307, ","  62.5"," ,0,0611, ","   37.8","0,0811,+","-2.2","0,0923","-2.2","0,0923","-5.6","0,1005","-7.2","0,1012","-12.8","0,1013","-1.1","0,0614","-3.9","0,0602","-6.1","0,0428","-11.7","0,0327","-11.7","0,0327","    4110.3","3","    4110.3","0","    330.8"," ,0","     1067"," ,0","      7.93","0","     16.93","0","     -1.07","0"
"USC00483930","1970","42.45","-105.08333","1449.0","GLENDO 4 SW, WY US","    210.7","","     210.7","0","        65","0","        37","0","         3","0","","","        23","0","        24","0","       206","0","        23","0","       135","0","        36","0","        14"," ","  -30.0","0,0108,+","","","   356"," ,0,0318, ","  66.5"," ,0,0612, ","   35.6","0,0717,+","-4.4","0,0910","-4.4","0,0910","-4.4","0,0910","-7.8","0,0926","-10.6","0,1009","0.0","0,0613","-2.2","0,0515","-6.7","0,0502","-6.7","0,0502","-15.0","0,0404","    4173.6","6","    4173.6","0","    465.3"," ,0","     2059"," ,0","      7.30","0","     16.16","0","     -1.57","0"
"USC00483930","1971","42.45","-105.08333","1449.0","GLENDO 4 SW, WY US","    155.6","","     155.6","0","        76","0","        36","0","         6","0","       32","","        20","0","        15","0","       199","0","        23","0","       131","0","        27","0","        25"," ","  -31.7","0,0107, ","   356"," ,0,1029, ","   330"," ,0,1028, ","  46.7"," ,0,0419, ","   35.6","0,0822, ","-1.1","0,0917","-6.7","0,0919","-6.7","0,0919","-6.7","0,0919","-9.4","0,1028","0.0","0,0730","-2.2","0,0507","-5.0","0,0428","-9.4","0,0427","-9.4","0,0427","    4121.5","5","    4121.5","0","    502.4"," ,0","     1216"," ,0","      7.29","0","     15.86","0","     -1.27","0"
"USC00483930","1972","42.45","-105.08333","1449.0","GLENDO 4 SW, WY US","","","","","","","","","","","","","","","","","","","","","","","","","         3"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00483930","1973","42.45","-105.08333","1449.0","GLENDO 4 SW, WY US","    179.0","","     179.0","0","        60","0","        34","0","         4","0","       25","","        12","0","        22","0","       204","0","        26","0","       135","0","        29","0","","","  -35.6","0,0208, ","   229"," ,0,1103, ","   305"," ,0,0419, ","  67.1"," ,0,0911, ","   38.9","0,0706, ","0.0","0,0918","-3.3","0,0927","-5.6","0,1004","-11.7","0,1027","-11.7","0,1027","-1.1","0,0604","-2.8","0,0531","-4.4","0,0513","-11.1","0,0416","-11.1","0,0416","    4385.2","2","    4385.2","0","    434.7"," ,0","     1185"," ,0","      7.40","0","     15.94","0","     -1.14","0"
"USC00483930","1974","42.45","-105.08333","1449.0","GLENDO 4 SW, WY US","    189.8","","     189.8","0","        48","0","        24","0","         1","0","       24","","         6","0","        27","0","       203","0","        23","0","       141","0","        40","0","","","  -34.4","0,0102, ","   178"," ,0,0205, ","   178"," ,0,0205, ","  30.5"," ,0,0608, ","   37.2","0,0626, ","-3.9","0,0903","-3.9","0,0903","-5.0","0,0913","-7.8","0,0928","-11.1","0,1104","-1.1","0,0607","-4.4","0,0522","-4.4","0,0522","-10.0","0,0503","-10.0","0,0503","    3972.1","1","    3972.1","0","    189.2"," ,0","      458"," ,0","      7.56","0","     16.99","0","     -1.87","0"
