"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00101831","1965","47.0112","-116.2559","860.1","CLARKIA, ID US","     41.7","","      41.7","0","","","","","","","","","","","         3","0","       215","0","        38","0","        98","0","        12","0","        12"," ","  -20.6","0,0324, ","","","","","","","   35.0","0,0802,+","-2.2","0,0830","-2.2","0,0830","-5.0","0,0917","-10.6","0,1128","-10.6","0,1128","0.0","0,0721","-3.3","0,0518","-5.6","0,0418","-9.4","0,0328","-9.4","0,0328","","","","","","","","","      6.30","0","     13.21","0","     -0.61","0"
"USC00101831","1966","47.0112","-116.2559","860.1","CLARKIA, ID US","     18.4","","      18.4","0","       142","0","        85","0","         1","0","","","        22","0","         5","0","       204","0","        26","0","       121","0","        10","0","         5"," ","  -25.6","0,0120, ","","","   310"," ,0,0123, ","  25.7"," ,0,1213, ","   36.7","0,0825,+","-0.6","0,0812","-2.2","0,0821","-7.8","0,1009","-7.8","0,1009","-11.1","0,1111","0.0","0,0727","-2.2","0,0524","-5.0","0,0523","-10.6","0,0419","-10.6","0,0419","    4222.2","2","    4222.2","0","    780.9"," ,0","     1997"," ,0","      6.74","0","     14.00","0","     -0.53","0"
"USC00101831","1967","47.0112","-116.2559","860.1","CLARKIA, ID US","     60.9","","      60.9","0","","","","","","","","","","","         5","0","       197","0","        25","0","       125","0","        28","0","        15"," ","  -23.9","0,1214, ","","","","","","","   36.7","0,0831,+","-1.1","0,0825","-3.9","0,0923","-4.4","0,1024","-6.7","0,1102","-8.9","0,1104","-2.2","0,0526","-2.2","0,0526","-5.0","0,0423","-6.7","0,0331","-9.4","0,0314","    4163.4","4","    4163.4","0","","","","","      7.10","0","     14.37","0","     -0.17","0"
"USC00101831","1968","47.0112","-116.2559","860.1","CLARKIA, ID US","","","","","","","","","","","","","        27","0","","","","","","","","","","","         8"," ","","","","","   259"," ,0,1227, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     1893"," ,0","","","","","",""
"USC00101831","1969","47.0112","-116.2559","860.1","CLARKIA, ID US","     22.0","","      22.0","0","       117","0","        76","0","         2","0","      126","","        39","0","         7","0","       206","0","        46","0","       120","0","         8","0","","","  -25.6","0,0124, ","  1372"," ,0,0202, ","   307"," ,0,0131, ","  49.0"," ,0,0131, ","   37.8","0,0823, ","-0.6","0,0802","-2.2","0,0817","-6.7","0,0915","-6.7","0,0915","-8.9","0,1013","-0.6","0,0730","-2.2","0,0408","-4.4","0,0328","-7.2","0,0326","-10.0","0,0325","    4418.3","3","    4418.3","0","    758.4"," ,0","     2642"," ,0","      6.28","0","     13.84","0","     -1.28","0"
"USC00101831","1970","47.0112","-116.2559","860.1","CLARKIA, ID US","","","","","","","","","","","","","","","         8","0","       216","0","","","","","","","        17"," ","  -23.3","0,0107, ","","","","","","","","","0.0","0,0810","-2.2","0,0912","-5.6","0,0913","-8.3","0,0914","-8.9","0,1014","-1.1","0,0518","-2.2","0,0502","-5.0","0,0417","-6.7","0,0327","-10.0","0,0319","    4472.6","6","    4472.6"," ","","","","","","","","","     -1.08","0"
"USC00101831","1971","47.0112","-116.2559","860.1","CLARKIA, ID US","     50.8","","      50.8","0","       135","0","        94","0","         2","0","      140","","        48","0","        11","0","       223","0","        49","0","       108","0","        18","0","        13"," ","  -27.8","0,1228, ","  1016"," ,0,1221, ","   257"," ,0,1210, ","  45.5"," ,0,0130, ","   35.6","0,0808,+","-0.6","0,0824","-3.3","0,0912","-4.4","0,0914","-6.7","0,0915","-9.4","0,1017","-2.8","0,0707","-2.8","0,0707","-6.1","0,0416","-7.2","0,0328","-10.6","0,0320","","","","","   1213.2"," ,0","     3719"," ,0","      5.36","0","     12.33","0","     -1.60","0"
"USC00101831","1972","47.0112","-116.2559","860.1","CLARKIA, ID US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    4833.2","2","    4833.2","0","","","","","","","","","",""
"USC00101831","1974","47.0112","-116.2559","860.1","CLARKIA, ID US","     60.5","","      60.5","0","","","","","","","","","","","         9","0","       214","0","        25","0","       111","0","        10","0","         1"," ","  -28.9","0,0106, ","","","","","","","   36.1","0,0830, ","0.0","0,0813","-3.3","0,0913","-4.4","0,0928","-10.0","0,1006","-10.0","0,1006","0.0","0,0608","-2.8","0,0517","-4.4","0,0325","-12.2","0,0323","-12.2","0,0323","","","","","    993.3"," ,0","     2359"," ,0","      6.36","0","     13.38","0","     -0.66","0"
"USC00101831","2013","47.0112","-116.2559","860.1","CLARKIA, ID US","","","","","        99","7","        83","7","         1","7","","","","","","","","","","","","","","","","","","","","","","","  35.6"," ,7,1117, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    770.0"," ,7","","","","","","","",""
