"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MXM00076118","1943","30.3667","-109.6833","1099.7","NACOZARI SMN, MX","   1189.6","","    1189.6","m","        40","m","        36","m","         3","m","         0","m","        21","m","         0","m","       288","m","       116","m","  -10.0","m,0124, ","  65.8"," ,m,0824, ","   40.6","m,0622,+","-2.2","m,1227","-2.2","m,1227","","","0.0","m,0211","-6.1","m,0128","-6.1","m,0128","-10.0","m,0124","-10.0","m,0124","","","","","    490.9"," ,m","     19.22","m","     28.02","m","     10.41","m"
"MXM00076118","1945","30.3667","-109.6833","1099.7","NACOZARI SMN, MX","   1237.8","","    1237.8","m","        38","m","        34","m","         2","m","         0","m","        18","m","         0","m","       295","m","       122","m","   -3.3","m,0227, ","  34.8"," ,m,0807, ","   40.6","m,0904,+","0.0","m,1208","-2.2","m,1217","","","0.0","m,0308","-3.3","m,0227","","","","","","","    1100.8","8","    1100.8","m","    389.6"," ,m","     18.92","m","     28.02","m","      9.82","m"
"MXM00076118","1946","30.3667","-109.6833","1099.7","NACOZARI SMN, MX","   1349.9","","    1349.9","m","        51","m","        46","m","         3","m","         0","m","        20","m","         0","m","       288","m","       117","m","   -4.4","m,0111, ","  79.8"," ,m,0926, ","   41.7","m,0610, ","0.0","m,1103","-2.2","m,1231","","","0.0","m,0315","-2.2","m,0217","-4.4","m,0111","","","","","     905.8","8","     905.8","m","    615.8"," ,m","     19.39","m","     27.67","m","     11.10","m"
"MXM00076118","1947","30.3667","-109.6833","1099.7","NACOZARI SMN, MX","","","","","        45","m","        33","m","         4","m","","","","","","","","","","","","","  43.4"," ,m,0704, ","","","","","","","","","","","","","","","","","","","","","","","    435.2"," ,m","","","","","",""
"MXM00076118","1948","30.3667","-109.6833","1099.7","NACOZARI SMN, MX","   1396.3","","    1396.3","m","        47","m","        39","m","         2","m","         0","m","        26","m","         0","m","       281","m","       139","m","   -7.2","m,0129, ","  38.9"," ,m,0203, ","   42.8","m,0708, ","0.0","m,1121","-2.2","m,1206","","","0.0","m,0322","-3.3","m,0213","-4.4","m,0130","-7.2","m,0129","","","     946.3","3","     946.3","m","    450.7"," ,m","     19.70","m","     28.10","m","     11.30","m"
"MXM00076118","1949","30.3667","-109.6833","1099.7","NACOZARI SMN, MX","   1104.2","","    1104.2","m","        65","m","        48","m","         9","m","         0","m","        38","m","         1","m","       285","m","       118","m","  -10.0","m,0118, ","  50.8"," ,m,0211, ","   40.0","m,0615,+","-1.1","m,1212","-3.3","m,1216","","","-1.1","m,0326","-2.2","m,0208","-4.4","m,0204","-8.3","m,0130","-10.0","m,0118","    1019.5","5","    1019.5","m","    705.4"," ,m","     18.57","m","     27.17","m","      9.98","m"
"MXM00076118","1950","30.3667","-109.6833","1099.7","NACOZARI SMN, MX","   1095.3","","    1095.3","m","        44","m","        28","m","         3","m","         0","m","        12","m","         0","m","       329","m","       138","m","   -2.2","m,1231,+","  37.8"," ,m,0704, ","   40.6","m,0628,+","-1.1","m,1207","-2.2","m,1229","","","-2.2","m,0116","-2.2","m,0116","","","","","","","     805.7","7","     805.7","m","    375.4"," ,m","     19.39","m","     29.15","m","      9.64","m"
"MXM00076118","1951","30.3667","-109.6833","1099.7","NACOZARI SMN, MX","   1232.0","","    1232.0","m","        44","m","        38","m","         4","m","         0","m","        38","m","         0","m","       282","m","       140","m","   -5.0","m,0104,+","  46.0"," ,m,0721, ","   42.8","m,0526, ","-1.1","m,1207","","","","","0.0","m,0501","-3.3","m,0304","-5.0","m,0104","","","","","     874.3","3","     874.3","m","    462.3"," ,m","     18.82","m","     27.88","m","      9.77","m"
"MXM00076118","1952","30.3667","-109.6833","1099.7","NACOZARI SMN, MX","   1273.4","","    1273.4","m","        49","m","        40","m","         4","m","         0","m","        40","m","         0","m","       263","m","       158","m","   -4.4","m,1223,+","  65.3"," ,m,1216, ","   40.6","m,0904,+","-1.1","m,1124","-3.3","m,1125","-4.4","m,1127","-1.1","m,0324","-3.3","m,0319","","","","","","","    1115.4","4","    1115.4","m","    518.8"," ,m","     18.58","m","     27.72","m","      9.45","m"
"MXM00076118","1960","30.3667","-109.6833","1099.7","NACOZARI SMN, MX","","","","","        41","m","        34","m","         7","m","","","","","","","","","","","","","  64.8"," ,m,0110, ","","","","","","","","","","","","","","","","","","","","","","","    511.0"," ,m","","","","","",""
