"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES"
"MOW00013022","1951","33.61667","-7.11667","171.3","BOULHAUT, MO","         5"," ","",""
"MOW00013022","1952","33.61667","-7.11667","171.3","BOULHAUT, MO","        47"," ","         6"," "
