"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00069010","1920","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        90","a","        62","a","        10","a","","","","","","","","","","","","","  70.1"," ,a,1212, ","","","","","","","","","","","    872.3"," ,a","","","","","",""
"ASN00069010","1921","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","       138","a","        63","a","         7","a","","","","","","","","","","","","","  52.3"," ,a,0408, ","","","","","","","","","","","    811.6"," ,a","","","","","",""
"ASN00069010","1922","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","       108","a","        60","a","         7","a","","","","","","","","","","","",""," 101.9"," ,a,0726, ","","","","","","","","","","","    836.4"," ,a","","","","","",""
"ASN00069010","1923","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        79","a","        39","a","         6","a","","","","","","","","","","","","","  44.5"," ,a,0626, ","","","","","","","","","","","    551.5"," ,a","","","","","",""
"ASN00069010","1924","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        88","a","        55","a","         7","a","","","","","","","","","","","","","  36.8"," ,a,0707, ","","","","","","","","","","","    613.8"," ,a","","","","","",""
"ASN00069010","1925","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        99","a","        48","a","         9","a","","","","","","","","","","","",""," 199.9"," ,a,0527, ","","","","","","","","","","","   1175.7"," ,a","","","","","",""
"ASN00069010","1926","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        95","a","        54","a","         3","a","","","","","","","","","","","","","  56.9"," ,a,0325, ","","","","","","","","","","","    576.0"," ,a","","","","","",""
"ASN00069010","1927","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        94","a","        51","a","         6","a","","","","","","","","","","","","","  73.7"," ,a,0106, ","","","","","","","","","","","    677.4"," ,a","","","","","",""
"ASN00069010","1928","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","       102","a","        50","a","         3","a","","","","","","","","","","","","","  55.4"," ,a,0217, ","","","","","","","","","","","    557.0"," ,a","","","","","",""
"ASN00069010","1929","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        85","a","        52","a","         5","a","","","","","","","","","","","","","  45.2"," ,a,0404, ","","","","","","","","","","","    675.1"," ,a","","","","","",""
"ASN00069010","1930","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        85","a","        53","a","         3","a","","","","","","","","","","","","","  68.6"," ,a,0601, ","","","","","","","","","","","    534.7"," ,a","","","","","",""
"ASN00069010","1931","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        94","a","        57","a","         8","a","","","","","","","","","","","","","  62.5"," ,a,0529, ","","","","","","","","","","","    814.9"," ,a","","","","","",""
"ASN00069010","1932","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        93","a","        50","a","         6","a","","","","","","","","","","","","","  55.9"," ,a,0317, ","","","","","","","","","","","    679.1"," ,a","","","","","",""
"ASN00069010","1933","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","       108","a","        52","a","         4","a","","","","","","","","","","","","","  71.1"," ,a,1120, ","","","","","","","","","","","    590.1"," ,a","","","","","",""
"ASN00069010","1934","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","       126","a","        79","a","        12","a","","","","","","","","","","","",""," 104.6"," ,a,0108, ","","","","","","","","","","","   1236.0"," ,a","","","","","",""
"ASN00069010","1935","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","       123","a","        47","a","         6","a","","","","","","","","","","","","","  70.9"," ,a,1204, ","","","","","","","","","","","    631.5"," ,a","","","","","",""
"ASN00069010","1936","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","       145","a","        59","a","         5","a","","","","","","","","","","","","","  80.8"," ,a,0624, ","","","","","","","","","","","    725.8"," ,a","","","","","",""
"ASN00069010","1937","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","       146","a","        60","a","         5","a","","","","","","","","","","","","","  41.9"," ,a,0821, ","","","","","","","","","","","    707.5"," ,a","","","","","",""
"ASN00069010","1938","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","       124","a","        52","a","         7","a","","","","","","","","","","","","","  65.5"," ,a,0825, ","","","","","","","","","","","    737.1"," ,a","","","","","",""
"ASN00069010","1939","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","       143","a","        60","a","         6","a","","","","","","","","","","","","","  39.1"," ,a,0404, ","","","","","","","","","","","    698.8"," ,a","","","","","",""
"ASN00069010","1940","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        78","a","        39","a","         4","a","","","","","","","","","","","","","  47.2"," ,a,0415, ","","","","","","","","","","","    460.9"," ,a","","","","","",""
"ASN00069010","1941","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        93","a","        49","a","         5","a","","","","","","","","","","","","","  68.6"," ,a,0203, ","","","","","","","","","","","    627.3"," ,a","","","","","",""
"ASN00069010","1942","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","       105","a","        53","a","         3","a","","","","","","","","","","","","","  36.6"," ,a,0327, ","","","","","","","","","","","    676.1"," ,a","","","","","",""
"ASN00069010","1943","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","       134","a","        58","a","         5","a","","","","","","","","","","","","","  88.4"," ,a,0520, ","","","","","","","","","","","    769.2"," ,a","","","","","",""
"ASN00069010","1944","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        72","a","        30","a","         3","a","","","","","","","","","","","","","  51.6"," ,a,0322, ","","","","","","","","","","","    401.7"," ,a","","","","","",""
"ASN00069010","1945","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        95","a","        48","a","         5","a","","","","","","","","","","","","","  47.2"," ,a,0613, ","","","","","","","","","","","    809.9"," ,a","","","","","",""
"ASN00069010","1946","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        83","a","        47","a","         3","a","","","","","","","","","","","","","  40.6"," ,a,0119, ","","","","","","","","","","","    590.1"," ,a","","","","","",""
"ASN00069010","1947","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        95","a","        52","a","         7","a","","","","","","","","","","","","","  47.0"," ,a,0213, ","","","","","","","","","","","    648.0"," ,a","","","","","",""
"ASN00069010","1948","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        98","a","        51","a","         4","a","","","","","","","","","","","","","  62.0"," ,a,0102, ","","","","","","","","","","","    760.0"," ,a","","","","","",""
"ASN00069010","1949","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","       112","a","        61","a","         3","a","","","","","","","","","","","","","  47.2"," ,a,0521, ","","","","","","","","","","","    776.3"," ,a","","","","","",""
"ASN00069010","1950","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1222.0"," ,a","","","","","",""
"ASN00069010","1951","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        89","a","        61","a","        10","a","","","","","","","","","","","","","  48.5"," ,a,0924, ","","","","","","","","","","","    852.3"," ,a","","","","","",""
"ASN00069010","1952","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","       114","a","        71","a","         8","a","","","","","","","","","","","","","  73.4"," ,a,0615, ","","","","","","","","","","","   1204.9"," ,a","","","","","",""
"ASN00069010","1953","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        83","a","        44","a","         5","a","","","","","","","","","","","","","  79.2"," ,a,0505, ","","","","","","","","","","","    534.7"," ,a","","","","","",""
"ASN00069010","1954","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        76","a","        39","a","         2","a","","","","","","","","","","","","","  33.5"," ,a,0217, ","","","","","","","","","","","    437.1"," ,a","","","","","",""
"ASN00069010","1955","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","       108","a","        52","a","         4","a","","","","","","","","","","","","","  44.7"," ,a,0303, ","","","","","","","","","","","    724.2"," ,a","","","","","",""
"ASN00069010","1956","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1033.0"," ,a","","","","","",""
"ASN00069010","1957","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        67","a","        32","a","         4","a","","","","","","","","","","","","","  58.9"," ,a,0710, ","","","","","","","","","","","    479.6"," ,a","","","","","",""
"ASN00069010","1958","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        84","a","        44","a","         3","a","","","","","","","","","","","","","  47.2"," ,a,0130, ","","","","","","","","","","","    616.7"," ,a","","","","","",""
"ASN00069010","1959","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","       113","a","        53","a","        10","a","","","","","","","","","","","",""," 102.6"," ,a,1021, ","","","","","","","","","","","   1276.4"," ,a","","","","","",""
"ASN00069010","1960","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","       114","a","        50","a","         7","a","","","","","","","","","","","","","  68.1"," ,a,0713, ","","","","","","","","","","","    861.1"," ,a","","","","","",""
"ASN00069010","1961","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1102.1"," ,a","","","","","",""
"ASN00069010","1962","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","       100","a","        60","a","         4","a","","","","","","","","","","","","","  37.8"," ,a,1205, ","","","","","","","","","","","    826.5"," ,a","","","","","",""
"ASN00069010","1963","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    916.0"," ,a","","","","","",""
"ASN00069010","1964","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        75","a","        47","a","         6","a","","","","","","","","","","","","","  49.3"," ,a,0825, ","","","","","","","","","","","    677.9"," ,a","","","","","",""
"ASN00069010","1965","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        65","a","        33","a","         2","a","","","","","","","","","","","","","  43.4"," ,a,1026, ","","","","","","","","","","","    422.0"," ,a","","","","","",""
"ASN00069010","1966","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        91","a","        52","a","         3","a","","","","","","","","","","","",""," 106.7"," ,a,1224, ","","","","","","","","","","","    840.3"," ,a","","","","","",""
"ASN00069010","1967","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","       107","a","        37","a","         4","a","","","","","","","","","","","","","  70.9"," ,a,0906, ","","","","","","","","","","","    575.8"," ,a","","","","","",""
"ASN00069010","1968","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        85","a","        41","a","         3","a","","","","","","","","","","","","","  53.6"," ,a,0515, ","","","","","","","","","","","    547.3"," ,a","","","","","",""
"ASN00069010","1969","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","       113","a","        59","a","         5","a","         0","a","        51","a","         0","a","       132","a","        14","a","   -3.9","a,0810,+","  60.2"," ,a,0416, ","   35.6","a,0207, ","-0.6","a,0424","-2.8","a,0525","0.0","a,1023","-2.2","a,0920","    759.9"," ,a","     13.11","a","     19.12","a","      7.12","a"
"ASN00069010","1970","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","       109","a","        56","a","         8","a","","","","","","","","","","","","","  61.0"," ,a,0529, ","","","","","","","","","","","    893.0"," ,a","","","","","",""
"ASN00069010","1971","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    496.8"," ,a","","","","","",""
"ASN00069010","1972","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","       100","a","        42","a","         2","a","","","","","","","","","","","","","  29.5"," ,a,1030, ","","","","","","","","","","","    477.4"," ,a","","","","","",""
"ASN00069010","1973","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    772.7"," ,a","","","","","",""
"ASN00069010","1974","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1341.7"," ,a","","","","","",""
"ASN00069010","1976","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1099.1"," ,a","","","","","",""
"ASN00069010","1977","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    573.3"," ,a","","","","","",""
"ASN00069010","1979","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        54","a","        29","a","         3","a","","","","","","","","","","","","","  61.8"," ,a,0316, ","","","","","","","","","","","    463.0"," ,a","","","","","",""
"ASN00069010","1980","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    364.2"," ,a","","","","","",""
"ASN00069010","1981","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        95","a","        63","a","         5","a","","","","","","","","","","","","","  40.0"," ,a,0404, ","","","","","","","","","","","    665.3"," ,a","","","","","",""
"ASN00069010","1982","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        65","a","        35","a","         2","a","","","","","","","","","","","","","  41.6"," ,a,0324, ","","","","","","","","","","","    340.0"," ,a","","","","","",""
"ASN00069010","1983","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","       101","a","        58","a","         7","a","","","","","","","","","","","","","  93.2"," ,a,0322, ","","","","","","","","","","","    892.0"," ,a","","","","","",""
"ASN00069010","1984","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","       109","a","        70","a","         8","a","","","","","","","","","","","","","  71.8"," ,a,0620, ","","","","","","","","","","","   1018.7"," ,a","","","","","",""
"ASN00069010","1985","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","       108","a","        67","a","         7","a","","","","","","","","","","","","","  45.0"," ,a,0319, ","","","","","","","","","","","    833.8"," ,a","","","","","",""
"ASN00069010","1989","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    984.2"," ,a","","","","","",""
"ASN00069010","1991","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    808.0"," ,a","","","","","",""
"ASN00069010","1992","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    854.8"," ,a","","","","","",""
"ASN00069010","1993","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    580.2"," ,a","","","","","",""
"ASN00069010","1994","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    515.4"," ,a","","","","","",""
"ASN00069010","1996","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        97","a","        47","a","         9","a","","","","","","","","","","","","","  57.2"," ,a,0901, ","","","","","","","","","","","    740.2"," ,a","","","","","",""
"ASN00069010","1997","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    569.0"," ,a","","","","","",""
"ASN00069010","1998","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        98","a","        50","a","         7","a","","","","","","","","","","","","","  70.8"," ,a,0808, ","","","","","","","","","","","    795.2"," ,a","","","","","",""
"ASN00069010","1999","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","       109","a","        56","a","         5","a","","","","","","","","","","","","","  71.6"," ,a,1025, ","","","","","","","","","","","    737.2"," ,a","","","","","",""
"ASN00069010","2000","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","       105","a","        47","a","         8","a","","","","","","","","","","","","","  55.8"," ,a,0406, ","","","","","","","","","","","    684.6"," ,a","","","","","",""
"ASN00069010","2001","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        95","a","        42","a","         4","a","","","","","","","","","","","","","  63.2"," ,a,0828, ","","","","","","","","","","","    609.0"," ,a","","","","","",""
"ASN00069010","2002","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        67","a","        34","a","         4","a","","","","","","","","","","","","","  56.2"," ,a,0205, ","","","","","","","","","","","    434.9"," ,a","","","","","",""
"ASN00069010","2003","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","       109","a","        51","a","         4","a","","","","","","","","","","","","","  62.0"," ,a,0428, ","","","","","","","","","","","    647.4"," ,a","","","","","",""
"ASN00069010","2004","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        84","a","        45","a","         3","a","","","","","","","","","","","","","  34.0"," ,a,1208, ","","","","","","","","","","","    539.2"," ,a","","","","","",""
"ASN00069010","2005","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        90","a","        44","a","         7","a","","","","","","","","","","","","","  43.6"," ,a,1031, ","","","","","","","","","","","    666.8"," ,a","","","","","",""
"ASN00069010","2006","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        83","a","        33","a","         4","a","","","","","","","","","","","","","  53.0"," ,a,0524, ","","","","","","","","","","","    474.0"," ,a","","","","","",""
"ASN00069010","2007","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","       117","a","        59","a","         9","a","","","","","","","","","","","","","  43.8"," ,a,1122, ","","","","","","","","","","","    806.4"," ,a","","","","","",""
"ASN00069010","2008","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        96","a","        48","a","         5","a","","","","","","","","","","","","","  57.0"," ,a,0806, ","","","","","","","","","","","    602.1"," ,a","","","","","",""
"ASN00069010","2009","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        97","a","        49","a","         3","a","","","","","","","","","","","","","  38.0"," ,a,0923, ","","","","","","","","","","","    438.0"," ,a","","","","","",""
"ASN00069010","2010","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","       112","a","        57","a","         6","a","","","","","","","","","","","","","  70.8"," ,a,0214, ","","","","","","","","","","","    855.6"," ,a","","","","","",""
"ASN00069010","2011","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","       114","a","        54","a","         5","a","","","","","","","","","","","","","  81.0"," ,a,1130, ","","","","","","","","","","","    756.4"," ,a","","","","","",""
"ASN00069010","2012","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        90","a","        53","a","         8","a","","","","","","","","","","","","","  57.6"," ,a,1012, ","","","","","","","","","","","    726.6"," ,a","","","","","",""
"ASN00069010","2014","-35.4489","149.799","643.0","BRAIDWOOD WALLACE STREET, AS","        97","a","        52","a","         7","a","","","","","","","","","","","","","  68.0"," ,a,0818, ","","","","","","","","","","","    746.8"," ,a","","","","","",""
