"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000TLAG","2003","26.2283","-97.3483","7.6","LAGUNA ATASCOSA TEXAS, TX US","   2185.2","","    2185.2","U","         0","U","         0","U","         0","U","       312","U","       114","U","    1.7","U,0225, ","   38.9","U,0807, ","","","","","","","","","","","","","","","     23.37","U","     27.76","U","     18.98","U"
"USR0000TLAG","2005","26.2283","-97.3483","7.6","LAGUNA ATASCOSA TEXAS, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     230.9","9","     230.9","U","","","","","",""
"USR0000TLAG","2006","26.2283","-97.3483","7.6","LAGUNA ATASCOSA TEXAS, TX US","   2287.6","","    2287.6","U","         0","U","         2","U","         0","U","       329","U","       114","U","    0.0","U,0215,+","   39.4","U,0510, ","","","","","0.0","U,0215","","","","","","","","","     23.80","U","     28.57","U","     19.03","U"
"USR0000TLAG","2007","26.2283","-97.3483","7.6","LAGUNA ATASCOSA TEXAS, TX US","   2148.3","","    2148.3","U","         0","U","         0","U","         0","U","       313","U","       102","U","    0.6","U,0116, ","   36.1","U,0813,+","","","","","","","","","","","     401.2","2","     401.2","U","     23.18","U","     27.54","U","     18.82","U"
"USR0000TLAG","2008","26.2283","-97.3483","7.6","LAGUNA ATASCOSA TEXAS, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     276.6","6","     276.6","U","","","","","",""
"USR0000TLAG","2009","26.2283","-97.3483","7.6","LAGUNA ATASCOSA TEXAS, TX US","   2248.6","","    2248.6","U","         0","U","         1","U","         0","U","       319","U","       137","U","    0.0","U,1205, ","   38.3","U,0707,+","0.0","U,1205","","","","","","","","","","","","","     23.58","U","     28.22","U","     18.94","U"
"USR0000TLAG","2010","26.2283","-97.3483","7.6","LAGUNA ATASCOSA TEXAS, TX US","   2026.4","","    2026.4","U","         0","U","         2","U","         0","U","       308","U","       102","U","   -2.2","U,0109, ","   37.8","U,0823, ","","","","","-0.6","U,0110","-2.2","U,0109","","","     481.5","5","     481.5","U","     22.69","U","     27.27","U","     18.11","U"
"USR0000TLAG","2011","26.2283","-97.3483","7.6","LAGUNA ATASCOSA TEXAS, TX US","   2321.7","","    2321.7","U","         0","U","         6","U","         0","U","       323","U","       136","U","   -4.4","U,0205, ","   38.3","U,0904, ","-0.6","U,1128","","","-0.6","U,0210","-4.4","U,0205","-4.4","U,0205","     335.6","6","     335.6","U","     23.69","U","     28.49","U","     18.89","U"
"USR0000TLAG","2012","26.2283","-97.3483","7.6","LAGUNA ATASCOSA TEXAS, TX US","   2392.2","","    2392.2","U","         0","U","         0","U","         0","U","       337","U","       119","U","    1.7","U,0103, ","   38.3","U,0829, ","","","","","","","","","","","     238.4","4","     238.4","U","     24.38","U","     29.00","U","     19.77","U"
"USR0000TLAG","2013","26.2283","-97.3483","7.6","LAGUNA ATASCOSA TEXAS, TX US","   2126.9","","    2126.9","U","         0","U","         0","U","         0","U","       312","U","       118","U","    1.1","U,1216, ","   37.8","U,0806, ","","","","","","","","","","","     262.7","7","     262.7","U","     23.00","U","     27.56","U","     18.44","U"
"USR0000TLAG","2014","26.2283","-97.3483","7.6","LAGUNA ATASCOSA TEXAS, TX US","   2066.0","","    2066.0","U","         0","U","         1","U","         0","U","       314","U","       103","U","    0.0","U,0129, ","   37.8","U,0427, ","","","","","0.0","U,0129","","","","","     503.7","7","     503.7","U","     22.78","U","     27.31","U","     18.26","U"
"USR0000TLAG","2015","26.2283","-97.3483","7.6","LAGUNA ATASCOSA TEXAS, TX US","   2202.9","","    2202.9","U","         0","U","         0","U","         0","U","       310","U","        88","U","    2.8","U,0224,+","   35.6","U,0819,+","","","","","","","","","","","     424.3","3","     424.3","U","     23.25","U","     27.36","U","     19.14","U"
"USR0000TLAG","2016","26.2283","-97.3483","7.6","LAGUNA ATASCOSA TEXAS, TX US","   2437.0","","    2437.0","U","         0","U","         0","U","         0","U","       336","U","       132","U","    2.2","U,0207, ","   36.7","U,0811, ","","","","","","","","","","","     256.3","3","     256.3","U","     24.30","U","     28.75","U","     19.85","U"
"USR0000TLAG","2017","26.2283","-97.3483","7.6","LAGUNA ATASCOSA TEXAS, TX US","   2465.1","","    2465.1","U","         0","U","         2","U","         0","U","       338","U","       126","U","   -1.7","U,0107, ","   40.0","U,0622, ","0.0","U,1208","","","-1.7","U,0107","","","","","     133.5","5","     133.5","U","     24.52","U","     29.16","U","     19.88","U"
"USR0000TLAG","2018","26.2283","-97.3483","7.6","LAGUNA ATASCOSA TEXAS, TX US","   2205.9","","    2205.9","U","         0","U","         5","U","         0","U","       311","U","       113","U","   -2.2","U,0116, ","   40.0","U,0724, ","","","","","-1.7","U,0117","-2.2","U,0116","","","     347.0","0","     347.0","U","     23.32","U","     27.62","U","     19.01","U"
"USR0000TLAG","2019","26.2283","-97.3483","7.6","LAGUNA ATASCOSA TEXAS, TX US","   2259.3","","    2259.3","U","         0","U","         0","U","         0","U","       310","U","       128","U","    1.7","U,0124, ","   37.2","U,0713, ","","","","","","","","","","","     371.6","6","     371.6","U","     23.61","U","     27.90","U","     19.31","U"
"USR0000TLAG","2020","26.2283","-97.3483","7.6","LAGUNA ATASCOSA TEXAS, TX US","   2405.4","","    2405.4","U","         0","U","         1","U","         0","U","       341","U","       114","U","   -0.6","U,1225, ","   37.8","U,0713,+","-0.6","U,1225","","","","","","","","","     227.3","3","     227.3","U","     24.31","U","     28.90","U","     19.73","U"
"USR0000TLAG","2022","26.2283","-97.3483","7.6","LAGUNA ATASCOSA TEXAS, TX US","   2250.4","","    2250.4","U","         0","U","         3","U","         0","U","       310","U","       123","U","   -2.8","U,1223, ","   38.3","U,0413, ","-2.8","U,1223","-2.8","U,1223","0.0","U,0121","","","","","     335.1","1","     335.1","U","     23.22","U","     27.83","U","     18.62","U"
"USR0000TLAG","2023","26.2283","-97.3483","7.6","LAGUNA ATASCOSA TEXAS, TX US","   2425.3","","    2425.3","U","         0","U","         0","U","         0","U","       324","U","       127","U","    1.7","U,1211,+","   38.9","U,0621, ","","","","","","","","","","","     271.4","4","     271.4","U","     24.32","U","     28.80","U","     19.83","U"
