"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00093167","1997","35.25745","-113.93405","1043.5","KINGMAN AIRPORT, AZ US","","","   1074.6","","    1074.6","M","","","","","","","         0","M","        79","M","         0","M","       222","M","       101","M","","","","","","","   -7.2","M,1212, ","","","   40.6","M,0715, ","-1.7","M,1026","-2.2","M,1203","-7.2","M,1212","-7.2","M,1212","","","0.0","M,0413","-2.8","M,0301","-4.4","M,0222","","","","","    1675.4","4","    1675.4","M","","","     16.40","M","     24.04","M","      8.76","M","","","","","","","",""
"USW00093167","1998","35.25745","-113.93405","1043.5","KINGMAN AIRPORT, AZ US","","","    855.5","","     855.5","W","","","","","","","         0","W","        71","W","         0","W","       193","W","        80","W","","","","","","","   -8.9","W,1224, ","","","   43.3","W,0716, ","-3.3","W,1109","-3.3","W,1109","-5.6","W,1110","-6.7","W,1223","-8.9","W,1224","-0.6","W,0418","-3.3","W,0416","-4.4","M,0226","","","","","    2065.3","3","    2065.3","W","","","     15.18","W","     22.91","W","      7.45","W","","","","","","","",""
"USW00093167","1999","35.25745","-113.93405","1043.5","KINGMAN AIRPORT, AZ US","","","","","","","        45","W","        14","W","         0","W","","","","","","","","","","","","","","","","","","","  20.8"," ,W,0922, ","","","","","","","","","","","","","","","","","","","","","","","    1741.5","5","    1741.5","W","    136.4"," ,W","","","","","","","       190","W","       250","W","      19.2","W","      21.9","W"
"USW00093167","2000","35.25745","-113.93405","1043.5","KINGMAN AIRPORT, AZ US","       4.3","W","   1221.1","","    1221.1","W","        43","W","        20","W","         0","W","         0","W","        56","W","         0","W","       201","W","       116","W","","","","","","","   -7.2","W,0108,+","  19.1"," ,W,0829, ","   41.1","W,0729,+","-1.7","W,1108","-3.3","W,1113","-5.0","W,1116","","","","","-0.6","W,0322","-3.3","W,0130","-5.6","W,0129","-7.2","W,0108","","","","","","","    162.9"," ,W","     17.33","W","     24.86","W","      9.80","W","       130","W","       130","W","      19.7","W","      23.2","W"
"USW00093167","2001","35.25745","-113.93405","1043.5","KINGMAN AIRPORT, AZ US","       4.1","W","   1256.3","","    1256.3","W","        47","W","        24","W","         1","W","         0","W","        77","W","         0","W","       224","W","       126","W","","","","","","","   -7.2","W,1225, ","  27.9"," ,W,0902, ","   42.2","W,0703, ","0.0","W,1124","-4.4","W,1126","-4.4","W,1126","-7.2","W,1225","","","-1.1","W,0411","-3.3","W,0224","-5.0","W,0210","-6.7","W,0209","","","    1897.7","7","    1897.7","W","    206.9"," ,W","     17.17","W","     24.95","W","      9.39","W","       170","W","       160","W","      20.1","W","      25.9","W"
"USW00093167","2002","35.25745","-113.93405","1043.5","KINGMAN AIRPORT, AZ US","       4.3","X","   1216.4","","    1216.4","0","        27","0","        12","0","         1","0","         0","0","        65","0","         0","0","       229","0","       110","0","        10"," ","         4"," ","","","   -9.4","0,0201, ","  45.2"," ,0,0911, ","   41.1","0,0713,+","-0.6","0,1105","-4.4","0,1219","-4.4","0,1219","","","","","-1.1","W,0325","-2.8","W,0315","-7.2","W,0303","-7.2","W,0303","-9.4","W,0201","    1579.2","2","    1579.2","0","    172.5"," ,0","     17.28","0","     25.32","0","      9.24","0","        90","X","        90","X","      27.3","X","      34.4","X"
"USW00093167","2003","35.25745","-113.93405","1043.5","KINGMAN AIRPORT, AZ US","       4.1","X","   1390.5","","    1390.5","0","        42","0","        19","0","         0","0","         0","0","        49","0","         0","0","       218","0","       128","0","        23"," ","         6"," ","","","   -8.3","0,1228, ","  20.6"," ,0,0213, ","   43.9","0,0710, ","-1.1","0,1105","-2.2","0,1122","-5.0","0,1123","-8.3","0,1228","","","-0.6","0,0407","-2.8","0,0406","-4.4","0,0210","-7.8","0,0209","","","    1602.2","2","    1602.2","0","    168.0"," ,0","     17.64","0","     25.24","0","     10.02","0","       130","X","       120","X","      21.5","X","      25.0","X"
"USW00093167","2004","35.25745","-113.93405","1043.5","KINGMAN AIRPORT, AZ US","       4.3","X","   1160.1","","    1160.1","0","        38","0","        22","0","         3","0","         0","0","        62","0","         0","0","       219","0","       108","0","        21"," ","         4"," ","","","   -6.7","0,0213,+","  36.8"," ,0,1107, ","   41.1","0,0809, ","0.0","0,1122","-2.8","0,1129","-5.6","0,1130","","","","","-0.6","0,0301","-2.8","0,0215","-6.7","0,0213","-6.7","0,0213","","","    1604.5","5","    1604.5","0","    263.0"," ,0","     16.80","0","     24.03","0","      9.57","0","       190","X","       170","X","      21.9","X","      29.5","X"
"USW00093167","2005","35.25745","-113.93405","1043.5","KINGMAN AIRPORT, AZ US","       3.9","X","   1048.7","","    1048.7","0","        46","0","        25","0","         2","0","         0","0","        67","0","         0","0","       222","0","       107","0","        22"," ","         4"," ","","","  -11.7","0,1216, ","  30.2"," ,0,0211, ","   45.0","0,0717, ","-1.7","0,1116","-6.7","0,1127","-6.7","0,1127","-6.7","0,1127","-11.7","0,1216","0.0","0,0511","-2.2","0,0421","","","","","","","    1921.4","4","    1921.4","0","    284.1"," ,0","     16.30","0","     24.51","0","      8.10","0","       110","X","       100","X","      21.5","X","      30.4","X"
"USW00093167","2006","35.25745","-113.93405","1043.5","KINGMAN AIRPORT, AZ US","       4.2","W","   1183.6","","    1183.6","0","        36","0","        17","0","         0","0","         0","0","        83","0","         0","0","       229","0","       120","0","        18"," ","         2"," ","","","   -8.9","0,1130, ","  17.3"," ,0,0907, ","   42.2","0,0715, ","0.0","0,1116","-5.6","0,1129","-5.6","0,1129","-8.9","0,1130","-8.9","0,1130","-3.9","0,0322","-3.9","0,0322","-5.6","0,0221","-6.7","0,0216","","","    1668.9","9","    1668.9","0","    133.5"," ,0","     16.77","0","     25.20","0","      8.35","0","       120","X","        50","X","      20.1","X","      25.0","X"
"USW00093167","2007","35.25745","-113.93405","1043.5","KINGMAN AIRPORT, AZ US","       4.3","W","   1303.8","","    1303.8","0","        30","0","        10","0","         0","0","         0","0","        71","0","         1","0","       243","0","       121","0","        14"," ","         3"," ","","","  -12.8","0,0114, ","  24.9"," ,0,1130, ","   43.3","0,0704, ","-0.6","0,1122","-3.3","0,1123","-5.6","0,1222","","","","","-1.1","0,0304","-2.8","0,0303","-6.7","0,0302","-6.7","0,0302","-10.0","0,0115","    1658.4","4","    1658.4","0","    102.2"," ,0","     17.46","0","     25.25","0","      9.66","0","       210","X","       160","X","      19.7","X","      25.0","X"
"USW00093167","2008","35.25745","-113.93405","1043.5","KINGMAN AIRPORT, AZ US","       4.1","W","   1200.0","","    1200.0","0","        36","0","        17","0","         2","0","         0","0","        69","0","         0","0","       233","0","       107","0","        19"," ","         1"," ","","","   -7.2","0,0117, ","  31.2"," ,0,1217, ","   41.7","0,0708, ","-0.6","0,1012","-5.6","0,1214","-5.6","0,1214","","","","","-2.2","0,0417","-2.2","0,0417","-4.4","0,0206","-7.2","0,0117","","","    1803.0","0","    1803.0","0","    189.8"," ,0","     16.72","0","     24.60","0","      8.84","0","       200","X","       200","X","      22.8","X","      27.3","X"
"USW00093167","2009","35.25745","-113.93405","1043.5","KINGMAN AIRPORT, AZ US","       4.2","W","   1207.4","","    1207.4","0","        26","0","        14","0","         0","0","         0","0","        91","0","         0","0","       221","0","       122","0","        10"," ","         1"," ","","","   -7.8","0,1204, ","  20.3"," ,0,0209, ","   42.8","0,0717, ","0.0","0,1028","-2.8","0,1116","-7.8","0,1204","-7.8","0,1204","","","-0.6","0,0409","-3.9","0,0404","-4.4","0,0327","-6.7","0,0105","","","    1673.9","9","    1673.9","0","    131.7"," ,0","     16.68","0","     24.83","0","      8.54","0","       320","X","       330","X","      20.1","X","      28.6","X"
"USW00093167","2010","35.25745","-113.93405","1043.5","KINGMAN AIRPORT, AZ US","       4.3","W","   1174.2","","    1174.2","0","        47","0","        22","0","         1","0","         0","0","        65","0","         1","0","       202","0","       109","0","        25"," ","         1"," ","","","   -8.3","0,1130,+","  29.5"," ,0,0119, ","   42.8","0,0715, ","-3.3","0,1110","-3.3","0,1110","-7.2","0,1125","-7.2","0,1125","","","-1.1","0,0430","-2.2","0,0402","-4.4","0,0109","","","","","    1901.1","1","    1901.1","0","    200.0"," ,0","     16.51","0","     24.22","0","      8.80","0","       200","X","       210","X","      19.7","X","      26.8","X"
"USW00093167","2011","35.25745","-113.93405","1043.5","KINGMAN AIRPORT, AZ US","       4.2","W","   1150.3","","    1150.3","X","        44","X","        24","X","         2","X","         0","X","        75","X","         0","X","       211","X","       107","X","        23"," ","         2"," ","","","  -10.6","X,0203,+","  38.1"," ,X,0219, ","   42.8","X,0702, ","0.0","X,1108","-3.3","X,1205","-5.6","X,1206","","","","","-1.1","X,0410","-2.8","X,0213","-6.1","X,0211","-10.6","X,0203","-10.6","X,0203","    1791.7","7","    1791.7","X","    238.9"," ,X","     16.25","X","     24.14","X","      8.36","X","        70","X","        70","X","      20.6","X","      24.1","X"
"USW00093167","2012","35.25745","-113.93405","1043.5","KINGMAN AIRPORT, AZ US","       3.9","X","   1250.9","","    1250.9","X","        38","X","        22","X","         0","X","         0","X","        69","X","         0","X","       242","X","       122","X","        17"," ","         1"," ","        33"," ","   -6.1","X,1111,+","  21.6"," ,X,0713, ","   42.2","X,0710, ","-0.6","X,1110","-6.1","X,1111","-6.1","X,1111","","","","","-0.6","X,0407","-2.2","X,0309","-5.6","X,0117","","","","","    1736.2","2","    1736.2","X","    195.2"," ,X","     17.37","X","     25.64","X","      9.10","X","       240","X","       240","X","      21.9","X","      26.8","X"
"USW00093167","2013","35.25745","-113.93405","1043.5","KINGMAN AIRPORT, AZ US","       4.1","W","   1146.9","","    1146.9","W","        42","W","        17","W","         1","W","         0","W","        83","W","         1","W","       233","W","       107","W","        13"," ","","","        27"," ","  -12.2","W,0113, ","  27.9"," ,W,0727, ","   44.4","W,0629, ","-0.5","W,1031","-4.3","W,1204","-7.7","W,1205","-7.7","W,1205","-10.5","W,1206","-2.2","X,0324","-2.2","X,0324","-4.4","X,0228","-11.7","X,0115","-11.7","X,0115","    1635.4","4","    1635.4","W","    171.2"," ,W","     16.49","W","     24.65","W","      8.33","W","       360","W","       360","W","      21.5","W","      26.8","W"
"USW00093167","2014","35.25745","-113.93405","1043.5","KINGMAN AIRPORT, AZ US","       4.2","W","   1128.3","","    1128.3","W","        37","W","        21","W","         0","W","         0","W","        57","W","         1","W","       246","W","       110","W","         9"," ","","","        23"," ","   -7.7","W,1228, ","  22.1"," ,W,0927, ","   40.6","W,0724, ","-1.0","W,1116","-2.7","W,1117","-4.9","W,1125","-7.7","W,1228","","","-2.7","W,0403","-2.7","W,0403","-5.5","W,0204","","","","","    1598.4","4","    1598.4","W","    216.5"," ,W","     17.50","W","     25.63","W","      9.37","W","       230","W","       240","W","      18.3","W","      24.6","W"
"USW00093167","2015","35.25745","-113.93405","1043.5","KINGMAN AIRPORT, AZ US","       4.1","W","   1220.2","","    1220.2","W","        48","W","        22","W","         1","W","         0","W","        62","W","         0","W","       248","W","       119","W","        23"," ","         1"," ","        46"," ","  -12.1","W,0102, ","  25.7"," ,W,0610, ","   40.6","W,0816,+","-0.5","W,1105","-4.3","W,1126","-6.0","W,1128","-7.7","W,1130","","","-2.1","W,0416","-2.7","W,0123","-7.1","W,0104","-7.1","W,0104","-11.0","W,0103","    1432.6","6","    1432.6","W","    208.9"," ,W","     17.34","W","     25.58","W","      9.11","W","       130","W","       180","W","      18.3","W","      24.1","W"
"USW00093167","2016","35.25745","-113.93405","1043.5","KINGMAN AIRPORT, AZ US","       4.4","W","   1223.1","","    1223.1","W","        48","W","        22","W","         2","W","         0","W","        56","W","         0","W","       257","W","       106","W","        24"," ","         1"," ","        40"," ","   -6.6","W,1220,+","  32.5"," ,W,0822, ","   43.9","W,0620, ","-1.6","W,1118","-3.8","W,1130","-6.6","W,1218","","","","","-2.1","W,0331","-4.3","W,0204","-6.6","W,0203","","","","","    1598.8","8","    1598.8","W","    279.5"," ,W","     17.82","W","     25.80","W","      9.84","W","        60","W","        60","W","      21.0","W","      26.8","W"
"USW00093167","2017","35.25745","-113.93405","1043.5","KINGMAN AIRPORT, AZ US","       4.2","W","   1188.3","","    1188.3","W","        37","W","        20","W","         1","W","         0","W","        45","W","         0","W","       257","W","       106","W","        16"," ","","","        44"," ","   -7.7","W,1222, ","  33.3"," ,W,0725, ","   45.0","W,0620, ","-3.2","W,1119","-3.2","W,1119","-4.9","W,1221","-7.7","W,1222","","","-1.6","W,0307","-2.7","W,0306","","","","","","","    1409.1","1","    1409.1","W","    202.7"," ,W","     17.82","W","     26.26","W","      9.39","W","       340","W","       340","W","      24.6","W","      29.1","W"
"USW00093167","2018","35.25745","-113.93405","1043.5","KINGMAN AIRPORT, AZ US","       4.3","W","","","","","        35","W","        15","W","         1","W","","","","","","","","","","","        13"," ","","","        41"," ","","","  26.2"," ,W,1003, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    163.4"," ,W","","","","","","","        90","W","        90","W","      23.7","W","      27.7","W"
"USW00093167","2019","35.25745","-113.93405","1043.5","KINGMAN AIRPORT, AZ US","       4.4","W","   1139.6","","    1139.6","W","        49","W","        28","W","         2","W","         0","W","        53","W","         0","W","       228","W","       105","W","        30"," ","         3"," ","        21"," ","  -12.7","W,0223, ","  31.8"," ,W,1128, ","   41.7","W,0805, ","-1.0","W,1028","-4.9","W,1030","-4.9","W,1030","","","","","0.0","W,0315","-2.7","W,0225","-6.6","W,0224","-12.7","W,0223","-12.7","W,0223","    1754.5","5","    1754.5","W","    301.3"," ,W","     16.57","W","     24.35","W","      8.80","W","       130","W","       190","W","      20.1","W","      24.6","W"
"USW00093167","2020","35.25745","-113.93405","1043.5","KINGMAN AIRPORT, AZ US","       4.3","W","   1481.2","","    1481.2","W","        24","W","        11","W","         0","W","         0","W","        82","W","         0","W","       225","W","       149","W","        12"," ","         1"," ","        19"," ","   -7.1","W,1230,+","  23.1"," ,W,0412, ","   44.4","W,0731, ","-1.6","W,1027","-2.7","W,1110","-4.9","W,1203","-7.1","W,1230","","","0.0","W,0403","-2.7","W,0219","-5.5","W,0213","-7.1","W,0205","","","    1684.3","3","    1684.3","W","    118.8"," ,W","     17.83","W","     26.56","W","      9.11","W","       190","W","       190","W","      22.8","W","      32.6","W"
"USW00093167","2021","35.25745","-113.93405","1043.5","KINGMAN AIRPORT, AZ US","       4.4","W","   1360.0","","    1360.0","W","        42","W","        23","W","         2","W","         0","W","        60","W","         0","W","       247","W","       118","W","        23"," ","         1"," ","        42"," ","   -4.9","W,0226,+","  36.8"," ,W,0831, ","   43.9","W,0710,+","0.0","W,1125","-2.7","W,1211","","","","","","","0.0","W,0321","-4.3","W,0301","-4.9","W,0226","","","","","    1601.5","5","    1601.5","W","    251.1"," ,W","     17.86","W","     25.80","W","      9.93","W","       140","W","       160","W","      25.9","W","      31.3","W"
"USW00093167","2022","35.25745","-113.93405","1043.5","KINGMAN AIRPORT, AZ US","       4.4","W","   1314.8","","    1314.8","W","        43","W","        16","W","         1","W","         0","W","        88","W","         0","W","       230","W","       111","W","        10"," ","         2"," ","        61"," ","   -7.7","W,0205, ","  25.4"," ,W,0728, ","   41.7","W,0722, ","-0.5","W,1103","-3.8","W,1117","-5.5","W,1217","","","","","-1.6","W,0413","-4.3","W,0311","-4.9","W,0225","-7.7","W,0205","","","    1501.7","7","    1501.7","W","    190.6"," ,W","     17.27","W","     25.20","W","      9.33","W","        10","W","       360","W","      24.6","W","      33.5","W"
