"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES"
"UKW00035035","1949","52.65","0.55","27.1","MARHAM, UK","       144"," ","         9"," "
"UKW00035035","1950","52.65","0.55","27.1","MARHAM, UK","       147"," ","         4"," "
"UKW00035035","1951","52.65","0.55","27.1","MARHAM, UK","        12"," ","",""
