"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00268588","1973","36.4302","-114.514","609.6","VALLEY OF FIRE STATE PARK, NV US","   1848.4","","    1848.4","0","        27","0","        16","0","         0","0","        0","","         0","0","         0","0","        22","0","         0","0","       206","0","       141","0","","","","","   -7.2","0,0108, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  17.3"," ,0,0312, ","   47.2","0,0706, ","-0.6","0,1127","-2.2","0,1221","","","-1.7","0,0409","-2.8","0,0117","-7.2","0,0108","-7.2","0,0108","","","","","    111.8"," ,0","        0"," ,0","     19.70","0","     26.34","0","     13.06","0"
"USC00268588","1974","36.4302","-114.514","609.6","VALLEY OF FIRE STATE PARK, NV US","","","","","        18","0","        14","0","         0","0","","","","","","","","","         0","0","       221","0","       146","0","","","         7"," ","","","","","","","  16.5"," ,0,1003, ","   45.0","0,0729,+","","","","","","","","","","","","","","","","","","","     90.0"," ,0","","","","","     27.11","0","",""
"USC00268588","1975","36.4302","-114.514","609.6","VALLEY OF FIRE STATE PARK, NV US","","","","","        21","0","         9","0","         2","0","        0","","         0","0","         0","0","        16","0","","","","","","","","","","","   -5.6","0,0219, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  36.6"," ,0,0821, ","","","0.0","0,1130","-3.9","0,1215","","","0.0","0,0328","-5.6","0,0219","-5.6","0,0219","","","","","","","    132.3"," ,0","        0"," ,0","","","","","     13.05","0"
"USC00268588","1976","36.4302","-114.514","609.6","VALLEY OF FIRE STATE PARK, NV US","   1783.9","","    1783.9","0","        25","0","        14","0","         2","0","        0","","         0","0","         0","0","        11","0","         0","0","       235","0","       129","0","","","","","   -3.3","0,0103, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  38.9"," ,0,0911, ","   45.6","0,0710, ","-1.1","0,1128","","","","","0.0","0,0304","-3.3","0,0103","","","","","","","","","    167.2"," ,0","        0"," ,0","     20.24","0","     26.68","0","     13.79","0"
"USC00268588","1977","36.4302","-114.514","609.6","VALLEY OF FIRE STATE PARK, NV US","   1969.5","","    1969.5","0","        21","0","        12","0","         0","0","        0","","         0","0","         0","0","         5","0","         0","0","       232","0","       132","0","","","         2"," ","   -2.2","0,0110, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  23.4"," ,0,0817, ","   45.0","0,0803,+","0.0","0,1217","","","","","0.0","0,0113","-2.2","0,0110","","","","","    1085.7","7","    1085.7","0","    115.7"," ,0","        0"," ,0","     20.96","0","     27.27","0","     14.65","0"
"USC00268588","1978","36.4302","-114.514","609.6","VALLEY OF FIRE STATE PARK, NV US","   1928.6","","    1928.6","0","        63","0","        38","0","         4","0","        0","","         0","0","         0","0","         7","0","         0","0","       227","0","       139","0","","","","","   -5.0","0,1209, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  38.9"," ,0,0915, ","   45.6","0,0731,+","0.0","0,1206","-3.3","0,1207","-4.4","0,1208","","","","","","","","","     975.2","2","     975.2","0","    429.4"," ,0","        0"," ,0","     20.30","0","     26.34","0","     14.26","0"
"USC00268588","1979","36.4302","-114.514","609.6","VALLEY OF FIRE STATE PARK, NV US","   2011.1","","    2011.1","0","        34","0","        20","0","         1","0","        3","","         0","0","         0","0","        20","0","         0","0","       224","0","       147","0","","","","","   -7.2","0,0129, ","   127"," ,0,0201, ","     0"," ,0,1231,+","  28.2"," ,0,0814, ","   45.6","0,0717, ","0.0","0,1212","","","","","0.0","0,0206","-2.2","0,0205","-5.6","0,0130","-7.2","0,0129","    1462.0","0","    1462.0","0","    171.4"," ,0","        0"," ,0","     20.02","0","     26.57","0","     13.48","0"
"USC00268588","1980","36.4302","-114.514","609.6","VALLEY OF FIRE STATE PARK, NV US","   1907.8","","    1907.8","0","        46","0","        22","0","         3","0","        0","","         0","0","         0","0","         1","0","         0","0","       229","0","       141","0","","","         4"," ","    0.0","0,0101, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  36.6"," ,0,0214, ","   46.1","0,0812, ","","","","","","","0.0","0,0101","","","","","","","    1172.6","6","    1172.6","0","    301.2"," ,0","        0"," ,0","     20.66","0","     27.20","0","     14.12","0"
"USC00268588","1981","36.4302","-114.514","609.6","VALLEY OF FIRE STATE PARK, NV US","   2172.9","","    2172.9","0","        39","0","        12","0","         1","0","        0","","         0","0","         0","0","         1","0","         0","0","       242","0","       140","0","","","         1"," ","    0.0","0,0122, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  77.5"," ,0,0811, ","   46.1","0,0808,+","","","","","","","0.0","0,0122","","","","","","","     915.4","4","     915.4","0","    203.6"," ,0","        0"," ,0","     21.65","0","     27.86","0","     15.44","0"
"USC00268588","1982","36.4302","-114.514","609.6","VALLEY OF FIRE STATE PARK, NV US","   1769.6","","    1769.6","0","","","","","","","        0","","         0","0","         0","0","        10","0","         0","0","       221","0","       123","0","","","","","   -4.4","0,0206, ","     0"," ,0,1231,+","     0","T,0,0103, ","","","   45.0","0,0801, ","0.0","0,1202","","","","","-3.9","0,0207","-3.9","0,0207","-4.4","0,0206","","","    1060.8","8","    1060.8","0","","","        0","T,0","     19.62","0","     25.63","0","     13.61","0"
"USC00268588","1983","36.4302","-114.514","609.6","VALLEY OF FIRE STATE PARK, NV US","   1824.7","","    1824.7","0","        55","0","        29","0","         2","0","        0","","         0","0","         0","0","         3","0","         0","0","       225","0","       121","0","         1"," ","         4"," ","   -1.1","0,1206, ","     0"," ,0,1231,+","     0","T,0,1126, ","  42.4"," ,0,0303, ","   45.0","0,0706, ","-1.1","0,1206","","","","","-0.6","0,0121","","","","","","","    1268.5","5","    1268.5","0","    278.2"," ,0","        0","T,0","     20.09","0","     26.05","0","     14.13","0"
"USC00268588","1984","36.4302","-114.514","609.6","VALLEY OF FIRE STATE PARK, NV US","   1923.2","","    1923.2","0","        31","0","        17","0","         0","0","","","         0","0","         0","0","        10","0","         0","0","       230","0","       140","0","         4"," ","         2"," ","   -3.3","0,0120, ","","","     0"," ,0,1231,+","  21.8"," ,0,1227, ","   45.6","0,0707,+","0.0","0,1215","","","","","-3.3","0,0120","-3.3","0,0120","","","","","    1098.3","3","    1098.3","0","    187.4"," ,0","        0"," ,0","     20.42","0","     26.57","0","     14.27","0"
"USC00268588","1985","36.4302","-114.514","609.6","VALLEY OF FIRE STATE PARK, NV US","   1947.8","","    1947.8","0","        13","0","         5","0","         1","0","","","         1","0","         0","0","        15","0","         1","0","       233","0","       133","0","","","","","   -6.7","0,0202,+","","","    25"," ,0,0202, ","  51.1"," ,0,0719, ","   47.2","0,0706, ","0.0","0,1113","-2.2","0,1120","","","-1.7","0,0304","-5.0","0,0206","-5.0","0,0206","-6.7","0,0202","    1222.5","5","    1222.5","0","    111.1"," ,0","       30"," ,0","     20.43","0","     26.83","0","     14.02","0"
"USC00268588","1986","36.4302","-114.514","609.6","VALLEY OF FIRE STATE PARK, NV US","   1966.1","","    1966.1","0","        24","0","        17","0","         1","0","        0","","         0","0","         0","0","         3","0","         0","0","       252","0","       126","0","         7"," ","","","   -2.8","0,0210, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  27.9"," ,0,0924, ","   44.4","0,0805,+","0.0","0,1213","","","","","-1.7","0,0211","-2.8","0,0210","","","","","     893.6","6","     893.6","0","    122.6"," ,0","        0"," ,0","     21.33","0","     27.57","0","     15.10","0"
