"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00204932","1916","44.483333","-83.8","225.6","LOUD DAM, MI US","       114","6","        87","6","         5","6","      105","","        23","6","","","","","   356"," ,6,0213,+","   152"," ,6,0208, ","  43.7"," ,6,0607, ","    754.9"," ,6","     1344"," ,6"
"USC00204932","1917","44.483333","-83.8","225.6","LOUD DAM, MI US","        86","6","        52","6","         3","6","      128","","        16","6","","","","","   381"," ,6,0216,+","   203"," ,6,1208, ","  31.5"," ,6,0813, ","    514.0"," ,6","      997"," ,6"
"USC00204932","1918","44.483333","-83.8","225.6","LOUD DAM, MI US","        81","6","        63","6","         4","6","      115","","","","","","","","   711"," ,6,0210,+","","","  39.6"," ,6,0630, ","    659.6"," ,6","",""
"USC00204932","1920","44.483333","-83.8","225.6","LOUD DAM, MI US","       106","6","        76","6","         3","6","       85","","        22","6","","","         1"," ","   483"," ,6,0303,+","   102"," ,6,0223,+","  50.8"," ,6,0328, ","    686.7"," ,6","     1075"," ,6"
"USC00204932","1921","44.483333","-83.8","225.6","LOUD DAM, MI US","","","","","","","","","        10","6","","","","","","","   305"," ,6,0416, ","","","","","      826"," ,6"
"USC00204932","1922","44.483333","-83.8","225.6","LOUD DAM, MI US","","","","","","","","","","","","","         1"," ","","","","","","","","","",""
"USC00204932","1923","44.483333","-83.8","225.6","LOUD DAM, MI US","","","","","","","      114","","","","","","         1"," ","   635"," ,6,0330, ","","","","","","","",""
"USC00204932","1927","44.483333","-83.8","225.6","LOUD DAM, MI US","","","","","","","","","","","         1"," ","","","","","","","","","","","",""
"USC00204932","1930","44.483333","-83.8","225.6","LOUD DAM, MI US","","","","","","","","","","","         2"," ","","","","","","","","","","","",""
"USC00204932","1931","44.483333","-83.8","225.6","LOUD DAM, MI US","       111","6","        79","6","         3","6","","","","","         1"," ","","","","","","","  68.3"," ,6,0628, ","    849.2"," ,6","",""
"USC00204932","1934","44.483333","-83.8","225.6","LOUD DAM, MI US","       102","6","        46","6","         1","6","","","","","","","","","","","","","  34.0"," ,6,0317, ","    474.6"," ,6","",""
"USC00204932","1935","44.483333","-83.8","225.6","LOUD DAM, MI US","       129","6","        59","6","         1","6","","","","","         1"," ","","","","","","","  45.7"," ,6,0806, ","    510.4"," ,6","",""
