"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA006110HK7","1986","44.3","-79.9","201.0","BORDEN STP, ON CA","    123.9","","     123.9","C","       144","C","        84","C","         4","C","        18","C","        16","C","       167","C","        64","C","       102","C","         1","C","  -27.0","C,0115, ","   150"," ,C,0201,+","  51.6"," ,C,0911, ","   33.0","C,0706, ","-1.0","C,0908","-4.0","C,1018","-7.0","C,1031","-7.0","C,1031","-11.0","C,1113","-1.0","C,0603","-3.0","C,0504","-7.0","C,0423","-7.0","C,0423","-9.0","C,0322","","","","","    854.6"," ,C","     1522"," ,C","      6.79","C","     12.05","C","      1.52","C"
"CA006110HK7","1987","44.3","-79.9","201.0","BORDEN STP, ON CA","    199.9","","     199.9","C","       133","C","        82","C","         2","C","        26","C","        16","C","       157","C","        60","C","       105","C","         2","C","  -26.0","C,0215, ","   300"," ,C,1125, ","  33.7"," ,C,0622, ","   33.0","C,0816,+","-2.0","C,1004","-4.0","C,1013","-5.0","C,1026","-7.0","C,1120","-14.0","C,1121","0.0","C,0610","-3.0","C,0508","-6.0","C,0503","-7.0","C,0401","-9.0","C,0319","    4045.2","2","    4045.2","C","    789.7"," ,C","     2524"," ,C","      7.56","C","     13.04","C","      2.08","C"
"CA006110HK7","1988","44.3","-79.9","201.0","BORDEN STP, ON CA","    242.7","","     242.7","C","       153","C","        82","C","         5","C","        28","C","        18","C","       175","C","        67","C","        90","C","        16","C","  -30.0","C,0114, ","   190"," ,C,0220, ","  59.6"," ,C,0725, ","   36.0","C,0706, ","0.0","C,0916","-5.0","C,1020","-5.0","C,1020","-8.0","C,1031","-10.0","C,1210","0.0","C,0609","-3.0","C,0423","-5.0","C,0420","-20.0","C,0322","-20.0","C,0322","    4150.6","6","    4150.6","C","    884.7"," ,C","     2250"," ,C","      6.65","C","     12.16","C","      1.13","C"
"CA006110HK7","1989","44.3","-79.9","201.0","BORDEN STP, ON CA","    163.6","","     163.6","C","       138","C","        72","C","         3","C","        23","C","        28","C","       174","C","        84","C","       106","C","         0","C","  -30.0","C,0224, ","   210"," ,C,0317, ","  53.4"," ,C,0619, ","   32.0","C,0805,+","-1.0","C,0925","-4.0","C,1010","-8.0","C,1104","-8.0","C,1104","-17.0","C,1122","0.0","C,0528","-5.0","C,0428","-5.0","C,0428","-7.0","C,0424","-10.0","C,0324","    4459.6","6","    4459.6","C","    740.5"," ,C","     1982"," ,C","      5.72","C","     11.46","C","     -0.02","C"
"CA006110HK7","1990","44.3","-79.9","201.0","BORDEN STP, ON CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    4324.0","0","    4324.0","C","","","","","","","","","",""
"CA006110HK7","1991","44.3","-79.9","201.0","BORDEN STP, ON CA","","","","","       121","C","        77","C","         3","C","        21","C","        13","C","       157","C","","","","","","","  -26.0","C,1219, ","   250"," ,C,0215, ","  34.0"," ,C,0408, ","","","0.0","C,0922","-4.0","C,0930","-5.0","C,1014","-7.0","C,1105","-9.0","C,1109","0.0","C,0520","-4.0","C,0413","-5.0","C,0412","-7.0","C,0403","-11.0","C,0313","","","","","    754.0"," ,C","     1880"," ,C","","","","","      2.26","C"
