"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"RQC00660948","1996","17.9906","-66.816","4.6","BOCA, PR US","","","","","","","","","","","        13"," ","        13"," ","","","","","","","","","",""
"RQC00660948","1997","17.9906","-66.816","4.6","BOCA, PR US","        87","0","        34","0","         5","0","        0","","         0","0","         4"," ","        24"," ","     0"," ,0,1231,+","     0"," ,0,1231,+","  61.0"," ,0,0403, ","    501.1"," ,0","        0"," ,0"
"RQC00660948","1998","17.9906","-66.816","4.6","BOCA, PR US","       119","0","        61","0","        12","0","","","         0","0","        23"," ","        35"," ","","","     0"," ,0,1231,+"," 254.0"," ,0,0922, ","   1222.1"," ,0","        0"," ,0"
"RQC00660948","1999","17.9906","-66.816","4.6","BOCA, PR US","       134","0","        64","0","         8","0","        0","","         0","0","        21"," ","        42"," ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 104.9"," ,0,0929, ","    945.3"," ,0","        0"," ,0"
"RQC00660948","2000","17.9906","-66.816","4.6","BOCA, PR US","       118","0","        56","0","         8","0","        0","","         0","0","        31"," ","        27"," ","     0"," ,0,1231,+","     0"," ,0,1231,+","  45.7"," ,0,0823, ","    819.5"," ,0","        0"," ,0"
"RQC00660948","2001","17.9906","-66.816","4.6","BOCA, PR US","        93","0","        41","0","         5","0","        0","","         0","0","        37"," ","        23"," ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 176.5"," ,0,0507, ","    676.3"," ,0","        0"," ,0"
"RQC00660948","2002","17.9906","-66.816","4.6","BOCA, PR US","        93","0","        44","0","         7","0","        0","","         0","0","         1"," ","        26"," ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 105.2"," ,0,0916, ","    751.0"," ,0","        0"," ,0"
"RQC00660948","2003","17.9906","-66.816","4.6","BOCA, PR US","       134","0","        69","0","        15","0","        0","","         0","0","","","        19"," ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 193.5"," ,0,1113, ","   1592.2"," ,0","        0"," ,0"
"RQC00660948","2004","17.9906","-66.816","4.6","BOCA, PR US","       139","0","        60","0","        11","0","        0","","         0","0","        21"," ","        23"," ","     0"," ,0,1231,+","     0"," ,0,1231,+","  64.0"," ,0,1029, ","    876.1"," ,0","        0"," ,0"
"RQC00660948","2005","17.9906","-66.816","4.6","BOCA, PR US","       139","0","        66","0","        16","0","        0","","         0","0","        12"," ","        40"," ","     0"," ,0,1231,+","     0"," ,0,1231,+","  98.3"," ,0,0519, ","   1271.7"," ,0","        0"," ,0"
"RQC00660948","2006","17.9906","-66.816","4.6","BOCA, PR US","       118","0","        59","0","         9","0","        0","","         0","0","         7"," ","        15"," ","     0"," ,0,1231,+","     0"," ,0,1231,+","  39.1"," ,0,1115,+","    803.7"," ,0","        0"," ,0"
"RQC00660948","2007","17.9906","-66.816","4.6","BOCA, PR US","       132","0","        64","0","        17","0","        0","","         0","0","         2"," ","        30"," ","     0"," ,0,1231,+","     0"," ,0,1231,+","  75.4"," ,0,1028, ","   1127.4"," ,0","        0"," ,0"
"RQC00660948","2008","17.9906","-66.816","4.6","BOCA, PR US","       122","0","        45","0","        10","0","        0","","         0","0","        11"," ","        28"," ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 221.2"," ,0,0922, ","   1051.9"," ,0","        0"," ,0"
"RQC00660948","2009","17.9906","-66.816","4.6","BOCA, PR US","       116","0","        50","0","         2","0","        0","","         0","0","","","        12"," ","     0"," ,0,1231,+","     0"," ,0,1231,+","  90.9"," ,0,1102, ","    654.0"," ,0","        0"," ,0"
"RQC00660948","2010","17.9906","-66.816","4.6","BOCA, PR US","       131","0","        77","0","        13","0","        0","","         0","0","","","        29"," ","     0"," ,0,1231,+","     0"," ,0,1231,+","  83.8"," ,0,0620, ","   1309.8"," ,0","        0"," ,0"
"RQC00660948","2011","17.9906","-66.816","4.6","BOCA, PR US","       127","K","        73","K","        13","K","","","","","","","        26"," ","","","",""," 219.7"," ,K,0804, ","   1298.4"," ,K","",""
"RQC00660948","2012","17.9906","-66.816","4.6","BOCA, PR US","       122","7","        67","7","        14","7","","","","","","","","","","","",""," 135.4"," ,7,0805, ","   1283.0"," ,7","",""
