"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MXN00009009","1961","19.3833","-99.0667","2234.8","COLONIA AGRICOLA ORIENTAL, MX","        69","m","        53","m","         1","m","","","","","","","  27.7"," ,m,0620, ","","","","","","","    443.8"," ,m","",""
"MXN00009009","1963","19.3833","-99.0667","2234.8","COLONIA AGRICOLA ORIENTAL, MX","        72","m","        50","m","         5","m","","","","","","","  32.8"," ,m,1023,+","","","","","","","    606.0"," ,m","",""
"MXN00009009","1964","19.3833","-99.0667","2234.8","COLONIA AGRICOLA ORIENTAL, MX","        63","m","        44","m","         2","m","","","","","","","  34.3"," ,m,0520, ","","","","","","","    456.4"," ,m","",""
"MXN00009009","1965","19.3833","-99.0667","2234.8","COLONIA AGRICOLA ORIENTAL, MX","        79","m","        51","m","         6","m","","","","","","","  39.9"," ,m,0810, ","","","","","","","    610.8"," ,m","",""
"MXN00009009","1968","19.3833","-99.0667","2234.8","COLONIA AGRICOLA ORIENTAL, MX","","","","","","","         0"," ","         2","m","    0.0","m,0209,+","","","","","0.0","m,0209","","","","","      8.19","m"
"MXN00009009","1970","19.3833","-99.0667","2234.8","COLONIA AGRICOLA ORIENTAL, MX","","","","","","","         0"," ","         2","m","    0.0","m,1117,+","","","0.0","m,1117","0.0","m,0204","","","","","      8.40","m"
"MXN00009009","1971","19.3833","-99.0667","2234.8","COLONIA AGRICOLA ORIENTAL, MX","","","","","","","         0"," ","         0","m","    1.1","m,1224, ","","","","","","","","","","","      8.75","m"
"MXN00009009","1972","19.3833","-99.0667","2234.8","COLONIA AGRICOLA ORIENTAL, MX","","","","","","","         0"," ","         0","m","    1.1","m,0221,+","","","","","","","","","","","      8.73","m"
"MXN00009009","1974","19.3833","-99.0667","2234.8","COLONIA AGRICOLA ORIENTAL, MX","","","","","","","         0"," ","         1","m","    0.0","m,1127, ","","","0.0","m,1127","","","","","","","      9.06","m"
"MXN00009009","1975","19.3833","-99.0667","2234.8","COLONIA AGRICOLA ORIENTAL, MX","","","","","","","         0"," ","         4","m","   -3.3","m,0103,+","","","","","0.0","m,0210","-3.3","m,0103","","","      9.04","m"
"MXN00009009","1976","19.3833","-99.0667","2234.8","COLONIA AGRICOLA ORIENTAL, MX","","","","","","","         0"," ","         7","m","   -1.1","m,0228,+","","","","","-0.6","m,0305","","","","","      8.92","m"
"MXN00009009","1977","19.3833","-99.0667","2234.8","COLONIA AGRICOLA ORIENTAL, MX","","","","","","","         0"," ","         0","m","    1.7","m,1224,+","","","","","","","","","","","      8.61","m"
"MXN00009009","1978","19.3833","-99.0667","2234.8","COLONIA AGRICOLA ORIENTAL, MX","","","","","","","         0"," ","         0","m","    1.7","m,0207,+","","","","","","","","","","","      9.13","m"
"MXN00009009","1979","19.3833","-99.0667","2234.8","COLONIA AGRICOLA ORIENTAL, MX","","","","","","","         0"," ","         0","m","    3.9","m,1226,+","","","","","","","","","","","      9.34","m"
"MXN00009009","1980","19.3833","-99.0667","2234.8","COLONIA AGRICOLA ORIENTAL, MX","","","","","","","         0"," ","         0","m","    1.7","m,1220,+","","","","","","","","","","","      9.35","m"
"MXN00009009","1981","19.3833","-99.0667","2234.8","COLONIA AGRICOLA ORIENTAL, MX","","","","","","","         0"," ","         0","m","    0.6","m,0125, ","","","","","","","","","","","      9.58","m"
"MXN00009009","1982","19.3833","-99.0667","2234.8","COLONIA AGRICOLA ORIENTAL, MX","","","","","","","         0"," ","         0","m","    3.9","m,1226,+","","","","","","","","","","","      9.98","m"
"MXN00009009","1983","19.3833","-99.0667","2234.8","COLONIA AGRICOLA ORIENTAL, MX","","","","","","","         0"," ","         0","m","    2.8","m,0127,+","","","","","","","","","","","     10.61","m"
"MXN00009009","1984","19.3833","-99.0667","2234.8","COLONIA AGRICOLA ORIENTAL, MX","","","","","","","         0"," ","         0","m","    1.7","m,1227, ","","","","","","","","","","","     11.43","m"
"MXN00009009","1985","19.3833","-99.0667","2234.8","COLONIA AGRICOLA ORIENTAL, MX","","","","","","","         0"," ","         0","m","    2.8","m,0130,+","","","","","","","","","","","     10.01","m"
"MXN00009009","1986","19.3833","-99.0667","2234.8","COLONIA AGRICOLA ORIENTAL, MX","","","","","","","         0"," ","         2","m","    0.0","m,0114,+","","","","","0.0","m,0114","","","","","     10.47","m"
"MXN00009009","1987","19.3833","-99.0667","2234.8","COLONIA AGRICOLA ORIENTAL, MX","","","","","","","         0"," ","         1","m","    0.0","m,0303, ","","","","","0.0","m,0303","","","","","      9.32","m"
