"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00440737","1893","36.883333","-82.733333","472.4","BIG STONE GAP TVA 499, VA US","","","","","","","","","","","","","","","","","","","","","","","         5"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00440737","1894","36.883333","-82.733333","472.4","BIG STONE GAP TVA 499, VA US","    368.1","","     368.1","6","","","","","","","         1","6","       136","6","         7","6","       181","6","        22","6","","","         1"," ","  -20.6","6,1231, ","","","   33.9","6,0810,+","-1.1","6,1010","-3.9","6,1014","-6.7","6,1106","-6.7","6,1106","-8.9","6,1111","0.0","6,0520","-3.3","6,0413","-6.1","6,0401","-6.7","6,0331","-10.0","6,0330","","","","","","","     11.68","6","     19.76","6","      3.60","6"
"USC00440737","1896","36.883333","-82.733333","472.4","BIG STONE GAP TVA 499, VA US","    414.5","","     414.5","6","","","","","","","         2","6","       145","6","         8","6","       181","6","        13","6","","","","","  -23.3","6,0221, ","","","   33.3","6,0729,+","-0.6","6,0924","-5.0","6,1019","-5.0","6,1019","-6.7","6,1114","-11.1","6,1201","-2.2","6,0408","-2.2","6,0408","-5.0","6,0404","-6.7","6,0324","-12.8","6,0321","","","","","","","     11.76","6","     19.48","6","      4.05","6"
"USC00440737","1897","36.883333","-82.733333","472.4","BIG STONE GAP TVA 499, VA US","    300.3","","     300.3","6","","","","","","","         3","6","       113","6","         7","6","       190","6","        12","6","","","","","  -26.1","6,0129, ","","","   34.4","6,0704, ","-1.1","6,1005","-3.3","6,1029","-6.7","6,1113","-6.7","6,1113","-9.4","6,1124","0.0","6,0502","-3.3","6,0421","-4.4","6,0411","-8.9","6,0328","-8.9","6,0328","    2607.0","0","    2607.0","6","","","     12.07","6","     19.82","6","      4.31","6"
"USC00440737","1898","36.883333","-82.733333","472.4","BIG STONE GAP TVA 499, VA US","    671.9","","     671.9","6","","","","","","","         3","6","       106","6","         7","6","       192","6","        21","6","         1"," ","","","  -20.6","6,0203, ","","","   36.1","6,0702, ","0.0","6,1019","-5.0","6,1028","-5.0","6,1028","-6.7","6,1123","-10.6","6,1125","0.0","6,0428","-2.8","6,0408","-5.0","6,0406","-7.8","6,0226","-8.9","6,0207","    2267.4","4","    2267.4","6","","","     13.37","6","     20.01","6","      6.74","6"
"USC00440737","1899","36.883333","-82.733333","472.4","BIG STONE GAP TVA 499, VA US","    585.5","","     585.5","6","       125","6","        96","6","        14","6","         8","6","        99","6","        15","6","       190","6","        36","6","","","","","  -23.3","6,0214, ","  86.4"," ,6,0725, ","   36.7","6,0712, ","0.0","6,0930","-5.6","6,1105","-5.6","6,1105","-9.4","6,1205","-9.4","6,1205","-1.7","6,0417","-4.4","6,0405","-4.4","6,0405","-11.1","6,0308","-11.1","6,0308","    2606.8","8","    2606.8","6","   1322.5"," ,6","     13.00","6","     20.19","6","      5.80","6"
"USC00440737","1900","36.883333","-82.733333","472.4","BIG STONE GAP TVA 499, VA US","    664.4","","     664.4","6","       121","6","        83","6","        16","6","         2","6","       115","6","        11","6","       199","6","        40","6","","","","","  -20.0","6,0103,+","  64.8"," ,6,1125, ","   35.0","6,0811, ","-0.6","6,1105","-2.2","6,1107","-5.0","6,1109","-6.7","6,1210","","","-1.1","6,0504","-3.3","6,0406","-6.1","6,0401","-11.7","6,0318","-11.7","6,0318","    2522.1","1","    2522.1","6","   1244.5"," ,6","     13.52","6","     20.48","6","      6.57","6"
"USC00440737","1901","36.883333","-82.733333","472.4","BIG STONE GAP TVA 499, VA US","    493.3","","     493.3","6","       123","6","        90","6","        14","6","         1","6","       130","6","        12","6","       176","6","        20","6","","","","","  -20.6","6,1221, ","  83.8"," ,6,0521, ","   36.7","6,0624, ","-1.1","6,1005","-2.8","6,1017","-4.4","6,1105","-7.8","6,1118","-8.9","6,1119","-1.1","6,0424","-6.1","6,0322","-6.1","6,0322","-11.1","6,0307","-11.1","6,0307","    2472.4","4","    2472.4","6","   1393.6"," ,6","     11.81","6","     18.58","6","      5.04","6"
"USC00440737","1902","36.883333","-82.733333","472.4","BIG STONE GAP TVA 499, VA US","    490.8","","     490.8","6","       115","6","        86","6","        11","6","         0","6","       104","6","        10","6","       196","6","        19","6","","","","","  -14.4","6,0209, ","  50.8"," ,6,0328, ","   34.4","6,0612, ","-1.1","6,1015","-2.8","6,1129","-8.9","6,1201","-8.9","6,1201","-8.9","6,1201","0.0","6,0414","-2.8","6,0409","-5.6","6,0320","-9.4","6,0319","-9.4","6,0319","    2814.8","8","    2814.8","6","   1215.1"," ,6","     12.81","6","     19.59","6","      6.03","6"
"USC00440737","1903","36.883333","-82.733333","472.4","BIG STONE GAP TVA 499, VA US","    495.5","","     495.5","6","       109","6","        88","6","        14","6","         1","6","       107","6","         8","6","       189","6","        19","6","","","","","  -19.4","6,0219, ","  54.6"," ,6,1117, ","   34.4","6,0825, ","-1.1","6,1015","-5.6","6,1025","-5.6","6,1025","-10.6","6,1119","-10.6","6,1119","-0.6","6,0424","-3.3","6,0405","-5.6","6,0302","-6.7","6,0223","-9.4","6,0220","    2126.6","6","    2126.6","6","   1157.1"," ,6","     12.81","6","     19.47","6","      6.14","6"
