"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"RSM00032186","1960","46.2","150.5","76.0","URUP, RS","       228","I","       100","I","        12","I","","","","","","","","","","","","","  41.4"," ,I,1226, ","","","","","","","","","","","","","","","","","","","","","","","   1185.0"," ,I","","","","","",""
"RSM00032186","1961","46.2","150.5","76.0","URUP, RS","       236","I","       111","I","        10","I","","","","","","","","","","","","","  76.7"," ,I,0409, ","","","","","","","","","","","","","","","","","","","","","","","   1264.4"," ,I","","","","","",""
"RSM00032186","1963","46.2","150.5","76.0","URUP, RS","       227","I","       120","I","         4","I","","","","","","","","","","","","","  38.3"," ,I,1002, ","","","","","","","","","","","","","","","","","","","","","","","   1212.8"," ,I","","","","","",""
"RSM00032186","1968","46.2","150.5","76.0","URUP, RS","       227","I","        89","I","        13","I","","","","","","","","","","","","","  73.2"," ,I,0331, ","","","","","","","","","","","","","","","","","","","","","","","   1216.8"," ,I","","","","","",""
"RSM00032186","1969","46.2","150.5","76.0","URUP, RS","","","","","","","         0","S","       195","S","","","","","","","  -13.9","S,0311,+","","","","","0.0","S,0813","-2.2","S,1105","-6.1","S,1128","-7.8","S,1215","-8.9","S,1225","0.0","S,0604","-2.2","S,0514","-5.0","S,0425","-7.8","S,0422","-8.9","S,0406","","","","","","","     -1.67","S"
"RSM00032186","1970","46.2","150.5","76.0","URUP, RS","       219","I","       100","I","         6","I","         0","S","       197","S","","","","","","","  -12.8","S,0227,+","  71.7"," ,I,0512, ","","","0.0","S,1017","-3.9","S,1115","-5.0","S,1125","-7.8","S,1215","-8.9","S,1227","0.0","S,0624","-3.9","S,0502","-5.0","S,0425","-7.2","S,0404","-8.9","S,0326","   1009.3"," ,I","","","","","     -1.06","S"
"RSM00032186","1971","46.2","150.5","76.0","URUP, RS","       256","I","       126","I","         9","I","","","","","","","","","","","","","  71.4"," ,I,0913, ","","","","","","","","","","","","","","","","","","","","","","","   1509.3"," ,I","","","","","",""
"RSM00032186","1974","46.2","150.5","76.0","URUP, RS","       227","S","       106","S","         6","S","         0","S","       204","S","       108","S","         1","S","         0","S","  -12.0","S,0303,+","  50.0"," ,S,0528, ","   28.0","S,0917, ","0.0","S,1023","-3.0","S,1110","-6.0","S,1111","-7.0","S,1202","-9.0","S,1205","0.0","S,0707","-3.0","S,0513","-5.0","S,0331","-7.0","S,0324","-9.0","S,0314","   1234.8"," ,S","      2.43","S","      5.25","S","     -0.39","S"
"RSM00032186","1975","46.2","150.5","76.0","URUP, RS","","","","","","","         2","S","       179","S","       102","S","         2","S","         0","S","  -20.0","S,0303, ","","","   23.0","S,0814, ","-3.0","S,0911","-3.0","S,0911","-5.0","S,1125","-7.0","S,1208","-14.0","S,1215","0.0","S,0614","-3.0","S,0509","-7.0","S,0320","-7.0","S,0320","-10.0","S,0311","","","      2.61","S","      5.37","S","     -0.15","S"
"RSM00032186","1976","46.2","150.5","76.0","URUP, RS","       246","I","       118","I","         8","I","         0","S","       199","S","","","","","","","  -15.0","S,0331, ","  80.0"," ,I,1025, ","","","0.0","S,1026","-4.0","S,1105","-5.0","S,1111","-7.0","S,1224","","","0.0","S,0619","-3.0","S,0504","-7.0","S,0411","-7.0","S,0411","-15.0","S,0331","   1376.1"," ,I","","","","","     -0.68","S"
