"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MXN00010056","1952","24.7833","-104.0333","1699.9","PEON BLANCO SMN, MX","","","","","        30","m","        15","m","         0","m","","","","","","","","","","","","","  19.8"," ,m,0710, ","","","    122.8"," ,m","","","","","",""
"MXN00010056","1953","24.7833","-104.0333","1699.9","PEON BLANCO SMN, MX","","","","","        37","m","        28","m","         2","m","","","","","","","","","","","","","  45.0"," ,m,0822, ","","","    364.9"," ,m","","","","","",""
"MXN00010056","1954","24.7833","-104.0333","1699.9","PEON BLANCO SMN, MX","","","","","        41","m","        25","m","         0","m","","","","","","","","","","","","","  20.8"," ,m,0605, ","","","    218.8"," ,m","","","","","",""
"MXN00010056","1955","24.7833","-104.0333","1699.9","PEON BLANCO SMN, MX","","","","","        32","m","        23","m","         0","m","","","","","","","","","","","","","  18.8"," ,m,1006, ","","","    191.3"," ,m","","","","","",""
"MXN00010056","1956","24.7833","-104.0333","1699.9","PEON BLANCO SMN, MX","","","","","        20","m","        16","m","         2","m","","","","","","","","","","","","","  42.4"," ,m,0515, ","","","    269.4"," ,m","","","","","",""
"MXN00010056","1957","24.7833","-104.0333","1699.9","PEON BLANCO SMN, MX","","","","","        17","m","        13","m","         2","m","","","","","","","","","","","","","  31.8"," ,m,0922, ","","","    147.7"," ,m","","","","","",""
"MXN00010056","1958","24.7833","-104.0333","1699.9","PEON BLANCO SMN, MX","","","","","        62","m","        51","m","         4","m","","","","","","","","","","","","","  45.0"," ,m,0616, ","","","    657.7"," ,m","","","","","",""
"MXN00010056","1959","24.7833","-104.0333","1699.9","PEON BLANCO SMN, MX","","","","","        40","m","        39","m","         1","m","","","","","","","","","","","","","  39.9"," ,m,0717, ","","","    463.4"," ,m","","","","","",""
"MXN00010056","1960","24.7833","-104.0333","1699.9","PEON BLANCO SMN, MX","","","","","        41","m","        30","m","         0","m","","","","","","","","","","","","","  19.8"," ,m,0824,+","","","    271.1"," ,m","","","","","",""
"MXN00010056","1961","24.7833","-104.0333","1699.9","PEON BLANCO SMN, MX","","","","","        35","m","        31","m","         2","m","","","","","","","","","","","","","  41.9"," ,m,0717, ","","","    319.4"," ,m","","","","","",""
"MXN00010056","1962","24.7833","-104.0333","1699.9","PEON BLANCO SMN, MX","","","","","        25","m","        22","m","         2","m","","","","","","","","","","","","","  33.8"," ,m,0823, ","","","    264.7"," ,m","","","","","",""
"MXN00010056","1963","24.7833","-104.0333","1699.9","PEON BLANCO SMN, MX","","","","","        39","m","        31","m","         5","m","","","","","","","","","","","","","  51.8"," ,m,0705, ","","","    476.9"," ,m","","","","","",""
"MXN00010056","1964","24.7833","-104.0333","1699.9","PEON BLANCO SMN, MX","","","","","        56","m","        41","m","         2","m","","","","","","","","","","","","","  36.8"," ,m,0918, ","","","    487.5"," ,m","","","","","",""
"MXN00010056","1965","24.7833","-104.0333","1699.9","PEON BLANCO SMN, MX","","","","","        35","m","        30","m","         0","m","","","","","","","","","","","","","  19.8"," ,m,0620, ","","","    227.2"," ,m","","","","","",""
"MXN00010056","1966","24.7833","-104.0333","1699.9","PEON BLANCO SMN, MX","","","","","        41","m","        37","m","         1","m","","","","","","","","","","","","","  45.0"," ,m,0906, ","","","    380.4"," ,m","","","","","",""
"MXN00010056","1967","24.7833","-104.0333","1699.9","PEON BLANCO SMN, MX","","","","","        42","m","        36","m","         0","m","","","","","","","","","","","","","  24.9"," ,m,0701, ","","","    300.0"," ,m","","","","","",""
"MXN00010056","1968","24.7833","-104.0333","1699.9","PEON BLANCO SMN, MX","","","","","        59","m","        59","m","         0","m","","","","","","","","","","","","","  21.8"," ,m,0303, ","","","    554.6"," ,m","","","","","",""
"MXN00010056","1969","24.7833","-104.0333","1699.9","PEON BLANCO SMN, MX","","","","","        38","m","        34","m","         0","m","","","","","","","","","","","","","  19.8"," ,m,0707, ","","","    223.4"," ,m","","","","","",""
"MXN00010056","1970","24.7833","-104.0333","1699.9","PEON BLANCO SMN, MX","","","","","        32","m","        30","m","         0","m","","","","","","","","","","","","","  24.9"," ,m,0925, ","","","    219.8"," ,m","","","","","",""
"MXN00010056","1971","24.7833","-104.0333","1699.9","PEON BLANCO SMN, MX","","","","","        52","m","        51","m","         0","m","","","","","","","","","","","","","  19.8"," ,m,0818,+","","","    465.0"," ,m","","","","","",""
"MXN00010056","1972","24.7833","-104.0333","1699.9","PEON BLANCO SMN, MX","","","","","        39","m","        38","m","         0","m","","","","","","","","","","","","","  19.8"," ,m,0920,+","","","    272.1"," ,m","","","","","",""
"MXN00010056","1973","24.7833","-104.0333","1699.9","PEON BLANCO SMN, MX","","","","","        53","m","        51","m","         4","m","","","","","","","","","","","","","  39.9"," ,m,0812, ","","","    532.4"," ,m","","","","","",""
"MXN00010056","1974","24.7833","-104.0333","1699.9","PEON BLANCO SMN, MX","","","","","        38","m","        37","m","         2","m","","","","","","","","","","","","","  27.9"," ,m,0821, ","","","    389.2"," ,m","","","","","",""
"MXN00010056","1975","24.7833","-104.0333","1699.9","PEON BLANCO SMN, MX","","","","","        25","m","        23","m","         0","m","","","","","","","","","","","","","  23.9"," ,m,0719, ","","","    184.5"," ,m","","","","","",""
