"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UPM00033598","1936","48.783","31.633","146.0","NOVOMIRGOROD, UP","       119","I","        54","I","         2","I","","","","","","","","","","","","","  30.8"," ,I,0814, ","","","","","","","","","","","","","","","","","","","","","","","    512.3"," ,I","","","",""
"UPM00033598","1937","48.783","31.633","146.0","NOVOMIRGOROD, UP","       117","I","        44","I","         1","I","","","","","","","","","","","","","  32.0"," ,I,0831, ","","","","","","","","","","","","","","","","","","","","","","","    468.1"," ,I","","","",""
"UPM00033598","1938","48.783","31.633","146.0","NOVOMIRGOROD, UP","       110","I","        37","I","         1","I","","","","","","","","","","","","","  32.7"," ,I,0728, ","","","","","","","","","","","","","","","","","","","","","","","    337.2"," ,I","","","",""
"UPM00033598","1939","48.783","31.633","146.0","NOVOMIRGOROD, UP","       126","I","        54","I","         2","I","","","","","","","","","","","","","  31.6"," ,I,0523, ","","","","","","","","","","","","","","","","","","","","","","","    482.9"," ,I","","","",""
"UPM00033598","1940","48.783","31.633","146.0","NOVOMIRGOROD, UP","       112","I","        50","I","         5","I","","","","","","","","","","","","","  48.9"," ,I,0917, ","","","","","","","","","","","","","","","","","","","","","","","    572.0"," ,I","","","",""
"UPM00033598","1945","48.783","31.633","146.0","NOVOMIRGOROD, UP","       126","I","        54","I","         0","I","","","","","","","","","","","","","  22.6"," ,I,0813, ","","","","","","","","","","","","","","","","","","","","","","","    408.0"," ,I","","","",""
"UPM00033598","1946","48.783","31.633","146.0","NOVOMIRGOROD, UP","       109","I","        42","I","         1","I","","","","","","","","","","","","","  27.8"," ,I,0523, ","","","","","","","","","","","","","","","","","","","","","","","    405.6"," ,I","","","",""
"UPM00033598","1947","48.783","31.633","146.0","NOVOMIRGOROD, UP","       137","I","        55","I","         4","I","","","","","","","","","","","","","  38.4"," ,I,0829, ","","","","","","","","","","","","","","","","","","","","","","","    605.8"," ,I","","","",""
"UPM00033598","1948","48.783","31.633","146.0","NOVOMIRGOROD, UP","       125","I","        51","I","         5","I","","","","","","","","","","","","","  45.3"," ,I,0531, ","","","","","","","","","","","","","","","","","","","","","","","    583.9"," ,I","","","",""
"UPM00033598","1949","48.783","31.633","146.0","NOVOMIRGOROD, UP","       129","I","        58","I","         3","I","","","","","","","","","","","","","  71.8"," ,I,0609, ","","","","","","","","","","","","","","","","","","","","","","","    643.8"," ,I","","","",""
"UPM00033598","1950","48.783","31.633","146.0","NOVOMIRGOROD, UP","       116","I","        46","I","         2","I","","","","","","","","","","","","","  41.5"," ,I,0619, ","","","","","","","","","","","","","","","","","","","","","","","    475.0"," ,I","","","",""
