"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00003103","1894","35.14427","-111.66637","2133.3","FLAGSTAFF AIRPORT, AZ US","","","     69.9","","      69.9","6","","","","","","","","","","","        15","6","       194","6","        14","6","       174","6","         2","6","","","","","","","  -28.3","6,0107, ","","","","","","","   36.7","6,0701, ","0.0","6,0928","-3.3","6,0929","-8.9","6,1001","-8.9","6,1001","-8.9","6,1001","0.0","6,0613","-3.3","6,0516","-5.0","6,0430","-16.7","6,0323","-16.7","6,0323","","","","","","","","","","","      8.38","6","     17.50","6","     -0.74","6","","","","","","","","","","","","","","","","","","","","","",""
"USW00003103","1896","35.14427","-111.66637","2133.3","FLAGSTAFF AIRPORT, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    3823.0","0","    3823.0","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00003103","1898","35.14427","-111.66637","2133.3","FLAGSTAFF AIRPORT, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    3400.5","5","    3400.5","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00003103","1925","35.14427","-111.66637","2133.3","FLAGSTAFF AIRPORT, AZ US","","","     47.8","","      47.8","6","        82","6","        47","6","         4","6","","","","","         9","6","       198","6","        10","6","       128","6","         3","6","","","","","","","  -23.3","6,0112, ","","","","","  44.5"," ,6,0918, ","   33.3","6,0716,+","-1.1","6,0922","-2.2","6,0930","-8.9","6,1103","-8.9","6,1103","-8.9","6,1103","0.0","6,0612","-2.2","6,0430","-11.7","6,0424","-11.7","6,0424","-11.7","6,0424","    3954.4","4","    3954.4","6","    484.7"," ,6","","","","","      7.72","6","     15.66","6","     -0.21","6","","","","","","","","","","","","","","","","","","","","","",""
"USW00003103","1926","35.14427","-111.66637","2133.3","FLAGSTAFF AIRPORT, AZ US","","","     35.0","","      35.0","6","","","","","","","","","","","        12","6","       177","6","        14","6","       145","6","         1","6","","","","","","","  -25.6","6,1227,+","","","","","","","   33.3","6,0827, ","-0.6","6,1003","-3.3","6,1024","-5.6","6,1101","-6.7","6,1103","-8.9","6,1109","-1.7","6,0525","-2.8","6,0510","-4.4","6,0331","-6.7","6,0326","-12.2","6,0311","    3889.2","2","    3889.2","6","","","","","","","      7.97","6","     16.10","6","     -0.17","6","","","","","","","","","","","","","","","","","","","","","",""
"USW00003103","1927","35.14427","-111.66637","2133.3","FLAGSTAFF AIRPORT, AZ US","","","     38.4","","      38.4","6","","","","","","","","","","","         6","6","       208","6","        10","6","       125","6","         0","6","","","","","","","  -21.7","6,1215, ","","","","","","","   31.7","6,0717, ","-0.6","6,0926","-2.8","6,0930","-5.0","6,1001","-6.7","6,1115","-10.0","6,1123","-0.6","6,0601","-3.3","6,0529","-5.0","6,0523","-7.8","6,0414","-10.6","6,0320","    3768.7","7","    3768.7","6","","","","","","","      7.99","6","     15.64","6","      0.33","6","","","","","","","","","","","","","","","","","","","","","",""
"USW00003103","1928","35.14427","-111.66637","2133.3","FLAGSTAFF AIRPORT, AZ US","","","     50.9","","      50.9","6","        75","6","        44","6","         2","6","","","","","        14","6","       195","6","        15","6","       142","6","         0","6","","","","","","","  -25.6","6,1217, ","","","","","  36.8"," ,6,1011, ","   31.7","6,0624, ","-1.1","6,1002","-2.2","6,1015","-5.0","6,1023","-7.8","6,1115","-11.7","6,1116","0.0","6,0613","-2.8","6,0510","-4.4","6,0504","-6.7","6,0422","-10.6","6,0405","    3900.4","4","    3900.4","6","    378.3"," ,6","","","","","      7.77","6","     16.11","6","     -0.58","6","","","","","","","","","","","","","","","","","","","","","",""
"USW00003103","1929","35.14427","-111.66637","2133.3","FLAGSTAFF AIRPORT, AZ US","","","     59.5","","      59.5","6","","","","","","","","","","","         9","6","       207","6","        13","6","       125","6","         6","6","","","","","","","  -29.4","6,0209, ","","","","","","","   33.3","6,0623,+","-1.7","6,1011","-2.2","6,1021","-7.8","6,1026","-7.8","6,1026","-10.0","6,1029","0.0","6,0618","-2.8","6,0602","-4.4","6,0528","-8.9","6,0410","-8.9","6,0410","    4132.4","4","    4132.4","6","","","","","","","      7.58","6","     15.85","6","     -0.70","6","","","","","","","","","","","","","","","","","","","","","",""
"USW00003103","1930","35.14427","-111.66637","2133.3","FLAGSTAFF AIRPORT, AZ US","","","     33.0","","      33.0","6","","","","","","","","","        14","6","         8","6","       209","6","        15","6","       114","6","         1","6","","","","","","","  -22.2","6,0121, ","","","   381"," ,6,0316, ","","","   32.2","6,0613, ","-1.1","6,0925","-2.2","6,1002","-6.1","6,1012","-6.7","6,1024","-10.0","6,1115","-0.6","6,0603","-2.8","6,0601","-4.4","6,0511","-10.0","6,0509","-10.0","6,0509","    3786.8","8","    3786.8","6","","","","","     1538"," ,6","      7.21","6","     15.37","6","     -0.94","6","","","","","","","","","","","","","","","","","","","","","",""
"USW00003103","1931","35.14427","-111.66637","2133.3","FLAGSTAFF AIRPORT, AZ US","","","     84.8","","      84.8","6","        94","6","        61","6","         2","6","","","        11","6","        13","6","       184","6","        22","6","       127","6","         5","6","","","","","","","  -28.3","6,1213, ","","","   356"," ,6,1209, ","  27.9"," ,6,0825, ","   33.3","6,0725, ","-2.2","6,0921","-2.2","6,0921","-5.6","6,1011","-7.8","6,1117","-11.1","6,1119","-1.1","6,0527","-3.3","6,0520","-5.6","6,0410","-7.8","6,0409","-10.6","6,0327","    3914.5","5","    3914.5","6","    516.9"," ,6","","","     1450"," ,6","      7.82","6","     15.77","6","     -0.13","6","","","","","","","","","","","","","","","","","","","","","",""
