"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA002400560","1959","69.2167","-77.25","18.0","BRAY ISLAND, NU CA","","","","","","","","","       204","C","       306","C","  -42.2","C,0301,+","","","","","-0.6","C,0803","-2.2","C,0831","-4.4","C,0920","-11.7","C,0922","-11.7","C,0922","0.0","C,0725","-2.2","C,0621","-6.7","C,0614","-6.7","C,0614","-12.2","C,0604","","","","","","","","","    -17.68","C"
"CA002400560","1960","69.2167","-77.25","18.0","BRAY ISLAND, NU CA","","","","","","","","","       166","C","       283","C","  -45.0","C,0324, ","","","","","0.0","C,0908","-3.9","C,0911","-4.4","C,0925","-6.7","C,0927","-9.4","C,1003","0.0","C,0620","-3.3","C,0609","-7.8","C,0608","-7.8","C,0608","-9.4","C,0525","","","","","","","","","    -15.46","C"
"CA002400560","1962","69.2167","-77.25","18.0","BRAY ISLAND, NU CA","        33","C","        24","C","         1","C","        12","C","       179","C","       291","C","  -45.6","C,0126, ","   102"," ,C,1116, ","  30.2"," ,C,0730, ","-1.1","C,0820","-2.8","C,0911","-6.7","C,0917","-6.7","C,0917","-8.9","C,0919","-0.6","C,0629","-3.3","C,0609","-5.0","C,0608","-8.9","C,0604","-8.9","C,0604","","","","","    159.8"," ,C","      429"," ,C","    -15.70","C"
"CA002400560","1963","69.2167","-77.25","18.0","BRAY ISLAND, NU CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   10991.7","7","   10991.7","C","","","","","",""
