"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USW00014761","1965","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","    132.5","","     132.5","0","       133","0","        69","0","         3","0","       65","","        10","0","        15","0","       161","0","        47","0","       106","0","         1","0","       222"," ","        56"," ","        32"," ","  -25.6","0,0115, ","   406"," ,0,0318, ","   330"," ,0,0305, ","  59.9"," ,0,0305, ","   32.2","0,0815, ","0.0","0,0830","-2.8","0,1005","-7.8","0,1006","-7.8","0,1006","-11.1","0,1029","0.0","0,0605","-2.2","0,0530","-9.4","0,0405","-9.4","0,0405","-9.4","0,0405","    4300.8","8","    4300.8","0","    723.2"," ,0","     1072"," ,0","      7.08","0","     12.76","0","      1.39","0"
"USW00014761","1966","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","    131.0","","     131.0","0","       140","0","        65","0","         7","0","       65","","        19","0","        10","0","       180","0","        65","0","       111","0","         2","0","       233"," ","        51"," ","        21"," ","  -25.6","0,1204, ","   483"," ,0,0201,+","   183"," ,0,0123, ","  56.6"," ,0,0213, ","   34.4","0,0703,+","-2.2","0,0916","-2.2","0,0916","-5.0","0,1021","-6.7","0,1030","-9.4","0,1119","0.0","0,0602","-2.8","0,0601","-6.7","0,0511","-6.7","0,0511","-10.0","0,0329","    4225.8","8","    4225.8","0","    874.1"," ,0","     1313"," ,0","      6.67","0","     12.43","0","      0.90","0"
"USW00014761","1967","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","     90.4","","      90.4","0","       152","0","        85","0","         9","0","       92","","        26","0","        17","0","       166","0","        61","0","       107","0","         1","0","       223"," ","        59"," ","        46"," ","  -30.0","0,0208, ","   381"," ,0,0308, ","   203"," ,0,0307, "," 108.0"," ,0,0928, ","   32.2","0,0616, ","0.0","0,0901","-2.2","0,1013","-5.6","0,1022","-7.2","0,1029","-9.4","0,1107","0.0","0,0601","-3.3","0,0523","-5.6","0,0429","-7.8","0,0412","-8.9","0,0404","    4259.8","8","    4259.8","0","   1057.2"," ,0","     1920"," ,0","      6.70","0","     12.27","0","      1.13","0"
"USW00014761","1968","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","    177.1","","     177.1","0","       148","0","        76","0","         4","0","       67","","        13","0","        18","0","       153","0","        61","0","       115","0","         0","0","       233"," ","        72"," ","        36"," ","  -30.6","0,0112, ","   330"," ,0,1113, ","   310"," ,0,1112, ","  57.4"," ,0,0905, ","   31.1","0,0823,+","0.0","0,0828","-3.9","0,1006","-6.1","0,1031","-9.4","0,1201","-9.4","0,1201","0.0","0,0525","-6.1","0,0507","-6.1","0,0507","-11.1","0,0406","-11.1","0,0406","    4390.4","4","    4390.4","0","    874.8"," ,0","      971"," ,0","      7.29","0","     13.00","0","      1.58","0"
"USW00014761","1969","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","    162.0","","     162.0","0","       169","0","        81","0","         6","0","       85","","        18","0","         7","0","       165","0","        72","0","       116","0","         1","0","       226"," ","        52"," ","        36"," ","  -23.9","0,1225,+","   432"," ,0,1227, ","   206"," ,0,1226, ","  46.5"," ,0,0519, ","   32.2","0,0630, ","0.0","0,0827","-3.9","0,1015","-6.1","0,1023","-10.6","0,1024","-10.6","0,1024","-1.1","0,0527","-2.8","0,0501","-5.6","0,0412","-12.2","0,0401","-12.2","0,0401","    4067.4","4","    4067.4","0","    988.5"," ,0","     1210"," ,0","      7.28","0","     12.70","0","      1.85","0"
"USW00014761","1970","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","    186.3","","     186.3","0","       181","0","       103","0","        10","0","       98","","        21","0","        15","0","       148","0","        57","0","       127","0","         0","0","       248"," ","        70"," ","        44"," ","  -28.9","0,0214, ","   533"," ,0,0213,+","   411"," ,0,0210, ","  35.1"," ,0,0709, ","   31.1","0,0702, ","0.0","0,0902","-4.4","0,1017","-4.4","0,1017","-11.7","0,1123","-11.7","0,1123","-1.1","0,0528","-2.8","0,0507","-5.0","0,0412","-18.3","0,0330","-18.3","0,0330","    4238.4","4","    4238.4","0","   1196.7"," ,0","     2018"," ,0","      7.83","0","     12.96","0","      2.69","0"
"USW00014761","1971","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","    133.7","","     133.7","0","       159","0","        83","0","         8","0","       97","","        23","0","        10","0","       172","0","        60","0","       115","0","         1","0","       256"," ","        78"," ","        32"," ","  -27.2","0,0203,+","   457"," ,0,0217,+","   254"," ,0,1124, ","  58.4"," ,0,0213, ","   35.6","0,0628, ","-1.7","0,0922","-3.9","0,0925","-6.1","0,1105","-7.2","0,1107","-11.1","0,1108","-2.2","0,0528","-2.2","0,0528","-6.1","0,0415","-7.2","0,0331","-14.4","0,0327","    4125.0","0","    4125.0","0","    996.3"," ,0","     1987"," ,0","      7.04","0","     12.59","0","      1.48","0"
"USW00014761","1972","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","    214.1","","     214.1","0","       180","0","       108","0","         9","0","       67","","        26","0","        13","0","       166","0","        55","0","       121","0","         5","0","       249"," ","        86"," ","        31"," ","  -28.3","0,0116, ","   635"," ,0,0220, ","   511"," ,0,0219, "," 170.9"," ,0,0622, ","   33.9","0,0722,+","-1.1","0,0923","-7.2","0,1010","-7.2","0,1010","-7.2","0,1010","-13.3","0,1020","0.0","0,0611","-2.8","0,0511","-5.6","0,0428","-6.7","0,0421","-12.2","0,0409","    4116.2","2","    4116.2","0","   1375.7"," ,0","     2286"," ,0","      7.33","0","     12.99","0","      1.66","0"
"USW00014761","1973","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","    261.1","","     261.1","0","       157","0","        97","0","         7","0","       56","","        14","0","         8","0","       148","0","        48","0","       121","0","         3","0","       240"," ","        67"," ","        36"," ","  -25.0","0,0212, ","   203"," ,0,1218, ","   201"," ,0,1217, ","  59.9"," ,0,1029, ","   32.8","0,0830,+","-1.1","0,0913","-2.2","0,1021","-7.2","0,1106","-7.2","0,1106","-10.0","0,1202","-4.4","0,0519","-4.4","0,0519","-4.4","0,0519","-6.7","0,0415","-9.4","0,0324","    3996.6","6","    3996.6","0","   1159.1"," ,0","     1106"," ,0","      8.52","0","     13.89","0","      3.15","0"
"USW00014761","1974","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","    142.9","","     142.9","0","       142","0","        88","0","         9","0","       56","","        19","0","         4","0","       168","0","        50","0","       115","0","         2","0","       222"," ","        71"," ","        35"," ","  -21.1","0,0105, ","   229"," ,0,1217,+","   185"," ,0,1216, ","  51.6"," ,0,0615, ","   33.3","0,0708,+","0.0","0,0905","-2.2","0,0923","-5.6","0,0924","-6.7","0,1003","-8.9","0,1004","-0.6","0,0528","-2.2","0,0511","-6.7","0,0508","-6.7","0,0508","-13.3","0,0325","    3916.3","3","    3916.3","0","   1107.9"," ,0","     1336"," ,0","      7.58","0","     13.22","0","      1.93","0"
"USW00014761","1975","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","    122.5","","     122.5","0","       156","0","        95","0","         7","0","       74","","        14","0","         6","0","       154","0","        56","0","       111","0","         2","0","       234"," ","        61"," ","        27"," ","  -28.9","0,0210, ","   229"," ,0,0215,+","   213"," ,0,0112, ","  91.7"," ,0,0925, ","   32.2","0,0802,+","-1.1","0,0910","-5.6","0,1030","-5.6","0,1030","-8.9","0,1031","-8.9","0,1031","-3.3","0,0508","-3.3","0,0508","-8.3","0,0422","-8.3","0,0422","-12.2","0,0414","    4183.4","4","    4183.4","0","   1193.6"," ,0","     1379"," ,0","      7.61","0","     12.90","0","      2.32","0"
"USW00014761","1976","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","     50.3","","      50.3","0","       138","0","        83","0","         8","0","       80","","        13","0","        17","0","       177","0","        63","0","        94","0","         0","0","       182"," ","        44"," ","        31"," ","  -29.4","0,0119, ","   330"," ,0,0207,+","   170"," ,0,0205, ","  78.2"," ,0,0620, ","   30.0","0,0418, ","-2.8","0,0831","-2.8","0,0831","-5.6","0,1018","-6.7","0,1019","-8.9","0,1028","0.0","0,0527","-2.2","0,0523","-6.7","0,0513","-6.7","0,0513","-9.4","0,0412","    4002.9","9","    4002.9","0","   1080.4"," ,0","      957"," ,0","      6.09","0","     12.06","0","      0.12","0"
"USW00014761","1977","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","    230.4","","     230.4","0","       143","0","        83","0","        10","0","      102","","        24","0","        29","0","       142","0","        59","0","       138","0","         1","0","       203"," ","        53"," ","        39"," ","  -27.8","0,0117, ","   660"," ,0,0207,+","   203"," ,0,1205, ","  63.2"," ,0,0625, ","   32.8","0,0720, ","0.0","0,1007","-2.8","0,1112","-4.4","0,1113","-7.2","0,1126","-10.0","0,1128","-1.7","0,0604","-3.3","0,0515","-5.0","0,0430","-8.9","0,0410","-8.9","0,0410","    4525.1","1","    4525.1","0","   1081.2"," ,0","     1881"," ,0","      7.73","0","     13.55","0","      1.91","0"
"USW00014761","1978","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","    183.0","","     183.0","0","       134","0","        87","0","         5","0","       93","","        24","0","        18","0","       161","0","        75","0","       111","0","         0","0","       194"," ","        60"," ","        25"," ","  -27.8","0,0204, ","   864"," ,0,0208, ","   272"," ,0,0120, ","  34.3"," ,0,0513, ","   31.1","0,0722, ","0.0","0,0926","-3.9","0,1018","-6.1","0,1126","-6.7","0,1127","-9.4","0,1129","-1.1","0,0504","-5.0","0,0501","-5.0","0,0501","-8.3","0,0318","-19.4","0,0307","    4305.4","4","    4305.4","0","    955.7"," ,0","     1916"," ,0","      6.99","0","     12.21","0","      1.77","0"
"USW00014761","1979","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","","","       132","0","        83","0","         8","0","       63","","        16","0","","","","","","","","","","","       238"," ","        59"," ","        33"," ","","","   406"," ,0,0220,+","   152"," ,0,0219,+","  35.6"," ,0,0928, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1014.3"," ,0","      881"," ,0","","","","","",""
"USW00014761","1980","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","    292.3","","     292.3","0","       114","0","        65","0","         4","0","       43","","        10","0","         8","0","       142","0","        62","0","       133","0","         3","0","       207"," ","        42"," ","        41"," ","  -21.7","0,1225, ","   203"," ,0,1118, ","   178"," ,0,1117, ","  57.4"," ,0,1025, ","   33.9","0,0721,+","-0.6","0,1005","-3.9","0,1006","-6.7","0,1023","-6.7","0,1023","-8.9","0,1117","-0.6","0,0611","-3.9","0,0417","-5.6","0,0327","-10.0","0,0316","-10.0","0,0316","    3779.2","2","    3779.2","0","    750.6"," ,0","      900"," ,0","      8.16","0","     13.71","0","      2.61","0"
"USW00014761","1981","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","    158.4","","     158.4","0","       132","0","        85","0","         9","0","       67","","        16","0","        11","0","       150","0","        58","0","       118","0","         1","0","       215"," ","        41"," ","        33"," ","  -26.1","0,0113, ","   229"," ,0,0210, ","    97"," ,0,0208, ","  70.6"," ,0,0720, ","   32.2","0,0708, ","0.0","0,0930","-2.2","0,1012","-4.4","0,1020","-8.9","0,1113","-8.9","0,1113","-0.6","0,0520","-5.0","0,0421","-5.0","0,0421","-6.7","0,0326","-10.6","0,0319","    3894.9","9","    3894.9","0","   1018.2"," ,0","      959"," ,0","      7.88","0","     13.32","0","      2.44","0"
"USW00014761","1982","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","    136.2","","     136.2","0","       128","0","        83","0","         4","0","       91","","        18","0","        10","0","       148","0","        58","0","       117","0","         0","0","       227"," ","        61"," ","        30"," ","  -27.8","0,0117, ","   406"," ,0,0310, ","   262"," ,0,0123, ","  41.7"," ,0,0727, ","   31.1","0,0718, ","-0.6","0,0829","-2.2","0,1017","-5.6","0,1023","-9.4","0,1116","-9.4","0,1116","0.0","0,0511","-3.9","0,0429","-4.4","0,0412","-7.2","0,0410","-11.7","0,0408","    4184.6","6","    4184.6","0","    856.2"," ,0","     1593"," ,0","      7.86","0","     13.17","0","      2.55","0"
"USW00014761","1983","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","    172.2","","     172.2","0","       133","0","        87","0","         5","0","       57","","        13","0","         8","0","       147","0","        49","0","       107","0","         1","0","       220"," ","        57"," ","        29"," ","  -25.6","0,1225, ","   229"," ,0,0119,+","   203"," ,0,0115, ","  45.5"," ,0,0620, ","   32.2","0,0715, ","-0.6","0,0915","-2.8","0,0924","-8.9","0,1030","-8.9","0,1030","-8.9","0,1030","0.0","0,0609","-2.8","0,0420","-5.0","0,0419","-8.9","0,0330","-8.9","0,0330","    3753.7","7","    3753.7","0","   1041.9"," ,0","     1041"," ,0","      7.63","0","     12.72","0","      2.53","0"
