"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00118189","1942","39.76667","-89.6","174.0","SPRINGFIELD 4 SE, IL US","    739.7","","     739.7","6","       114","6","        74","6","        11","6","         4","6","       112","6","        29","6","       174","6","        46","6","  -20.6","6,0110, ","  67.6"," ,6,0926, ","   36.7","6,0717, ","0.0","6,0927","-2.2","6,1023","-7.8","6,1026","-7.8","6,1026","-8.9","6,1127","0.0","6,0411","-2.8","6,0331","-5.6","6,0301","-7.8","6,0221","-12.8","6,0220","    2578.5","5","    2578.5","6","   1066.2"," ,6","     12.25","6","     18.00","6","      6.50","6","     47586","6"
"USC00118189","1943","39.76667","-89.6","174.0","SPRINGFIELD 4 SE, IL US","    680.7","","     680.7","6","        91","6","        68","6","         6","6","         7","6","       133","6","        25","6","       164","6","        53","6","  -22.8","6,0308, "," 103.6"," ,6,0518, ","   37.2","6,0824, ","-2.8","6,1017","-2.8","6,1017","-4.4","6,1111","-8.3","6,1112","-8.9","6,1128","-1.7","6,0421","-5.6","6,0415","-5.6","6,0415","-6.7","6,0320","-22.8","6,0308","    3033.4","4","    3033.4","6","    887.4"," ,6","     11.58","6","     18.07","6","      5.09","6","     41436","6"
"USC00118189","1944","39.76667","-89.6","174.0","SPRINGFIELD 4 SE, IL US","    789.2","","     789.2","6","","","","","","","         2","6","       124","6","        27","6","       162","6","        62","6","  -24.4","6,0213, ","","","   37.8","6,0811,+","-1.1","6,1012","-2.2","6,1016","-9.4","6,1130","-9.4","6,1130","-9.4","6,1130","-2.2","6,0506","-2.2","6,0506","-4.4","6,0405","-9.4","6,0320","-9.4","6,0320","    2943.7","7","    2943.7","6","","","     12.14","6","     18.40","6","      5.87","6","",""
"USC00118189","1945","39.76667","-89.6","174.0","SPRINGFIELD 4 SE, IL US","    522.9","","     522.9","6","","","","","","","        12","6","       115","6","        37","6","       166","6","        23","6","  -23.3","6,0201, ","","","   36.1","6,0831,+","-1.1","6,1009","-7.8","6,1104","-7.8","6,1104","-7.8","6,1104","-8.9","6,1122","-0.6","6,0419","-3.3","6,0313","-5.0","6,0227","-7.8","6,0226","-10.6","6,0218","    2924.8","8","    2924.8","6","","","     11.50","6","     17.44","6","      5.56","6","     40219","6"
"USC00118189","1970","39.76667","-89.6","174.0","SPRINGFIELD 4 SE, IL US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    3200.9","9","    3200.9","0","","","","","","","","","",""
"USC00118189","1971","39.76667","-89.6","174.0","SPRINGFIELD 4 SE, IL US","","","","","        90","0","        55","0","         4","0","","","","","        30","0","       168","0","        27","0","","","  51.1"," ,0,0710, ","   37.2","0,0709,+","","","","","","","","","","","","","","","","","","","","","","","","","    746.8"," ,0","","","     17.17","0","","","",""
"USC00118189","1972","39.76667","-89.6","174.0","SPRINGFIELD 4 SE, IL US","","","","","       115","0","        76","0","         8","0","","","","","","","","","","","","","  63.5"," ,0,0420, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    951.3"," ,0","","","","","","","",""
