"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00437217","1992","43.86667","-73.25","85.3","SHOREHAM, VT US","","","","","","","","","","","","","","","","","         2"," ","         6"," ","","","","","","","","","","","","","",""
"USC00437217","1994","43.86667","-73.25","85.3","SHOREHAM, VT US","","","","","","","","","        18","0","","","","","","","","","","","","","   305"," ,0,0118, ","","","","","","","     1621"," ,0","",""
"USC00437217","1997","43.86667","-73.25","85.3","SHOREHAM, VT US","        75","0","        64","0","         3","0","       82","","        17","0","        59","0","       113","0","        13","0","","","","","   406"," ,0,0307, ","   178"," ,0,0307, ","  27.2"," ,0,0822, ","   33.9","0,0811, ","    651.0"," ,0","     1536"," ,0","     13.19","0"
