"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN021012000","1959","24.317","92.0","30.0","KAILASHAHAR, IN","","","","","       146","I","       118","I","        35","I","","","","","","","","","","","",""," 138.1"," ,I,1030, ","","","   2574.3"," ,I","","","","","",""
"IN021012000","1960","24.317","92.0","30.0","KAILASHAHAR, IN","","","","","       127","I","       105","I","        33","I","","","","","","","","","","","",""," 214.3"," ,I,0614, ","","","   2386.5"," ,I","","","","","",""
"IN021012000","1961","24.317","92.0","30.0","KAILASHAHAR, IN","","","","","       147","I","       114","I","        27","I","","","","","","","","","","","","","  80.4"," ,I,0813, ","","","   2236.9"," ,I","","","","","",""
"IN021012000","1962","24.317","92.0","30.0","KAILASHAHAR, IN","","","","","       130","I","       106","I","        33","I","","","","","","","","","","","",""," 114.2"," ,I,0610, ","","","   2540.0"," ,I","","","","","",""
"IN021012000","1963","24.317","92.0","30.0","KAILASHAHAR, IN","","","","","       150","I","       115","I","        36","I","","","","","","","","","","","",""," 119.4"," ,I,1008, ","","","   2617.6"," ,I","","","","","",""
"IN021012000","1964","24.317","92.0","30.0","KAILASHAHAR, IN","","","","","       158","I","       117","I","        40","I","","","","","","","","","","","",""," 206.6"," ,I,0808, ","","","   2831.0"," ,I","","","","","",""
"IN021012000","1965","24.317","92.0","30.0","KAILASHAHAR, IN","","","","","       141","I","       110","I","        34","I","","","","","","","","","","","",""," 284.0"," ,I,0603, ","","","   2504.8"," ,I","","","","","",""
"IN021012000","1966","24.317","92.0","30.0","KAILASHAHAR, IN","","","","","       136","I","       105","I","        33","I","","","","","","","","","","","",""," 147.5"," ,I,0511, ","","","   2491.6"," ,I","","","","","",""
"IN021012000","1967","24.317","92.0","30.0","KAILASHAHAR, IN","","","","","       145","I","       107","I","        30","I","","","","","","","","","","","","","  94.4"," ,I,0417, ","","","   2153.3"," ,I","","","","","",""
"IN021012000","1968","24.317","92.0","30.0","KAILASHAHAR, IN","","","","","       157","I","       123","I","        32","I","","","","","","","","","","","",""," 122.0"," ,I,0708, ","","","   2618.9"," ,I","","","","","",""
"IN021012000","1969","24.317","92.0","30.0","KAILASHAHAR, IN","","","","","       145","I","       113","I","        29","I","","","","","","","","","","","",""," 199.0"," ,I,0419, ","","","   2297.3"," ,I","","","","","",""
"IN021012000","2016","24.317","92.0","30.0","KAILASHAHAR, IN","","","","","","","","","","","","","","","         0","S","       341","S","       170","S","","","","","   36.9","S,0804, ","","","","","     31.33","S","",""
"IN021012000","2017","24.317","92.0","30.0","KAILASHAHAR, IN","   2629.5","","    2629.5","S","","","","","","","         0","S","         0","S","         0","S","       355","S","       129","S","    8.4","S,0114, ","","","   36.4","S,0717, ","","","     26.04","S","     30.71","S","     21.36","S"
"IN021012000","2020","24.317","92.0","30.0","KAILASHAHAR, IN","","","","","","","","","","","         0"," ","         0","S","","","","","","","    7.4","S,0125,+","","","","","","","","","","","     20.17","S"
