"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00026037","1983","34.95986","-111.75526","1560.0","OAK CREEK CANYON, AZ US","    409.5","","     409.5","0","        92","0","        62","0","        13","0","","","","","         0","0","       118","0","         0","0","       178","0","        43","0","         1"," ","   -9.4","0,1127, ","","","","","  50.5"," ,0,0923, ","   36.7","0,0705, ","-1.1","0,1109","-3.3","0,1119","-5.6","0,1124","-9.4","0,1127","-9.4","0,1127","0.0","0,0517","-4.4","0,0414","-4.4","0,0414","-7.2","0,0202","","","    2547.2","2","    2547.2","0","    980.2"," ,0","","","     12.72","0","     20.62","0","      4.83","0"
"USC00026037","1984","34.95986","-111.75526","1560.0","OAK CREEK CANYON, AZ US","    439.0","","     439.0","0","        76","0","        43","0","         5","0","","","         1","0","         0","0","       129","0","         0","0","       185","0","        51","0","         6"," ","  -10.0","0,1127,+","","","    25"," ,0,1216, ","  49.5"," ,0,1227, ","   37.8","0,0705,+","-3.3","0,1016","-3.3","0,1016","-7.8","0,1126","-7.8","0,1126","-10.0","0,1127","0.0","0,0430","-3.3","0,0427","-6.1","0,0307","-6.7","0,0226","-10.0","0,0118","    2113.7","7","    2113.7","0","    548.5"," ,0","       25"," ,0","     13.26","0","     21.91","0","      4.61","0"
"USC00026037","1985","34.95986","-111.75526","1560.0","OAK CREEK CANYON, AZ US","    447.1","","     447.1","0","        78","0","        52","0","        11","0","       14","","        12","0","         0","0","       121","0","         3","0","       199","0","        58","0","         1"," ","  -16.7","0,0205, ","   330"," ,0,0203, ","   330"," ,0,0203, ","  61.0"," ,0,0421, ","   41.1","0,0704, ","-1.7","0,1101","-4.4","0,1113","-4.4","0,1113","-11.7","0,1114","-11.7","0,1114","-1.1","0,0427","-2.2","0,0331","-5.6","0,0330","-7.8","0,0305","-11.7","0,0304","    2394.2","2","    2394.2","0","    818.7"," ,0","     1023"," ,0","     12.99","0","     21.47","0","      4.50","0"
"USC00026037","1986","34.95986","-111.75526","1560.0","OAK CREEK CANYON, AZ US","","","","","        66","0","        51","0","         7","0","","","         3","0","","","","","","","","","","","","","","","","","    64"," ,0,0206, ","  68.3"," ,0,1011, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    830.2"," ,0","      127"," ,0","","","","","",""
"USC00026037","1988","34.95986","-111.75526","1560.0","OAK CREEK CANYON, AZ US","    396.5","","     396.5","0","        58","0","        49","0","         8","0","","","         4","0","         0","0","       103","0","         2","0","       197","0","        24","0","","","  -15.0","0,1227, ","","","   305"," ,0,0118, ","  49.0"," ,0,0118, ","   35.6","0,0716,+","-2.8","0,1115","-2.8","0,1115","-4.4","0,1116","-9.4","0,1222","-9.4","0,1222","-0.6","0,0507","-2.8","0,0502","-6.7","0,0313","-6.7","0,0313","-9.4","0,0121","    2192.0","0","    2192.0","0","    680.6"," ,0","      483"," ,0","     13.32","0","     20.98","0","      5.66","0"
"USC00026037","1989","34.95986","-111.75526","1560.0","OAK CREEK CANYON, AZ US","    496.5","","     496.5","0","        38","0","        26","0","         6","0","        0","","         1","0","         0","0","        76","0","         2","0","       215","0","        40","0","","","  -15.0","0,0206, ","     0"," ,0,1231,+","   127"," ,0,0326, ","  48.3"," ,0,0326, ","   37.8","0,0706,+","0.0","0,1028","-2.8","0,1127","-4.4","0,1130","","","","","0.0","0,0427","-2.8","0,0305","-7.8","0,0304","-7.8","0,0304","-13.3","0,0207","    1959.8","8","    1959.8","0","    403.6"," ,0","      127"," ,0","     14.27","0","     22.41","0","      6.13","0"
"USC00026037","1990","34.95986","-111.75526","1560.0","OAK CREEK CANYON, AZ US","    420.4","","     420.4","0","        76","0","        62","0","         8","0","","","        11","0","         0","0","        81","0","         4","0","       198","0","        41","0","","","  -16.1","0,1222, ","","","   305"," ,0,0219, ","  48.3"," ,0,0918,+","   38.3","0,0625, ","-2.2","0,1104","-2.2","0,1104","-6.1","0,1127","-8.9","0,1218","-8.9","0,1218","-3.3","0,0316","-3.3","0,0316","-5.6","0,0315","-10.6","0,0314","-10.6","0,0314","    2107.0","0","    2107.0","0","    813.6"," ,0","     1143"," ,0","     13.05","0","     20.54","0","      5.56","0"
"USC00026037","1991","34.95986","-111.75526","1560.0","OAK CREEK CANYON, AZ US","    413.2","","     413.2","0","        58","0","        46","0","         7","0","","","         5","0","         0","0","        81","0","         0","0","       174","0","        23","0","","","  -10.6","0,1202, ","","","   254"," ,0,0321, ","  99.1"," ,0,0301, ","   35.6","0,0821,+","-1.1","0,1028","-2.2","0,1029","-5.0","0,1129","-7.2","0,1201","-10.6","0,1202","-1.7","0,0428","-2.2","0,0412","-5.6","0,0317","","","","","    2283.8","8","    2283.8","0","    768.1"," ,0","      687"," ,0","     13.28","0","     20.57","0","      5.98","0"
"USC00026037","1992","34.95986","-111.75526","1560.0","OAK CREEK CANYON, AZ US","    307.0","","     307.0","0","        85","0","        70","0","        11","0","        1","","         5","0","         0","0","        61","0","         0","0","       189","0","        14","0","","","   -7.8","0,1217, ","   152"," ,0,1212, ","   152"," ,0,1212,+","  72.1"," ,0,0213, ","   33.3","0,0811,+","-0.6","0,1103","-3.3","0,1121","-5.0","0,1124","-6.7","0,1215","","","0.0","0,0324","-2.2","0,0218","-4.4","0,0115","-7.2","0,0113","","","    2045.1","1","    2045.1","0","   1130.2"," ,0","      508"," ,0","     13.20","0","     19.98","0","      6.42","0"
"USC00026037","1993","34.95986","-111.75526","1560.0","OAK CREEK CANYON, AZ US","    374.7","","     374.7","0","        66","0","        57","0","        12","0","        0","","         1","0","         0","0","        72","0","         0","0","       174","0","        23","0","","","   -7.2","0,1223,+","     0"," ,0,1231,+","    25"," ,0,1215, ","  66.0"," ,0,0107, ","   36.1","0,0801, ","0.0","0,1107","-2.2","0,1116","-4.4","0,1125","-7.2","0,1223","","","0.0","0,0407","-4.4","0,0330","-4.4","0,0330","-6.7","0,0112","","","    2189.8","8","    2189.8","0","   1143.6"," ,0","       38"," ,0","     13.17","0","     20.23","0","      6.11","0"
